#labels Sigma_min_mean,Sigma_max_mean,ElEdge_min,ElEdge_max,ElEdge_mean,ElDetJ_min_mean,ElDetJ_max_mean,_DROP_TOL_,CostEst
1.77778E-06,1.77778,5,87.15,46.2035,0.091577,2.18678,0.05,1
1.77778E-06,1.77778,5,87.15,46.2035,0.091577,2.18678,0.005,0
1.77778E-06,1.77778,5,87.15,46.2035,0.091577,2.18678,0.1,1
1.77778E-06,1.77778,5,87.15,46.2035,0.091577,2.18678,0.025,1
1.77778E-06,1.77778,5,87.15,46.2035,0.091577,2.18678,0.01,0
2.28571E-06,2.28571,5,192.85,107.039,0.00636967,3.65324,0.025,-1
2.28571E-06,2.28571,5,192.85,107.039,0.00636967,3.65324,0.05,-1
2.28571E-06,2.28571,5,192.85,107.039,0.00636967,3.65324,0,-1
2.28571E-06,2.28571,5,192.85,107.039,0.00636967,3.65324,0.075,-1
2.28571E-06,2.28571,5,192.85,107.039,0.00636967,3.65324,0.001,-1
2.28571E-06,2.28571,5,192.85,107.039,0.00636967,3.65324,0.1,-1
2.28571E-06,2.28571,5,192.85,107.039,0.00636967,3.65324,0.01,-1
2.28571E-06,2.28571,5,192.85,107.039,0.00636967,3.65324,0.005,-1
0.000228542,2.28542,5,119.75,62.375,0.0801603,1.91984,0,0
0.000228542,2.28542,5,119.75,62.375,0.0801603,1.91984,0.001,0
0.000228542,2.28542,5,119.75,62.375,0.0801603,1.91984,0.005,0
0.000228542,2.28542,5,119.75,62.375,0.0801603,1.91984,0.075,1
0.000228542,2.28542,5,119.75,62.375,0.0801603,1.91984,0.01,0
0.000228542,2.28542,5,119.75,62.375,0.0801603,1.91984,0.05,1
0.000228542,2.28542,5,119.75,62.375,0.0801603,1.91984,0.1,1
0.000228542,2.28542,5,119.75,62.375,0.0801603,1.91984,0.025,1
0.000177764,1.77764,5,54.15,33.767,0.0437984,3.18754,0,-1
0.000177764,1.77764,5,54.15,33.767,0.0437984,3.18754,0.075,-1
0.000177764,1.77764,5,54.15,33.767,0.0437984,3.18754,0.025,-1
0.000177764,1.77764,5,54.15,33.767,0.0437984,3.18754,0.05,-1
0.000177764,1.77764,5,54.15,33.767,0.0437984,3.18754,0.01,-1
0.000177764,1.77764,5,54.15,33.767,0.0437984,3.18754,0.1,-1
0.000177764,1.77764,5,54.15,33.767,0.0437984,3.18754,0.005,-1
0.000177764,1.77764,5,54.15,33.767,0.0437984,3.18754,0.001,-1
2.28571E-06,2.28571,5,164.5,84.8772,0.0497865,2.24403,0.05,-1
2.28571E-06,2.28571,5,164.5,84.8772,0.0497865,2.24403,0.005,-1
2.28571E-06,2.28571,5,164.5,84.8772,0.0497865,2.24403,0.025,-1
2.28571E-06,2.28571,5,164.5,84.8772,0.0497865,2.24403,0.075,-1
2.28571E-06,2.28571,5,164.5,84.8772,0.0497865,2.24403,0.01,-1
2.28571E-06,2.28571,5,164.5,84.8772,0.0497865,2.24403,0.001,-1
2.28571E-06,2.28571,5,164.5,84.8772,0.0497865,2.24403,0.1,-1
2.28571E-06,2.28571,5,164.5,84.8772,0.0497865,2.24403,0,-1
1,1,5,87.15,46.1334,0.100017,2.03966,0.001,-1
1,1,5,87.15,46.1334,0.100017,2.03966,0,-1
1,1,5,87.15,46.1334,0.100017,2.03966,0.05,-1
1,1,5,87.15,46.1334,0.100017,2.03966,0.1,-1
1,1,5,87.15,46.1334,0.100017,2.03966,0.075,-1
1,1,5,87.15,46.1334,0.100017,2.03966,0.01,-1
1,1,5,87.15,46.1334,0.100017,2.03966,0.025,-1
1,1,5,87.15,46.1334,0.100017,2.03966,0.005,-1
0.000177764,1.77764,5,87.15,46.2921,0.0831561,2.33355,0.075,-1
0.000177764,1.77764,5,87.15,46.2921,0.0831561,2.33355,0.025,-1
0.000177764,1.77764,5,87.15,46.2921,0.0831561,2.33355,0.05,-1
0.000177764,1.77764,5,87.15,46.2921,0.0831561,2.33355,0,-1
0.000177764,1.77764,5,87.15,46.2921,0.0831561,2.33355,0.01,-1
0.000177764,1.77764,5,87.15,46.2921,0.0831561,2.33355,0.001,-1
0.000177764,1.77764,5,87.15,46.2921,0.0831561,2.33355,0.1,-1
0.000177764,1.77764,5,87.15,46.2921,0.0831561,2.33355,0.005,-1
1,1,5,87.15,53.3911,0.0183464,3.46319,0.005,-1
1,1,5,87.15,53.3911,0.0183464,3.46319,0.075,-1
1,1,5,87.15,53.3911,0.0183464,3.46319,0.025,-1
1,1,5,87.15,53.3911,0.0183464,3.46319,0,-1
1,1,5,87.15,53.3911,0.0183464,3.46319,0.01,-1
1,1,5,87.15,53.3911,0.0183464,3.46319,0.1,-1
1,1,5,87.15,53.3911,0.0183464,3.46319,0.001,-1
1,1,5,87.15,53.3911,0.0183464,3.46319,0.05,-1
0.000228542,2.28542,5,87.15,50.337,0.0244412,3.35695,0.001,-1
0.000228542,2.28542,5,87.15,50.337,0.0244412,3.35695,0.01,-1
0.000228542,2.28542,5,87.15,50.337,0.0244412,3.35695,0.075,-1
0.000228542,2.28542,5,87.15,50.337,0.0244412,3.35695,0,-1
0.000228542,2.28542,5,87.15,50.337,0.0244412,3.35695,0.025,-1
0.000228542,2.28542,5,87.15,50.337,0.0244412,3.35695,0.1,-1
0.000228542,2.28542,5,87.15,50.337,0.0244412,3.35695,0.05,-1
0.000228542,2.28542,5,87.15,50.337,0.0244412,3.35695,0.005,-1
1.77778E-06,1.77778,5,102.15,57.5278,0.0210196,3.38391,0.1,-1
1.77778E-06,1.77778,5,102.15,57.5278,0.0210196,3.38391,0.025,-1
1.77778E-06,1.77778,5,102.15,57.5278,0.0210196,3.38391,0,-1
1.77778E-06,1.77778,5,102.15,57.5278,0.0210196,3.38391,0.005,-1
1.77778E-06,1.77778,5,102.15,57.5278,0.0210196,3.38391,0.05,-1
1.77778E-06,1.77778,5,102.15,57.5278,0.0210196,3.38391,0.001,-1
1.77778E-06,1.77778,5,102.15,57.5278,0.0210196,3.38391,0.075,-1
1.77778E-06,1.77778,5,102.15,57.5278,0.0210196,3.38391,0.01,-1
0.000177764,1.77764,5,140.35,73.4535,0.0340591,2.90636,0.075,-1
0.000177764,1.77764,5,140.35,73.4535,0.0340591,2.90636,0.025,-1
0.000177764,1.77764,5,140.35,73.4535,0.0340591,2.90636,0.05,-1
0.000177764,1.77764,5,140.35,73.4535,0.0340591,2.90636,0.005,-1
0.000177764,1.77764,5,140.35,73.4535,0.0340591,2.90636,0.1,-1
0.000177764,1.77764,5,140.35,73.4535,0.0340591,2.90636,0.01,-1
0.000177764,1.77764,5,140.35,73.4535,0.0340591,2.90636,0.001,-1
0.000177764,1.77764,5,140.35,73.4535,0.0340591,2.90636,0,-1
0.000228542,2.28542,5,119.75,80.1898,0.00748113,3.66051,0.075,-1
0.000228542,2.28542,5,119.75,80.1898,0.00748113,3.66051,0.1,-1
0.000228542,2.28542,5,119.75,80.1898,0.00748113,3.66051,0.025,-1
0.000228542,2.28542,5,119.75,80.1898,0.00748113,3.66051,0,-1
0.000228542,2.28542,5,119.75,80.1898,0.00748113,3.66051,0.05,-1
0.000228542,2.28542,5,119.75,80.1898,0.00748113,3.66051,0.005,-1
0.000228542,2.28542,5,119.75,80.1898,0.00748113,3.66051,0.001,-1
0.000228542,2.28542,5,119.75,80.1898,0.00748113,3.66051,0.01,-1
0.000177764,1.77764,5,33.6,20.4756,0.128251,2.62002,0.1,-1
0.000177764,1.77764,5,33.6,20.4756,0.128251,2.62002,0.05,-1
0.000177764,1.77764,5,33.6,20.4756,0.128251,2.62002,0.01,-1
0.000177764,1.77764,5,33.6,20.4756,0.128251,2.62002,0,-1
0.000177764,1.77764,5,33.6,20.4756,0.128251,2.62002,0.001,-1
0.000177764,1.77764,5,33.6,20.4756,0.128251,2.62002,0.005,-1
0.000177764,1.77764,5,33.6,20.4756,0.128251,2.62002,0.025,-1
0.000177764,1.77764,5,33.6,20.4756,0.128251,2.62002,0.075,-1
1,1,5,102.15,53.6334,0.0860158,2.05604,0,0
1,1,5,102.15,53.6334,0.0860158,2.05604,0.01,0
1,1,5,102.15,53.6334,0.0860158,2.05604,0.001,0
1,1,5,102.15,53.6334,0.0860158,2.05604,0.1,1
1,1,5,102.15,53.6334,0.0860158,2.05604,0.075,1
1,1,5,102.15,53.6334,0.0860158,2.05604,0.05,1
1,1,5,102.15,53.6334,0.0860158,2.05604,0.025,1
1,1,5,102.15,53.6334,0.0860158,2.05604,0.005,0
1,1,5,310.5,158.913,0.0122377,3.17665,0.01,0
1,1,5,310.5,158.913,0.0122377,3.17665,0.001,0
1,1,5,310.5,158.913,0.0122377,3.17665,0,0
1,1,5,310.5,158.913,0.0122377,3.17665,0.05,1
1,1,5,310.5,158.913,0.0122377,3.17665,0.1,1
1,1,5,310.5,158.913,0.0122377,3.17665,0.025,0
1,1,5,310.5,158.913,0.0122377,3.17665,0.075,1
1,1,5,310.5,158.913,0.0122377,3.17665,0.005,0
0.000228542,2.28542,5,192.85,99.1347,0.0387305,2.40508,0.05,-1
0.000228542,2.28542,5,192.85,99.1347,0.0387305,2.40508,0.075,-1
0.000228542,2.28542,5,192.85,99.1347,0.0387305,2.40508,0.005,-1
0.000228542,2.28542,5,192.85,99.1347,0.0387305,2.40508,0.025,-1
0.000228542,2.28542,5,192.85,99.1347,0.0387305,2.40508,0.1,-1
0.000228542,2.28542,5,192.85,99.1347,0.0387305,2.40508,0.01,-1
0.000228542,2.28542,5,192.85,99.1347,0.0387305,2.40508,0,-1
0.000228542,2.28542,5,192.85,99.1347,0.0387305,2.40508,0.001,-1
0.000177764,1.77764,5,363.95,204.804,0.00159905,3.8294,0.075,1
0.000177764,1.77764,5,363.95,204.804,0.00159905,3.8294,0.005,0
0.000177764,1.77764,5,363.95,204.804,0.00159905,3.8294,0.025,0
0.000177764,1.77764,5,363.95,204.804,0.00159905,3.8294,0.01,0
0.000177764,1.77764,5,363.95,204.804,0.00159905,3.8294,0.1,1
0.000177764,1.77764,5,363.95,204.804,0.00159905,3.8294,0.001,0
0.000177764,1.77764,5,363.95,204.804,0.00159905,3.8294,0.05,0
0.000177764,1.77764,5,363.95,204.804,0.00159905,3.8294,0,0
1.77778E-06,1.77778,5,28.7,16.85,0.296736,1.70326,0.001,0
1.77778E-06,1.77778,5,28.7,16.85,0.296736,1.70326,0.01,0
1.77778E-06,1.77778,5,28.7,16.85,0.296736,1.70326,0.05,1
1.77778E-06,1.77778,5,28.7,16.85,0.296736,1.70326,0.075,1
1.77778E-06,1.77778,5,28.7,16.85,0.296736,1.70326,0.005,0
1.77778E-06,1.77778,5,28.7,16.85,0.296736,1.70326,0.025,1
1.77778E-06,1.77778,5,28.7,16.85,0.296736,1.70326,0.1,1
1.77778E-06,1.77778,5,28.7,16.85,0.296736,1.70326,0,0
1.77778E-06,1.77778,5,426.6,215.8,0.0231696,1.97683,0.075,1
1.77778E-06,1.77778,5,426.6,215.8,0.0231696,1.97683,0.005,0
1.77778E-06,1.77778,5,426.6,215.8,0.0231696,1.97683,0,0
1.77778E-06,1.77778,5,426.6,215.8,0.0231696,1.97683,0.1,1
1.77778E-06,1.77778,5,426.6,215.8,0.0231696,1.97683,0.01,0
1.77778E-06,1.77778,5,426.6,215.8,0.0231696,1.97683,0.025,1
1.77778E-06,1.77778,5,426.6,215.8,0.0231696,1.97683,0.001,0
1.77778E-06,1.77778,5,426.6,215.8,0.0231696,1.97683,0.05,1
1,1,5,119.75,63.1722,0.0396833,2.88926,0.075,-1
1,1,5,119.75,63.1722,0.0396833,2.88926,0.05,-1
1,1,5,119.75,63.1722,0.0396833,2.88926,0.005,-1
1,1,5,119.75,63.1722,0.0396833,2.88926,0.01,-1
1,1,5,119.75,63.1722,0.0396833,2.88926,0.1,-1
1,1,5,119.75,63.1722,0.0396833,2.88926,0.001,-1
1,1,5,119.75,63.1722,0.0396833,2.88926,0,-1
1,1,5,119.75,63.1722,0.0396833,2.88926,0.025,-1
0.000177764,1.77764,5,363.95,194.512,0.00252953,3.76167,0.025,0
0.000177764,1.77764,5,363.95,194.512,0.00252953,3.76167,0.05,0
0.000177764,1.77764,5,363.95,194.512,0.00252953,3.76167,0.1,1
0.000177764,1.77764,5,363.95,194.512,0.00252953,3.76167,0,0
0.000177764,1.77764,5,363.95,194.512,0.00252953,3.76167,0.075,1
0.000177764,1.77764,5,363.95,194.512,0.00252953,3.76167,0.001,0
0.000177764,1.77764,5,363.95,194.512,0.00252953,3.76167,0.01,0
0.000177764,1.77764,5,363.95,194.512,0.00252953,3.76167,0.005,0
1.77778E-06,1.77778,5,310.5,159.566,0.00940526,3.35254,0.001,-1
1.77778E-06,1.77778,5,310.5,159.566,0.00940526,3.35254,0.075,-1
1.77778E-06,1.77778,5,310.5,159.566,0.00940526,3.35254,0.05,-1
1.77778E-06,1.77778,5,310.5,159.566,0.00940526,3.35254,0.025,-1
1.77778E-06,1.77778,5,310.5,159.566,0.00940526,3.35254,0.1,-1
1.77778E-06,1.77778,5,310.5,159.566,0.00940526,3.35254,0.01,-1
1.77778E-06,1.77778,5,310.5,159.566,0.00940526,3.35254,0,-1
1.77778E-06,1.77778,5,310.5,159.566,0.00940526,3.35254,0.005,-1
0.0176406,1.76406,5,74.35,41.7111,0.0427925,3.11163,0,-1
0.0176406,1.76406,5,74.35,41.7111,0.0427925,3.11163,0.001,-1
0.0176406,1.76406,5,74.35,41.7111,0.0427925,3.11163,0.005,-1
0.0176406,1.76406,5,74.35,41.7111,0.0427925,3.11163,0.05,-1
0.0176406,1.76406,5,74.35,41.7111,0.0427925,3.11163,0.01,-1
0.0176406,1.76406,5,74.35,41.7111,0.0427925,3.11163,0.1,-1
0.0176406,1.76406,5,74.35,41.7111,0.0427925,3.11163,0.025,-1
0.0176406,1.76406,5,74.35,41.7111,0.0427925,3.11163,0.075,-1
0.000177764,1.77764,5,74.35,40.1464,0.0785196,2.58037,0.05,-1
0.000177764,1.77764,5,74.35,40.1464,0.0785196,2.58037,0.075,-1
0.000177764,1.77764,5,74.35,40.1464,0.0785196,2.58037,0.01,-1
0.000177764,1.77764,5,74.35,40.1464,0.0785196,2.58037,0,-1
0.000177764,1.77764,5,74.35,40.1464,0.0785196,2.58037,0.1,-1
0.000177764,1.77764,5,74.35,40.1464,0.0785196,2.58037,0.025,-1
0.000177764,1.77764,5,74.35,40.1464,0.0785196,2.58037,0.005,-1
0.000177764,1.77764,5,74.35,40.1464,0.0785196,2.58037,0.001,-1
0.000228542,2.28542,5,140.35,73.4535,0.0340591,2.90636,0.001,-1
0.000228542,2.28542,5,140.35,73.4535,0.0340591,2.90636,0.005,-1
0.000228542,2.28542,5,140.35,73.4535,0.0340591,2.90636,0.05,-1
0.000228542,2.28542,5,140.35,73.4535,0.0340591,2.90636,0.01,-1
0.000228542,2.28542,5,140.35,73.4535,0.0340591,2.90636,0.025,-1
0.000228542,2.28542,5,140.35,73.4535,0.0340591,2.90636,0,-1
0.000228542,2.28542,5,140.35,73.4535,0.0340591,2.90636,0.075,-1
0.000228542,2.28542,5,140.35,73.4535,0.0340591,2.90636,0.1,-1
1,1,5,310.5,160.551,0.00713868,3.4933,0.001,0
1,1,5,310.5,160.551,0.00713868,3.4933,0.1,1
1,1,5,310.5,160.551,0.00713868,3.4933,0.005,0
1,1,5,310.5,160.551,0.00713868,3.4933,0,0
1,1,5,310.5,160.551,0.00713868,3.4933,0.075,1
1,1,5,310.5,160.551,0.00713868,3.4933,0.025,0
1,1,5,310.5,160.551,0.00713868,3.4933,0.01,0
1,1,5,310.5,160.551,0.00713868,3.4933,0.05,1
1.77778E-06,1.77778,5,264.9,175.59,0.00160393,3.84092,0.001,0
1.77778E-06,1.77778,5,264.9,175.59,0.00160393,3.84092,0.05,0
1.77778E-06,1.77778,5,264.9,175.59,0.00160393,3.84092,0.025,1
1.77778E-06,1.77778,5,264.9,175.59,0.00160393,3.84092,0.005,0
1.77778E-06,1.77778,5,264.9,175.59,0.00160393,3.84092,0.075,1
1.77778E-06,1.77778,5,264.9,175.59,0.00160393,3.84092,0.01,0
1.77778E-06,1.77778,5,264.9,175.59,0.00160393,3.84092,0,0
1.77778E-06,1.77778,5,264.9,175.59,0.00160393,3.84092,0.1,1
1.77778E-06,1.77778,5,6.85,5.925,0.843882,1.15612,0.025,-1
1.77778E-06,1.77778,5,6.85,5.925,0.843882,1.15612,0.01,-1
1.77778E-06,1.77778,5,6.85,5.925,0.843882,1.15612,0.1,-1
1.77778E-06,1.77778,5,6.85,5.925,0.843882,1.15612,0.05,-1
1.77778E-06,1.77778,5,6.85,5.925,0.843882,1.15612,0.005,-1
1.77778E-06,1.77778,5,6.85,5.925,0.843882,1.15612,0.075,-1
1.77778E-06,1.77778,5,6.85,5.925,0.843882,1.15612,0,-1
1.77778E-06,1.77778,5,6.85,5.925,0.843882,1.15612,0.001,-1
0.000228542,2.28542,5,426.6,246.419,0.00100301,3.86808,0.001,0
0.000228542,2.28542,5,426.6,246.419,0.00100301,3.86808,0.075,0
0.000228542,2.28542,5,426.6,246.419,0.00100301,3.86808,0.01,0
0.000228542,2.28542,5,426.6,246.419,0.00100301,3.86808,0.1,1
0.000228542,2.28542,5,426.6,246.419,0.00100301,3.86808,0.025,1
0.000228542,2.28542,5,426.6,246.419,0.00100301,3.86808,0,0
0.000228542,2.28542,5,426.6,246.419,0.00100301,3.86808,0.05,1
0.000228542,2.28542,5,426.6,246.419,0.00100301,3.86808,0.005,0
0.022567,2.2567,5,264.9,136.81,0.0109943,3.34342,0.025,0
0.022567,2.2567,5,264.9,136.81,0.0109943,3.34342,0.001,0
0.022567,2.2567,5,264.9,136.81,0.0109943,3.34342,0.05,1
0.022567,2.2567,5,264.9,136.81,0.0109943,3.34342,0.005,0
0.022567,2.2567,5,264.9,136.81,0.0109943,3.34342,0.01,0
0.022567,2.2567,5,264.9,136.81,0.0109943,3.34342,0.075,1
0.022567,2.2567,5,264.9,136.81,0.0109943,3.34342,0,0
0.022567,2.2567,5,264.9,136.81,0.0109943,3.34342,0.1,1
1.77778E-06,1.77778,5,102.15,55.3944,0.03169,3.16592,0.01,-1
1.77778E-06,1.77778,5,102.15,55.3944,0.03169,3.16592,0.1,-1
1.77778E-06,1.77778,5,102.15,55.3944,0.03169,3.16592,0.005,-1
1.77778E-06,1.77778,5,102.15,55.3944,0.03169,3.16592,0.001,-1
1.77778E-06,1.77778,5,102.15,55.3944,0.03169,3.16592,0.05,-1
1.77778E-06,1.77778,5,102.15,55.3944,0.03169,3.16592,0.075,-1
1.77778E-06,1.77778,5,102.15,55.3944,0.03169,3.16592,0,-1
1.77778E-06,1.77778,5,102.15,55.3944,0.03169,3.16592,0.025,-1
1.77778E-06,1.77778,5,28.7,16.9104,0.273489,1.8367,0.001,-1
1.77778E-06,1.77778,5,28.7,16.9104,0.273489,1.8367,0.01,-1
1.77778E-06,1.77778,5,28.7,16.9104,0.273489,1.8367,0.075,-1
1.77778E-06,1.77778,5,28.7,16.9104,0.273489,1.8367,0.005,-1
1.77778E-06,1.77778,5,28.7,16.9104,0.273489,1.8367,0,-1
1.77778E-06,1.77778,5,28.7,16.9104,0.273489,1.8367,0.1,-1
1.77778E-06,1.77778,5,28.7,16.9104,0.273489,1.8367,0.025,-1
1.77778E-06,1.77778,5,28.7,16.9104,0.273489,1.8367,0.05,-1
1,1,5,500,254.615,0.00513005,3.44739,0.025,0
1,1,5,500,254.615,0.00513005,3.44739,0.075,1
1,1,5,500,254.615,0.00513005,3.44739,0.05,1
1,1,5,500,254.615,0.00513005,3.44739,0.005,0
1,1,5,500,254.615,0.00513005,3.44739,0,0
1,1,5,500,254.615,0.00513005,3.44739,0.01,0
1,1,5,500,254.615,0.00513005,3.44739,0.001,0
1,1,5,500,254.615,0.00513005,3.44739,0.1,1
0.000177764,1.77764,5,28.7,16.9104,0.273489,1.8367,0.001,-1
0.000177764,1.77764,5,28.7,16.9104,0.273489,1.8367,0.01,-1
0.000177764,1.77764,5,28.7,16.9104,0.273489,1.8367,0,-1
0.000177764,1.77764,5,28.7,16.9104,0.273489,1.8367,0.075,-1
0.000177764,1.77764,5,28.7,16.9104,0.273489,1.8367,0.1,-1
0.000177764,1.77764,5,28.7,16.9104,0.273489,1.8367,0.005,-1
0.000177764,1.77764,5,28.7,16.9104,0.273489,1.8367,0.025,-1
0.000177764,1.77764,5,28.7,16.9104,0.273489,1.8367,0.05,-1
2.28571E-06,2.28571,5,39.4,27.384,0.0583485,3.08976,0.01,-1
2.28571E-06,2.28571,5,39.4,27.384,0.0583485,3.08976,0,-1
2.28571E-06,2.28571,5,39.4,27.384,0.0583485,3.08976,0.05,-1
2.28571E-06,2.28571,5,39.4,27.384,0.0583485,3.08976,0.075,-1
2.28571E-06,2.28571,5,39.4,27.384,0.0583485,3.08976,0.1,-1
2.28571E-06,2.28571,5,39.4,27.384,0.0583485,3.08976,0.025,-1
2.28571E-06,2.28571,5,39.4,27.384,0.0583485,3.08976,0.001,-1
2.28571E-06,2.28571,5,39.4,27.384,0.0583485,3.08976,0.005,-1
2.28571E-06,2.28571,5,426.6,215.927,0.0195524,2.28545,0.1,1
2.28571E-06,2.28571,5,426.6,215.927,0.0195524,2.28545,0.01,0
2.28571E-06,2.28571,5,426.6,215.927,0.0195524,2.28545,0.025,0
2.28571E-06,2.28571,5,426.6,215.927,0.0195524,2.28545,0.005,0
2.28571E-06,2.28571,5,426.6,215.927,0.0195524,2.28545,0.05,0
2.28571E-06,2.28571,5,426.6,215.927,0.0195524,2.28545,0.001,0
2.28571E-06,2.28571,5,426.6,215.927,0.0195524,2.28545,0.075,1
2.28571E-06,2.28571,5,426.6,215.927,0.0195524,2.28545,0,0
1.77778E-06,1.77778,5,140.35,72.675,0.0687994,1.9312,0.001,0
1.77778E-06,1.77778,5,140.35,72.675,0.0687994,1.9312,0.01,0
1.77778E-06,1.77778,5,140.35,72.675,0.0687994,1.9312,0.05,1
1.77778E-06,1.77778,5,140.35,72.675,0.0687994,1.9312,0.1,1
1.77778E-06,1.77778,5,140.35,72.675,0.0687994,1.9312,0.005,0
1.77778E-06,1.77778,5,140.35,72.675,0.0687994,1.9312,0.025,1
1.77778E-06,1.77778,5,140.35,72.675,0.0687994,1.9312,0,0
1.77778E-06,1.77778,5,140.35,72.675,0.0687994,1.9312,0.075,1
1.77778E-06,1.77778,5,119.75,80.1898,0.00748113,3.66051,0.075,-1
1.77778E-06,1.77778,5,119.75,80.1898,0.00748113,3.66051,0,-1
1.77778E-06,1.77778,5,119.75,80.1898,0.00748113,3.66051,0.005,-1
1.77778E-06,1.77778,5,119.75,80.1898,0.00748113,3.66051,0.001,-1
1.77778E-06,1.77778,5,119.75,80.1898,0.00748113,3.66051,0.1,-1
1.77778E-06,1.77778,5,119.75,80.1898,0.00748113,3.66051,0.05,-1
1.77778E-06,1.77778,5,119.75,80.1898,0.00748113,3.66051,0.025,-1
1.77778E-06,1.77778,5,119.75,80.1898,0.00748113,3.66051,0.01,-1
0.022567,2.2567,5,264.9,146.379,0.00345784,3.7427,0.1,1
0.022567,2.2567,5,264.9,146.379,0.00345784,3.7427,0.025,0
0.022567,2.2567,5,264.9,146.379,0.00345784,3.7427,0.001,0
0.022567,2.2567,5,264.9,146.379,0.00345784,3.7427,0.005,0
0.022567,2.2567,5,264.9,146.379,0.00345784,3.7427,0.075,1
0.022567,2.2567,5,264.9,146.379,0.00345784,3.7427,0,0
0.022567,2.2567,5,264.9,146.379,0.00345784,3.7427,0.01,0
0.022567,2.2567,5,264.9,146.379,0.00345784,3.7427,0.05,0
1.77778E-06,1.77778,5,15.2,10.9962,0.308442,2.07224,0.001,-1
1.77778E-06,1.77778,5,15.2,10.9962,0.308442,2.07224,0.005,-1
1.77778E-06,1.77778,5,15.2,10.9962,0.308442,2.07224,0.05,-1
1.77778E-06,1.77778,5,15.2,10.9962,0.308442,2.07224,0.01,-1
1.77778E-06,1.77778,5,15.2,10.9962,0.308442,2.07224,0.1,-1
1.77778E-06,1.77778,5,15.2,10.9962,0.308442,2.07224,0,-1
1.77778E-06,1.77778,5,15.2,10.9962,0.308442,2.07224,0.025,-1
1.77778E-06,1.77778,5,15.2,10.9962,0.308442,2.07224,0.075,-1
0.0176406,1.76406,5,46.2,26.6212,0.0966894,2.71597,0.025,-1
0.0176406,1.76406,5,46.2,26.6212,0.0966894,2.71597,0.005,-1
0.0176406,1.76406,5,46.2,26.6212,0.0966894,2.71597,0.01,-1
0.0176406,1.76406,5,46.2,26.6212,0.0966894,2.71597,0,-1
0.0176406,1.76406,5,46.2,26.6212,0.0966894,2.71597,0.1,-1
0.0176406,1.76406,5,46.2,26.6212,0.0966894,2.71597,0.001,-1
0.0176406,1.76406,5,46.2,26.6212,0.0966894,2.71597,0.075,-1
0.0176406,1.76406,5,46.2,26.6212,0.0966894,2.71597,0.05,-1
1,1,5,264.9,135.008,0.0341482,2.11673,0.075,1
1,1,5,264.9,135.008,0.0341482,2.11673,0.05,1
1,1,5,264.9,135.008,0.0341482,2.11673,0.1,1
1,1,5,264.9,135.008,0.0341482,2.11673,0.01,0
1,1,5,264.9,135.008,0.0341482,2.11673,0,0
1,1,5,264.9,135.008,0.0341482,2.11673,0.001,0
1,1,5,264.9,135.008,0.0341482,2.11673,0.005,0
1,1,5,264.9,135.008,0.0341482,2.11673,0.025,1
0.0176406,1.76406,5,17.8,12.6086,0.244343,2.25294,0.075,-1
0.0176406,1.76406,5,17.8,12.6086,0.244343,2.25294,0.025,-1
0.0176406,1.76406,5,17.8,12.6086,0.244343,2.25294,0.05,-1
0.0176406,1.76406,5,17.8,12.6086,0.244343,2.25294,0.001,-1
0.0176406,1.76406,5,17.8,12.6086,0.244343,2.25294,0.01,-1
0.0176406,1.76406,5,17.8,12.6086,0.244343,2.25294,0,-1
0.0176406,1.76406,5,17.8,12.6086,0.244343,2.25294,0.1,-1
0.0176406,1.76406,5,17.8,12.6086,0.244343,2.25294,0.005,-1
0.022567,2.2567,5,119.75,64.6127,0.0237864,3.26999,0.01,-1
0.022567,2.2567,5,119.75,64.6127,0.0237864,3.26999,0.05,-1
0.022567,2.2567,5,119.75,64.6127,0.0237864,3.26999,0.1,-1
0.022567,2.2567,5,119.75,64.6127,0.0237864,3.26999,0.025,-1
0.022567,2.2567,5,119.75,64.6127,0.0237864,3.26999,0.005,-1
0.022567,2.2567,5,119.75,64.6127,0.0237864,3.26999,0.001,-1
0.022567,2.2567,5,119.75,64.6127,0.0237864,3.26999,0.075,-1
0.022567,2.2567,5,119.75,64.6127,0.0237864,3.26999,0,-1
0.022567,2.2567,5,310.5,158.67,0.0139016,3.07332,0,-1
0.022567,2.2567,5,310.5,158.67,0.0139016,3.07332,0.075,-1
0.022567,2.2567,5,310.5,158.67,0.0139016,3.07332,0.025,-1
0.022567,2.2567,5,310.5,158.67,0.0139016,3.07332,0.005,-1
0.022567,2.2567,5,310.5,158.67,0.0139016,3.07332,0.05,-1
0.022567,2.2567,5,310.5,158.67,0.0139016,3.07332,0.1,-1
0.022567,2.2567,5,310.5,158.67,0.0139016,3.07332,0.001,-1
0.022567,2.2567,5,310.5,158.67,0.0139016,3.07332,0.01,-1
1.77778E-06,1.77778,5,500,252.627,0.0167105,2.28934,0.05,1
1.77778E-06,1.77778,5,500,252.627,0.0167105,2.28934,0.005,0
1.77778E-06,1.77778,5,500,252.627,0.0167105,2.28934,0.075,1
1.77778E-06,1.77778,5,500,252.627,0.0167105,2.28934,0.1,1
1.77778E-06,1.77778,5,500,252.627,0.0167105,2.28934,0.01,0
1.77778E-06,1.77778,5,500,252.627,0.0167105,2.28934,0.025,1
1.77778E-06,1.77778,5,500,252.627,0.0167105,2.28934,0.001,0
1.77778E-06,1.77778,5,500,252.627,0.0167105,2.28934,0,0
1.77778E-06,1.77778,5,119.75,72.7564,0.0101021,3.59773,0,0
