#labels Stretch1,Stretch2,Sigma,Sigma_min_mean,Sigma_max_mean,ElEdge_min,ElEdge_max,ElEdge_mean,ElDetJ_min_mean,ElDetJ_max_mean,_DROP_TOL_,Iters,Op_Complex,Smoo_Complex,SolveTime,CostEst
1.61,52.98,1e2,0.0176406,1.76406,5,264.9,135.16,0.0283914,2.42172,0.1,-1,-1,-1,-1,-1
1.61,52.98,1e2,0.0176406,1.76406,5,264.9,135.16,0.0283914,2.42172,0.05,22,1.37,1.42,9.089,-1
1.61,52.98,1e2,0.0176406,1.76406,5,264.9,135.16,0.0283914,2.42172,0.075,17,1.43,1.48,7.154,-1
7.88,23.95,1e2,0.0176406,1.76406,5,119.75,66.0684,0.0180541,3.40728,0.1,16,1.44,1.5,6.008,1
7.88,23.95,1e2,0.0176406,1.76406,5,119.75,66.0684,0.0180541,3.40728,0.025,23,1.41,1.46,11.61,0
7.88,23.95,1e2,0.0176406,1.76406,5,119.75,66.0684,0.0180541,3.40728,0.075,17,1.43,1.48,6.341,1
7.88,23.95,1e2,0.0176406,1.76406,5,119.75,66.0684,0.0180541,3.40728,0.05,20,1.41,1.47,10.18,1
7.88,12.69,1e2,0.0176406,1.76406,5,63.45,39.2988,0.0329036,3.29027,0.025,22,1.41,1.46,11.27,-1
7.88,12.69,1e2,0.0176406,1.76406,5,63.45,39.2988,0.0329036,3.29027,0.05,19,1.41,1.47,9.887,-1
7.88,12.69,1e2,0.0176406,1.76406,5,63.45,39.2988,0.0329036,3.29027,0.075,17,1.43,1.49,8.871,-1
7.88,12.69,1e2,0.0176406,1.76406,5,63.45,39.2988,0.0329036,3.29027,0.1,-1,-1,-1,-1,-1
1.00,4.89,1e4,0.000177764,1.77764,5,24.45,14.725,0.339559,1.66044,0.1,15,1.47,1.52,7.983,1
1.00,4.89,1e4,0.000177764,1.77764,5,24.45,14.725,0.339559,1.66044,0.05,15,1.37,1.42,5.779,1
1.00,4.89,1e4,0.000177764,1.77764,5,24.45,14.725,0.339559,1.66044,0.025,15,1.39,1.44,5.955,1
1.00,4.89,1e4,0.000177764,1.77764,5,24.45,14.725,0.339559,1.66044,0.075,15,1.43,1.49,6.926,1
3.56,52.98,1e-6,2.28571e-06,2.28571,5,264.9,135.881,0.0162503,3.06496,0.075,16,1.43,1.48,6.317,-1
3.56,52.98,1e-6,2.28571e-06,2.28571,5,264.9,135.881,0.0162503,3.06496,0.05,23,1.4,1.45,10.08,-1
3.56,52.98,1e-6,2.28571e-06,2.28571,5,264.9,135.881,0.0162503,3.06496,0.1,-1,-1,-1,-1,-1
3.56,52.98,1e-6,2.28571e-06,2.28571,5,264.9,135.881,0.0162503,3.06496,0.025,24,1.39,1.44,11.72,-1
3.04,45.20,1e2,0.0176406,1.76406,5,226,116.238,0.0214307,2.94475,0.075,-1,-1,-1,-1,-1
3.04,45.20,1e2,0.0176406,1.76406,5,226,116.238,0.0214307,2.94475,0.1,-1,-1,-1,-1,-1
3.04,45.20,1e2,0.0176406,1.76406,5,226,116.238,0.0214307,2.94475,0.025,23,1.39,1.44,14.35,-1
3.04,45.20,1e2,0.0176406,1.76406,5,226,116.238,0.0214307,2.94475,0.05,20,1.4,1.45,9.864,-1
38.57,52.98,1e6,1.77778e-06,1.77778,5,264.9,166.163,0.00187267,3.82668,0.05,23,1.42,1.47,13.71,0
38.57,52.98,1e6,1.77778e-06,1.77778,5,264.9,166.163,0.00187267,3.82668,0.025,24,1.42,1.48,14.43,0
38.57,52.98,1e6,1.77778e-06,1.77778,5,264.9,166.163,0.00187267,3.82668,0.075,17,1.43,1.48,9.729,1
38.57,52.98,1e6,1.77778e-06,1.77778,5,264.9,166.163,0.00187267,3.82668,0.1,17,1.44,1.5,7.465,1
2.59,4.18,1e6,1.77778e-06,1.77778,5,20.9,14.0247,0.215098,2.32869,0.075,-1,-1,-1,-1,-1
2.59,4.18,1e6,1.77778e-06,1.77778,5,20.9,14.0247,0.215098,2.32869,0.05,16,1.41,1.47,6.748,-1
2.59,4.18,1e6,1.77778e-06,1.77778,5,20.9,14.0247,0.215098,2.32869,0.1,-1,-1,-1,-1,-1
2.59,4.18,1e6,1.77778e-06,1.77778,5,20.9,14.0247,0.215098,2.32869,0.025,19,1.38,1.43,7.603,-1
28.07,100.00,1e-4,0.000228542,2.28542,5,500,266.536,0.00136237,3.82416,0.075,21,1.43,1.48,10.11,1
28.07,100.00,1e-4,0.000228542,2.28542,5,500,266.536,0.00136237,3.82416,0.1,20,1.44,1.5,9.155,1
28.07,100.00,1e-4,0.000228542,2.28542,5,500,266.536,0.00136237,3.82416,0.05,25,1.42,1.47,10.81,1
28.07,100.00,1e-4,0.000228542,2.28542,5,500,266.536,0.00136237,3.82416,0.025,26,1.42,1.48,13.31,0
10.83,62.10,1e4,0.000177764,1.77764,5,310.5,162.08,0.00535853,3.60384,0.1,16,1.44,1.5,15.65,1
10.83,62.10,1e4,0.000177764,1.77764,5,310.5,162.08,0.00535853,3.60384,0.025,22,1.42,1.47,22.3,0
10.83,62.10,1e4,0.000177764,1.77764,5,310.5,162.08,0.00535853,3.60384,0.05,19,1.41,1.47,15.3,1
10.83,62.10,1e4,0.000177764,1.77764,5,310.5,162.08,0.00535853,3.60384,0.075,16,1.43,1.48,15.92,1
6.72,45.20,1e6,1.77778e-06,1.77778,5,226,117.895,0.011215,3.4065,0.1,-1,-1,-1,-1,-1
6.72,45.20,1e6,1.77778e-06,1.77778,5,226,117.895,0.011215,3.4065,0.05,23,1.41,1.47,11.81,-1
6.72,45.20,1e6,1.77778e-06,1.77778,5,226,117.895,0.011215,3.4065,0.025,24,1.41,1.46,10.02,-1
6.72,45.20,1e6,1.77778e-06,1.77778,5,226,117.895,0.011215,3.4065,0.075,16,1.43,1.48,6.381,-1
7.88,62.10,1e-2,0.022567,2.2567,5,310.5,160.551,0.00713868,3.4933,0.05,21,1.41,1.47,18.94,1
7.88,62.10,1e-2,0.022567,2.2567,5,310.5,160.551,0.00713868,3.4933,0.075,17,1.43,1.48,9.753,1
7.88,62.10,1e-2,0.022567,2.2567,5,310.5,160.551,0.00713868,3.4933,0.025,24,1.41,1.46,24.02,0
7.88,62.10,1e-2,0.022567,2.2567,5,310.5,160.551,0.00713868,3.4933,0.1,17,1.44,1.5,17.09,1
4.18,20.43,1e4,0.000177764,1.77764,5,102.15,54.9819,0.0360336,3.07718,0.1,-1,-1,-1,-1,-1
4.18,20.43,1e4,0.000177764,1.77764,5,102.15,54.9819,0.0360336,3.07718,0.05,21,1.4,1.46,7.416,-1
4.18,20.43,1e4,0.000177764,1.77764,5,102.15,54.9819,0.0360336,3.07718,0.025,25,1.4,1.45,8.981,-1
4.18,20.43,1e4,0.000177764,1.77764,5,102.15,54.9819,0.0360336,3.07718,0.075,16,1.43,1.49,6.398,-1
6.72,14.87,1e6,1.77778e-06,1.77778,5,74.35,43.1932,0.0326487,3.26247,0.05,22,1.41,1.47,7.812,-1
6.72,14.87,1e6,1.77778e-06,1.77778,5,74.35,43.1932,0.0326487,3.26247,0.025,24,1.4,1.46,9.554,-1
6.72,14.87,1e6,1.77778e-06,1.77778,5,74.35,43.1932,0.0326487,3.26247,0.1,-1,-1,-1,-1,-1
6.72,14.87,1e6,1.77778e-06,1.77778,5,74.35,43.1932,0.0326487,3.26247,0.075,16,1.43,1.49,5.321,-1
4.89,12.69,1e-6,2.28571e-06,2.28571,5,63.45,36.4023,0.0496068,3.07831,0.075,-1,-1,-1,-1,-1
4.89,12.69,1e-6,2.28571e-06,2.28571,5,63.45,36.4023,0.0496068,3.07831,0.1,-1,-1,-1,-1,-1
4.89,12.69,1e-6,2.28571e-06,2.28571,5,63.45,36.4023,0.0496068,3.07831,0.05,21,1.41,1.46,7.956,-1
4.89,12.69,1e-6,2.28571e-06,2.28571,5,63.45,36.4023,0.0496068,3.07831,0.025,23,1.4,1.45,8.58,-1
1.61,14.87,1e6,1.77778e-06,1.77778,5,74.35,39.895,0.0965701,2.31196,0.025,19,1.37,1.42,8.79,-1
1.61,14.87,1e6,1.77778e-06,1.77778,5,74.35,39.895,0.0965701,2.31196,0.075,15,1.44,1.49,7.784,-1
1.61,14.87,1e6,1.77778e-06,1.77778,5,74.35,39.895,0.0965701,2.31196,0.05,19,1.38,1.43,8.961,-1
1.61,14.87,1e6,1.77778e-06,1.77778,5,74.35,39.895,0.0965701,2.31196,0.1,-1,-1,-1,-1,-1
9.24,62.10,1e6,1.77778e-06,1.77778,5,310.5,161.231,0.00619057,3.55217,0.075,16,1.43,1.48,8.99,1
9.24,62.10,1e6,1.77778e-06,1.77778,5,310.5,161.231,0.00619057,3.55217,0.05,21,1.41,1.47,15.87,0
9.24,62.10,1e6,1.77778e-06,1.77778,5,310.5,161.231,0.00619057,3.55217,0.025,23,1.41,1.47,16,0
9.24,62.10,1e6,1.77778e-06,1.77778,5,310.5,161.231,0.00619057,3.55217,0.1,16,1.44,1.5,10.67,1
1.61,6.72,1e4,0.000177764,1.77764,5,33.6,19.5458,0.198519,2.14782,0.075,15,1.45,1.5,6.212,-1
1.61,6.72,1e4,0.000177764,1.77764,5,33.6,19.5458,0.198519,2.14782,0.025,17,1.37,1.42,7.699,-1
1.61,6.72,1e4,0.000177764,1.77764,5,33.6,19.5458,0.198519,2.14782,0.1,-1,-1,-1,-1,-1
1.61,6.72,1e4,0.000177764,1.77764,5,33.6,19.5458,0.198519,2.14782,0.05,17,1.39,1.45,7.487,-1
4.18,62.10,1e-6,2.28571e-06,2.28571,5,310.5,158.913,0.0122377,3.17665,0.1,16,1.45,1.5,7.496,1
4.18,62.10,1e-6,2.28571e-06,2.28571,5,310.5,158.913,0.0122377,3.17665,0.075,17,1.43,1.48,7.025,1
4.18,62.10,1e-6,2.28571e-06,2.28571,5,310.5,158.913,0.0122377,3.17665,0.025,24,1.4,1.45,10.84,0
4.18,62.10,1e-6,2.28571e-06,2.28571,5,310.5,158.913,0.0122377,3.17665,0.05,22,1.4,1.46,9.3,0
28.07,45.20,1e6,1.77778e-06,1.77778,5,226,135.913,0.00297833,3.7788,0.1,17,1.44,1.5,9.138,1
28.07,45.20,1e6,1.77778e-06,1.77778,5,226,135.913,0.00297833,3.7788,0.025,27,1.42,1.48,10.02,0
28.07,45.20,1e6,1.77778e-06,1.77778,5,226,135.913,0.00297833,3.7788,0.05,23,1.42,1.47,12.19,0
28.07,45.20,1e6,1.77778e-06,1.77778,5,226,135.913,0.00297833,3.7788,0.075,17,1.43,1.48,7.434,1
2.21,100.00,1e6,1.77778e-06,1.77778,5,500,252.916,0.0123377,2.72663,0.05,20,1.39,1.45,8.042,0
2.21,100.00,1e6,1.77778e-06,1.77778,5,500,252.916,0.0123377,2.72663,0.1,15,1.44,1.5,6.111,1
2.21,100.00,1e6,1.77778e-06,1.77778,5,500,252.916,0.0123377,2.72663,0.075,15,1.43,1.48,5.636,1
2.21,100.00,1e6,1.77778e-06,1.77778,5,500,252.916,0.0123377,2.72663,0.025,23,1.36,1.42,9.104,0
1.00,12.69,1e4,0.000177764,1.77764,5,63.45,34.225,0.146092,1.85391,0.075,15,1.41,1.46,16.45,1
1.00,12.69,1e4,0.000177764,1.77764,5,63.45,34.225,0.146092,1.85391,0.1,15,1.46,1.52,17.64,1
1.00,12.69,1e4,0.000177764,1.77764,5,63.45,34.225,0.146092,1.85391,0.05,16,1.36,1.42,15.23,1
1.00,12.69,1e4,0.000177764,1.77764,5,63.45,34.225,0.146092,1.85391,0.025,15,1.39,1.44,11.56,1
9.24,85.32,1e-4,0.000228542,2.28542,5,426.6,219.07,0.00452531,3.56756,0.1,21,1.44,1.5,17.63,1
9.24,85.32,1e-4,0.000228542,2.28542,5,426.6,219.07,0.00452531,3.56756,0.05,24,1.41,1.47,23.41,1
9.24,85.32,1e-4,0.000228542,2.28542,5,426.6,219.07,0.00452531,3.56756,0.025,25,1.41,1.47,24.83,1
9.24,85.32,1e-4,0.000228542,2.28542,5,426.6,219.07,0.00452531,3.56756,0.075,21,1.43,1.48,21.73,1
5.74,52.98,1e-6,2.28571e-06,2.28571,5,264.9,136.81,0.0109943,3.34342,0.075,17,1.43,1.48,6.043,1
5.74,52.98,1e-6,2.28571e-06,2.28571,5,264.9,136.81,0.0109943,3.34342,0.025,24,1.4,1.46,8.685,0
5.74,52.98,1e-6,2.28571e-06,2.28571,5,264.9,136.81,0.0109943,3.34342,0.1,17,1.44,1.5,5.983,1
5.74,52.98,1e-6,2.28571e-06,2.28571,5,264.9,136.81,0.0109943,3.34342,0.05,21,1.41,1.46,7.135,1
9.24,10.83,1e4,0.000177764,1.77764,5,54.15,37.0822,0.0330199,3.30427,0.025,23,1.41,1.46,15.6,-1
9.24,10.83,1e4,0.000177764,1.77764,5,54.15,37.0822,0.0330199,3.30427,0.05,19,1.41,1.47,12.34,-1
9.24,10.83,1e4,0.000177764,1.77764,5,54.15,37.0822,0.0330199,3.30427,0.075,16,1.43,1.49,12.72,-1
9.24,10.83,1e4,0.000177764,1.77764,5,54.15,37.0822,0.0330199,3.30427,0.1,-1,-1,-1,-1,-1
1.37,45.20,1e-4,0.000228542,2.28542,5,226,115.627,0.0365317,2.26219,0.1,18,1.45,1.51,10.99,1
1.37,45.20,1e-4,0.000228542,2.28542,5,226,115.627,0.0365317,2.26219,0.075,18,1.42,1.48,16.01,1
1.37,45.20,1e-4,0.000228542,2.28542,5,226,115.627,0.0365317,2.26219,0.025,20,1.37,1.42,12.11,1
1.37,45.20,1e-4,0.000228542,2.28542,5,226,115.627,0.0365317,2.26219,0.05,22,1.36,1.41,18.62,1
6.72,72.79,1e2,0.0176406,1.76406,5,363.95,186.675,0.00702175,3.43468,0.075,16,1.43,1.48,5.94,1
6.72,72.79,1e2,0.0176406,1.76406,5,363.95,186.675,0.00702175,3.43468,0.025,23,1.41,1.46,8.515,0
6.72,72.79,1e2,0.0176406,1.76406,5,363.95,186.675,0.00702175,3.43468,0.1,16,1.44,1.5,5.999,1
6.72,72.79,1e2,0.0176406,1.76406,5,363.95,186.675,0.00702175,3.43468,0.05,23,1.41,1.46,9.227,0
5.74,7.88,1e-2,0.022567,2.2567,5,39.4,26.0265,0.0668324,3.02291,0.05,20,1.41,1.47,8.223,-1
5.74,7.88,1e-2,0.022567,2.2567,5,39.4,26.0265,0.0668324,3.02291,0.075,-1,-1,-1,-1,-1
5.74,7.88,1e-2,0.022567,2.2567,5,39.4,26.0265,0.0668324,3.02291,0.1,-1,-1,-1,-1,-1
5.74,7.88,1e-2,0.022567,2.2567,5,39.4,26.0265,0.0668324,3.02291,0.025,21,1.4,1.45,8.598,-1
1.89,7.88,1e4,0.000177764,1.77764,5,39.4,22.5726,0.155865,2.32133,0.1,-1,-1,-1,-1,-1
1.89,7.88,1e4,0.000177764,1.77764,5,39.4,22.5726,0.155865,2.32133,0.075,-1,-1,-1,-1,-1
1.89,7.88,1e4,0.000177764,1.77764,5,39.4,22.5726,0.155865,2.32133,0.05,18,1.4,1.45,9.092,-1
1.89,7.88,1e4,0.000177764,1.77764,5,39.4,22.5726,0.155865,2.32133,0.025,20,1.37,1.41,11.77,-1
2.21,28.07,1e0,1,1,5,140.35,73.1119,0.0428657,2.65916,0.025,28,1.37,1.42,11.59,-1
2.21,28.07,1e0,1,1,5,140.35,73.1119,0.0428657,2.65916,0.075,17,1.43,1.48,7.112,-1
2.21,28.07,1e0,1,1,5,140.35,73.1119,0.0428657,2.65916,0.05,22,1.4,1.45,8.56,-1
2.21,28.07,1e0,1,1,5,140.35,73.1119,0.0428657,2.65916,0.1,-1,-1,-1,-1,-1
3.56,28.07,1e-6,2.28571e-06,2.28571,5,140.35,73.6856,0.0301752,3.01538,0.05,23,1.4,1.46,11.81,-1
3.56,28.07,1e-6,2.28571e-06,2.28571,5,140.35,73.6856,0.0301752,3.01538,0.075,16,1.43,1.48,7.415,-1
3.56,28.07,1e-6,2.28571e-06,2.28571,5,140.35,73.6856,0.0301752,3.01538,0.1,-1,-1,-1,-1,-1
3.56,28.07,1e-6,2.28571e-06,2.28571,5,140.35,73.6856,0.0301752,3.01538,0.025,25,1.39,1.45,11.6,-1
12.69,100.00,1e-2,0.022567,2.2567,5,500,257.302,0.00289291,3.6711,0.025,25,1.42,1.47,30.02,0
12.69,100.00,1e-2,0.022567,2.2567,5,500,257.302,0.00289291,3.6711,0.1,17,1.44,1.5,19.93,1
12.69,100.00,1e-2,0.022567,2.2567,5,500,257.302,0.00289291,3.6711,0.075,23,1.43,1.48,25.89,0
12.69,100.00,1e-2,0.022567,2.2567,5,500,257.302,0.00289291,3.6711,0.05,22,1.41,1.47,13.78,0
7.88,9.24,1e6,1.77778e-06,1.77778,5,46.2,31.8524,0.0439893,3.20291,0.025,22,1.4,1.46,10.2,-1
7.88,9.24,1e6,1.77778e-06,1.77778,5,46.2,31.8524,0.0439893,3.20291,0.075,16,1.43,1.49,9.174,-1
7.88,9.24,1e6,1.77778e-06,1.77778,5,46.2,31.8524,0.0439893,3.20291,0.05,18,1.41,1.47,8.471,-1
7.88,9.24,1e6,1.77778e-06,1.77778,5,46.2,31.8524,0.0439893,3.20291,0.1,-1,-1,-1,-1,-1
4.89,6.72,1e4,0.000177764,1.77764,5,33.6,22.4163,0.0879685,2.89072,0.05,17,1.41,1.47,6.643,-1
4.89,6.72,1e4,0.000177764,1.77764,5,33.6,22.4163,0.0879685,2.89072,0.075,16,1.44,1.49,5.716,-1
4.89,6.72,1e4,0.000177764,1.77764,5,33.6,22.4163,0.0879685,2.89072,0.1,-1,-1,-1,-1,-1
4.89,6.72,1e4,0.000177764,1.77764,5,33.6,22.4163,0.0879685,2.89072,0.025,21,1.4,1.45,7.433,-1
2.59,20.43,1e6,1.77778e-06,1.77778,5,102.15,54.1887,0.0519928,2.75113,0.025,25,1.38,1.43,10.31,-1
2.59,20.43,1e6,1.77778e-06,1.77778,5,102.15,54.1887,0.0519928,2.75113,0.075,15,1.43,1.48,6.267,-1
2.59,20.43,1e6,1.77778e-06,1.77778,5,102.15,54.1887,0.0519928,2.75113,0.05,21,1.4,1.45,8.126,-1
2.59,20.43,1e6,1.77778e-06,1.77778,5,102.15,54.1887,0.0519928,2.75113,0.1,-1,-1,-1,-1,-1
17.43,38.57,1e4,0.000177764,1.77764,5,192.85,109.315,0.0054849,3.68736,0.025,23,1.42,1.47,25.2,0
17.43,38.57,1e4,0.000177764,1.77764,5,192.85,109.315,0.0054849,3.68736,0.05,21,1.42,1.47,15.58,0
17.43,38.57,1e4,0.000177764,1.77764,5,192.85,109.315,0.0054849,3.68736,0.075,16,1.43,1.48,15.11,1
17.43,38.57,1e4,0.000177764,1.77764,5,192.85,109.315,0.0054849,3.68736,0.1,16,1.44,1.5,16.46,1
1.89,17.43,1e2,0.0176406,1.76406,5,87.15,46.4018,0.0750995,2.47398,0.1,-1,-1,-1,-1,-1
1.89,17.43,1e2,0.0176406,1.76406,5,87.15,46.4018,0.0750995,2.47398,0.075,-1,-1,-1,-1,-1
1.89,17.43,1e2,0.0176406,1.76406,5,87.15,46.4018,0.0750995,2.47398,0.025,21,1.36,1.41,7.7,-1
1.89,17.43,1e2,0.0176406,1.76406,5,87.15,46.4018,0.0750995,2.47398,0.05,20,1.39,1.45,7.405,-1
12.69,62.10,1e-6,2.28571e-06,2.28571,5,310.5,163.146,0.00463049,3.64905,0.05,22,1.41,1.47,19.23,1
12.69,62.10,1e-6,2.28571e-06,2.28571,5,310.5,163.146,0.00463049,3.64905,0.1,19,1.44,1.5,17.87,1
12.69,62.10,1e-6,2.28571e-06,2.28571,5,310.5,163.146,0.00463049,3.64905,0.025,25,1.42,1.47,21.43,0
12.69,62.10,1e-6,2.28571e-06,2.28571,5,310.5,163.146,0.00463049,3.64905,0.075,19,1.43,1.48,18.04,1
1.61,14.87,1e4,0.000177764,1.77764,5,74.35,39.895,0.0965701,2.31196,0.025,19,1.37,1.42,9.565,-1
1.61,14.87,1e4,0.000177764,1.77764,5,74.35,39.895,0.0965701,2.31196,0.05,19,1.38,1.43,10.16,-1
1.61,14.87,1e4,0.000177764,1.77764,5,74.35,39.895,0.0965701,2.31196,0.1,-1,-1,-1,-1,-1
1.61,14.87,1e4,0.000177764,1.77764,5,74.35,39.895,0.0965701,2.31196,0.075,16,1.44,1.49,8.193,-1
1.17,2.21,1e-4,0.000228542,2.28542,5,11.05,8.09748,0.574242,1.48482,0.05,16,1.41,1.46,14.34,-1
1.17,2.21,1e-4,0.000228542,2.28542,5,11.05,8.09748,0.574242,1.48482,0.075,16,1.47,1.53,14.86,-1
1.17,2.21,1e-4,0.000228542,2.28542,5,11.05,8.09748,0.574242,1.48482,0.1,-1,-1,-1,-1,-1
1.17,2.21,1e-4,0.000228542,2.28542,5,11.05,8.09748,0.574242,1.48482,0.025,16,1.38,1.43,9.644,-1
1.89,20.43,1e-4,0.000228542,2.28542,5,102.15,53.897,0.0645862,2.49385,0.075,-1,-1,-1,-1,-1
1.89,20.43,1e-4,0.000228542,2.28542,5,102.15,53.897,0.0645862,2.49385,0.05,20,1.39,1.44,10.03,-1
1.89,20.43,1e-4,0.000228542,2.28542,5,102.15,53.897,0.0645862,2.49385,0.025,23,1.36,1.41,9.616,-1
1.89,20.43,1e-4,0.000228542,2.28542,5,102.15,53.897,0.0645862,2.49385,0.1,-1,-1,-1,-1,-1
1.37,17.43,1e-2,0.022567,2.2567,5,87.15,46.2035,0.091577,2.18678,0.075,18,1.43,1.48,10.42,-1
1.37,17.43,1e-2,0.022567,2.2567,5,87.15,46.2035,0.091577,2.18678,0.05,21,1.36,1.41,15.15,-1
1.37,17.43,1e-2,0.022567,2.2567,5,87.15,46.2035,0.091577,2.18678,0.1,-1,-1,-1,-1,-1
1.37,17.43,1e-2,0.022567,2.2567,5,87.15,46.2035,0.091577,2.18678,0.025,20,1.37,1.42,14.17,-1
10.83,32.90,1e6,1.77778e-06,1.77778,5,164.5,90.084,0.00997414,3.55386,0.05,20,1.41,1.47,22.92,1
10.83,32.90,1e6,1.77778e-06,1.77778,5,164.5,90.084,0.00997414,3.55386,0.075,16,1.43,1.48,17.53,1
10.83,32.90,1e6,1.77778e-06,1.77778,5,164.5,90.084,0.00997414,3.55386,0.025,23,1.41,1.47,18.02,0
10.83,32.90,1e6,1.77778e-06,1.77778,5,164.5,90.084,0.00997414,3.55386,0.1,16,1.44,1.5,14.89,1
6.72,38.57,1e2,0.0176406,1.76406,5,192.85,101.41,0.0130941,3.39387,0.05,23,1.41,1.47,7.932,0
6.72,38.57,1e2,0.0176406,1.76406,5,192.85,101.41,0.0130941,3.39387,0.075,18,1.43,1.48,6.42,1
6.72,38.57,1e2,0.0176406,1.76406,5,192.85,101.41,0.0130941,3.39387,0.1,16,1.44,1.5,5.667,1
6.72,38.57,1e2,0.0176406,1.76406,5,192.85,101.41,0.0130941,3.39387,0.025,24,1.4,1.46,8.555,0
1.00,52.98,1e6,1.77778e-06,1.77778,5,264.9,134.95,0.0370508,1.96295,0.075,15,1.4,1.45,11.34,1
1.00,52.98,1e6,1.77778e-06,1.77778,5,264.9,134.95,0.0370508,1.96295,0.05,17,1.36,1.41,12.53,1
1.00,52.98,1e6,1.77778e-06,1.77778,5,264.9,134.95,0.0370508,1.96295,0.025,15,1.39,1.44,10.45,1
1.00,52.98,1e6,1.77778e-06,1.77778,5,264.9,134.95,0.0370508,1.96295,0.1,15,1.46,1.52,10.91,1
2.59,12.69,1e-6,2.28571e-06,2.28571,5,63.45,34.8979,0.0813883,2.675,0.075,16,1.43,1.49,7.888,-1
2.59,12.69,1e-6,2.28571e-06,2.28571,5,63.45,34.8979,0.0813883,2.675,0.025,24,1.38,1.43,12.53,-1
2.59,12.69,1e-6,2.28571e-06,2.28571,5,63.45,34.8979,0.0813883,2.675,0.1,-1,-1,-1,-1,-1
2.59,12.69,1e-6,2.28571e-06,2.28571,5,63.45,34.8979,0.0813883,2.675,0.05,20,1.4,1.46,10.92,-1
1.00,1.17,1e4,0.000177764,1.77764,5,5.85,5.425,0.921659,1.07834,0.075,15,1.46,1.52,6.494,-1
1.00,1.17,1e4,0.000177764,1.77764,5,5.85,5.425,0.921659,1.07834,0.05,15,1.43,1.48,5.159,-1
1.00,1.17,1e4,0.000177764,1.77764,5,5.85,5.425,0.921659,1.07834,0.1,-1,-1,-1,-1,-1
1.00,1.17,1e4,0.000177764,1.77764,5,5.85,5.425,0.921659,1.07834,0.025,15,1.38,1.43,4.946,-1
1.89,12.69,1e2,0.0176406,1.76406,5,63.45,34.5651,0.101102,2.42483,0.075,-1,-1,-1,-1,-1
1.89,12.69,1e2,0.0176406,1.76406,5,63.45,34.5651,0.101102,2.42483,0.025,21,1.37,1.41,8.978,-1
1.89,12.69,1e2,0.0176406,1.76406,5,63.45,34.5651,0.101102,2.42483,0.05,19,1.4,1.45,8.059,-1
1.89,12.69,1e2,0.0176406,1.76406,5,63.45,34.5651,0.101102,2.42483,0.1,-1,-1,-1,-1,-1
1.89,23.95,1e6,1.77778e-06,1.77778,5,119.75,62.6928,0.0554743,2.51107,0.1,-1,-1,-1,-1,-1
1.89,23.95,1e6,1.77778e-06,1.77778,5,119.75,62.6928,0.0554743,2.51107,0.075,15,1.43,1.49,5.534,-1
1.89,23.95,1e6,1.77778e-06,1.77778,5,119.75,62.6928,0.0554743,2.51107,0.025,22,1.36,1.42,7.865,-1
1.89,23.95,1e6,1.77778e-06,1.77778,5,119.75,62.6928,0.0554743,2.51107,0.05,20,1.39,1.44,7.053,-1
1.17,12.69,1e2,0.0176406,1.76406,5,63.45,34.2834,0.134647,1.99914,0.025,16,1.39,1.44,11.56,-1
1.17,12.69,1e2,0.0176406,1.76406,5,63.45,34.2834,0.134647,1.99914,0.1,-1,-1,-1,-1,-1
1.17,12.69,1e2,0.0176406,1.76406,5,63.45,34.2834,0.134647,1.99914,0.05,17,1.36,1.41,13.81,-1
1.17,12.69,1e2,0.0176406,1.76406,5,63.45,34.2834,0.134647,1.99914,0.075,16,1.42,1.47,11.55,-1
4.89,38.57,1e-6,2.28571e-06,2.28571,5,192.85,100.484,0.0171624,3.23696,0.05,27,1.41,1.46,10.78,-1
4.89,38.57,1e-6,2.28571e-06,2.28571,5,192.85,100.484,0.0171624,3.23696,0.1,-1,-1,-1,-1,-1
4.89,38.57,1e-6,2.28571e-06,2.28571,5,192.85,100.484,0.0171624,3.23696,0.075,17,1.43,1.48,7.048,-1
4.89,38.57,1e-6,2.28571e-06,2.28571,5,192.85,100.484,0.0171624,3.23696,0.025,25,1.4,1.45,11.44,-1
1.37,85.32,1e-4,0.000228542,2.28542,5,426.6,215.927,0.0195524,2.28545,0.1,17,1.45,1.5,13.54,1
1.37,85.32,1e-4,0.000228542,2.28542,5,426.6,215.927,0.0195524,2.28545,0.05,22,1.36,1.41,17.53,0
1.37,85.32,1e-4,0.000228542,2.28542,5,426.6,215.927,0.0195524,2.28545,0.075,17,1.42,1.47,8.955,1
1.37,85.32,1e-4,0.000228542,2.28542,5,426.6,215.927,0.0195524,2.28545,0.025,20,1.37,1.42,14.54,1
9.24,17.43,1e-4,0.000228542,2.28542,5,87.15,51.6534,0.0211951,3.41353,0.025,26,1.41,1.46,19.86,1
9.24,17.43,1e-4,0.000228542,2.28542,5,87.15,51.6534,0.0211951,3.41353,0.075,24,1.43,1.49,28.02,1
9.24,17.43,1e-4,0.000228542,2.28542,5,87.15,51.6534,0.0211951,3.41353,0.1,23,1.44,1.5,19.78,1
9.24,17.43,1e-4,0.000228542,2.28542,5,87.15,51.6534,0.0211951,3.41353,0.05,25,1.41,1.47,28.03,1
20.43,32.90,1e0,1,1,5,164.5,99.3564,0.00550602,3.70086,0.1,18,1.44,1.5,9.894,1
20.43,32.90,1e0,1,1,5,164.5,99.3564,0.00550602,3.70086,0.075,18,1.43,1.48,12.29,1
