#LabelsStretch1,Stretch2,Sigma,Sigma_min_mean,Sigma_max_mean,ElEdge_min,ElEdge_max,ElEdge_mean,ElDetJ_min_mean,ElDetJ_max_mean,_DROP_TOL_,Iters,Op_Complex,Smoo_Complex,SolveTime,CostEst
4.18,38.57,1e2,0.0176406,1.76406,5,192.85,100.158,0.0195148,3.14623,0.1,15,1.45,1.5,5.844,1
62.10,100.00,1e0,1,1,5,500,298.776,0.000627638,3.89763,0.1,18,1.44,1.5,8.853,1
5.74,32.90,1e-6,2.28571e-06,2.28571,5,164.5,86.7975,0.0175065,3.30604,0.1,-1,-1,-1,-1,0
1.89,52.98,1e-2,0.022567,2.2567,5,264.9,135.256,0.0256407,2.56746,0.1,-1,-1,-1,-1,0
2.59,45.20,1e0,1,1,5,226,116.065,0.024117,2.82333,0.1,17,1.44,1.5,6.355,1
1.61,2.21,1e4,0.000177764,1.77764,5,11.05,8.43907,0.477435,1.69876,0.1,-1,-1,-1,-1,0
7.88,12.69,1e0,1,1,5,63.45,39.2988,0.0329036,3.29027,0.1,-1,-1,-1,-1,0
3.04,7.88,1e-6,2.28571e-06,2.28571,5,39.4,23.2905,0.111498,2.67095,0.1,-1,-1,-1,-1,0
1.00,23.95,1e0,1,1,5,119.75,62.375,0.0801603,1.91984,0.1,16,1.46,1.52,12.81,1
28.07,38.57,1e0,1,1,5,192.85,121.372,0.00347735,3.76479,0.1,-1,-1,-1,-1,0
4.89,9.24,1e-6,2.28571e-06,2.28571,5,46.2,28.1539,0.06632,2.99658,0.1,-1,-1,-1,-1,0
62.10,100.00,1e2,0.0176406,1.76406,5,500,298.776,0.000627638,3.89763,0.1,17,1.44,1.5,9.373,1
17.43,28.07,1e-6,2.28571e-06,2.28571,5,140.35,85.0019,0.00746603,3.65283,0.1,-1,-1,-1,-1,0
1.89,20.43,1e-6,2.28571e-06,2.28571,5,102.15,53.897,0.0645862,2.49385,0.1,-1,-1,-1,-1,0
10.83,32.90,1e2,0.0176406,1.76406,5,164.5,90.084,0.00997414,3.55386,0.1,-1,-1,-1,-1,0
23.95,85.32,1e-6,2.28571e-06,2.28571,5,426.6,227.68,0.00185728,3.7952,0.1,21,1.44,1.5,11.95,1
5.74,14.87,1e-2,0.022567,2.2567,5,74.35,42.3577,0.0373958,3.19188,0.1,-1,-1,-1,-1,0
2.21,32.90,1e-4,0.000228542,2.28542,5,164.5,85.1813,0.0367583,2.67266,0.1,18,1.44,1.5,9.317,1
9.24,32.90,1e4,0.000177764,1.77764,5,164.5,88.9362,0.0115229,3.5029,0.1,-1,-1,-1,-1,0
5.74,6.72,1e6,1.77778e-06,1.77778,5,33.6,23.5868,0.0768746,2.96527,0.1,-1,-1,-1,-1,0
2.59,5.74,1e2,0.0176406,1.76406,5,28.7,17.7429,0.165312,2.45763,0.1,-1,-1,-1,-1,0
2.59,23.95,1e2,0.0176406,1.76406,5,119.75,62.9749,0.0446576,2.77013,0.1,-1,-1,-1,-1,0
1.17,14.87,1e2,0.0176406,1.76406,5,74.35,39.7334,0.116151,2.02079,0.1,-1,-1,-1,-1,0
3.04,85.32,1e0,1,1,5,426.6,216.51,0.0114701,2.97503,0.1,-1,-1,-1,-1,0
3.56,10.83,1e6,1.77778e-06,1.77778,5,54.15,30.8794,0.0741499,2.85883,0.1,-1,-1,-1,-1,0
2.59,32.90,1e-6,2.28571e-06,2.28571,5,164.5,85.3291,0.0328674,2.80067,0.1,16,1.44,1.5,6.768,0
1.37,17.43,1e4,0.000177764,1.77764,5,87.15,46.2035,0.091577,2.18678,0.1,-1,-1,-1,-1,0
6.72,7.88,1e-4,0.000228542,2.28542,5,39.4,27.384,0.0583485,3.08976,0.1,-1,-1,-1,-1,0
5.74,100.00,1e-6,2.28571e-06,2.28571,5,500,254.221,0.00587596,3.3728,0.1,17,1.44,1.5,5.949,1
14.87,72.79,1e0,1,1,5,363.95,190.895,0.00341575,3.69716,0.1,18,1.44,1.5,9.058,1
45.20,100.00,1e-2,0.022567,2.2567,5,500,280.732,0.000857229,3.87467,0.1,17,1.44,1.5,6.16,1
1.61,100.00,1e2,0.0176406,1.76406,5,500,252.71,0.0151739,2.443,0.1,15,1.45,1.5,5.764,1
2.21,4.89,1e0,1,1,5,24.45,15.384,0.211563,2.28634,0.1,-1,-1,-1,-1,0
1.89,6.72,1e-4,0.000228542,2.28542,5,33.6,19.6887,0.179285,2.27707,0.1,-1,-1,-1,-1,0
4.18,14.87,1e6,1.77778e-06,1.77778,5,74.35,41.2265,0.0486579,3.02441,0.1,-1,-1,-1,-1,0
1.00,100.00,1e6,1.77778e-06,1.77778,5,500,252.5,0.019802,1.9802,0.1,15,1.46,1.52,7.86,1
2.59,32.90,1e0,1,1,5,164.5,85.3291,0.0328674,2.80067,0.1,-1,-1,-1,-1,0
1.89,3.04,1e-4,0.000228542,2.28542,5,15.2,10.6622,0.342595,1.96841,0.1,-1,-1,-1,-1,0
10.83,52.98,1e-6,2.28571e-06,2.28571,5,264.9,139.472,0.00626386,3.59404,0.1,19,1.44,1.5,16.35,1
1.89,14.87,1e-6,2.28571e-06,2.28571,5,74.35,40.0078,0.0872138,2.45108,0.1,-1,-1,-1,-1,0
23.95,100.00,1e-2,0.022567,2.2567,5,500,263.738,0.00158733,3.80166,0.1,17,1.44,1.5,7.17,1
4.89,12.69,1e6,1.77778e-06,1.77778,5,63.45,36.4023,0.0496068,3.07831,0.1,-1,-1,-1,-1,0
1.00,7.88,1e-6,2.28571e-06,2.28571,5,39.4,22.2,0.225225,1.77477,0.1,17,1.46,1.52,8.324,1
1.17,32.90,1e2,0.0176406,1.76406,5,164.5,84.8084,0.0543752,2.09306,0.1,15,1.46,1.51,11.56,1
1.17,23.95,1e0,1,1,5,119.75,62.4334,0.0738805,2.07024,0.1,-1,-1,-1,-1,0
14.87,100.00,1e-2,0.022567,2.2567,5,500,258.41,0.00249552,3.71084,0.1,17,1.44,1.5,15.42,1
4.89,14.87,1e-6,2.28571e-06,2.28571,5,74.35,41.7111,0.0427925,3.11163,0.1,-1,-1,-1,-1,0
1.89,52.98,1e2,0.0176406,1.76406,5,264.9,135.256,0.0256407,2.56746,0.1,-1,-1,-1,-1,0
1.89,62.10,1e2,0.0176406,1.76406,5,310.5,158.056,0.0219348,2.57446,0.1,15,1.44,1.5,7.103,1
2.21,52.98,1e6,1.77778e-06,1.77778,5,264.9,135.371,0.0230846,2.70288,0.1,-1,-1,-1,-1,0
4.18,14.87,1e0,1,1,5,74.35,41.2265,0.0486579,3.02441,0.1,-1,-1,-1,-1,0
2.59,28.07,1e-4,0.000228542,2.28542,5,140.35,73.2639,0.0383284,2.78652,0.1,-1,-1,-1,-1,0
5.74,10.83,1e-2,0.022567,2.2567,5,54.15,32.7203,0.0501667,3.11857,0.1,-1,-1,-1,-1,0
4.18,100.00,1e-4,0.000228542,2.28542,5,500,253.622,0.00764555,3.19584,0.1,19,1.44,1.5,7.721,1
2.21,3.04,1e-2,0.022567,2.2567,5,15.2,10.9962,0.308442,2.07224,0.1,-1,-1,-1,-1,0
20.43,38.57,1e-2,0.022567,2.2567,5,192.85,112.29,0.00471706,3.71698,0.1,17,1.44,1.5,8.243,1
1.37,72.79,1e0,1,1,5,363.95,184.602,0.0228725,2.2809,0.1,16,1.45,1.5,13.22,1
12.69,23.95,1e4,0.000177764,1.77764,5,119.75,70.3526,0.0117108,3.55921,0.1,-1,-1,-1,-1,0
3.56,14.87,1e-2,0.022567,2.2567,5,74.35,40.8445,0.0552737,2.92603,0.1,-1,-1,-1,-1,0
28.07,100.00,1e0,1,1,5,500,266.536,0.00136237,3.82416,0.1,18,1.44,1.5,8.541,1
1.00,100.00,1e4,0.000177764,1.77764,5,500,252.5,0.019802,1.9802,0.1,15,1.46,1.52,8.634,1
4.89,17.43,1e6,1.77778e-06,1.77778,5,87.15,47.9929,0.0368485,3.14069,0.1,-1,-1,-1,-1,0
1.00,2.21,1e-2,0.022567,2.2567,5,11.05,8.025,0.623053,1.37695,0.1,17,1.46,1.51,6.04,1
2.21,4.18,1e2,0.0176406,1.76406,5,20.9,13.6674,0.240561,2.22225,0.1,-1,-1,-1,-1,0
28.07,62.10,1e6,1.77778e-06,1.77778,5,310.5,174.976,0.00218065,3.80119,0.1,16,1.44,1.5,9.159,1
1.00,17.43,1e-6,2.28571e-06,2.28571,5,87.15,46.075,0.108519,1.89148,0.1,17,1.46,1.52,15.91,1
6.72,7.88,1e2,0.0176406,1.76406,5,39.4,27.384,0.0583485,3.08976,0.1,-1,-1,-1,-1,0
1.37,32.90,1e-4,0.000228542,2.28542,5,164.5,84.8772,0.0497865,2.24403,0.1,18,1.45,1.51,16.73,1
2.21,62.10,1e-2,0.022567,2.2567,5,310.5,158.168,0.0197481,2.71025,0.1,16,1.44,1.5,6.939,1
1.61,100.00,1e6,1.77778e-06,1.77778,5,500,252.71,0.0151739,2.443,0.1,15,1.45,1.5,6.22,1
1.17,62.10,1e2,0.0176406,1.76406,5,310.5,157.808,0.0292126,2.1225,0.1,-1,-1,-1,-1,0
5.74,9.24,1e-4,0.000228542,2.28542,5,46.2,29.0518,0.0579562,3.07386,0.1,-1,-1,-1,-1,0
23.95,38.57,1e-2,0.022567,2.2567,5,192.85,116.206,0.00405157,3.74264,0.1,17,1.44,1.5,12.56,1
2.59,20.43,1e2,0.0176406,1.76406,5,102.15,54.1887,0.0519928,2.75113,0.1,-1,-1,-1,-1,0
1.61,6.72,1e6,1.77778e-06,1.77778,5,33.6,19.5458,0.198519,2.14782,0.1,-1,-1,-1,-1,0
2.59,12.69,1e-4,0.000228542,2.28542,5,63.45,34.8979,0.0813883,2.675,0.1,-1,-1,-1,-1,0
3.56,9.24,1e2,0.0176406,1.76406,5,46.2,26.9937,0.0856634,2.81785,0.1,-1,-1,-1,-1,0
23.95,85.32,1e6,1.77778e-06,1.77778,5,426.6,227.68,0.00185728,3.7952,0.1,16,1.44,1.5,7.59,1
1.89,72.79,1e-4,0.000228542,2.28542,5,363.95,184.781,0.0187571,2.58047,0.1,18,1.44,1.5,7.31,1
1.89,4.89,1e2,0.0176406,1.76406,5,24.45,15.1589,0.234989,2.17179,0.1,-1,-1,-1,-1,0
2.21,3.04,1e2,0.0176406,1.76406,5,15.2,10.9962,0.308442,2.07224,0.1,-1,-1,-1,-1,0
3.04,4.89,1e-4,0.000228542,2.28542,5,24.45,16.1385,0.168098,2.49888,0.1,-1,-1,-1,-1,0
3.04,9.24,1e-2,0.022567,2.2567,5,46.2,26.6212,0.0966894,2.71597,0.1,-1,-1,-1,-1,0
20.43,38.57,1e0,1,1,5,192.85,112.29,0.00471706,3.71698,0.1,18,1.44,1.5,6.391,1
2.59,10.83,1e6,1.77778e-06,1.77778,5,54.15,30.2764,0.0941848,2.64186,0.1,-1,-1,-1,-1,0
1.17,1.37,1e0,1,1,5,6.85,6.03512,0.777771,1.24669,0.1,-1,-1,-1,-1,0
7.88,52.98,1e-6,2.28571e-06,2.28571,5,264.9,137.845,0.00834477,3.48379,0.1,18,1.44,1.5,7.585,1
1.17,3.04,1e-6,2.28571e-06,2.28571,5,15.2,10.1658,0.456267,1.62285,0.1,-1,-1,-1,-1,0
17.43,62.10,1e-6,2.28571e-06,2.28571,5,310.5,166.218,0.00343958,3.72301,0.1,20,1.44,1.5,8.906,1
2.59,6.72,1e6,1.77778e-06,1.77778,5,33.6,20.1295,0.144327,2.51199,0.1,-1,-1,-1,-1,0
4.18,23.95,1e-4,0.000228542,2.28542,5,119.75,63.7265,0.0309499,3.09843,0.1,19,1.45,1.5,9.913,1
1.00,1.61,1e-2,0.022567,2.2567,5,8.05,6.525,0.766284,1.23372,0.1,17,1.46,1.52,5.695,1
2.21,6.72,1e6,1.77778e-06,1.77778,5,33.6,19.8755,0.161413,2.39717,0.1,-1,-1,-1,-1,0
9.24,62.10,1e2,0.0176406,1.76406,5,310.5,161.231,0.00619057,3.55217,0.1,16,1.44,1.5,11.08,1
1.37,23.95,1e-4,0.000228542,2.28542,5,119.75,62.5022,0.0676458,2.21956,0.1,-1,-1,-1,-1,0
32.90,45.20,1e6,1.77778e-06,1.77778,5,226,141.979,0.00255398,3.79798,0.1,17,1.44,1.5,8.252,1
3.56,100.00,1e-2,0.022567,2.2567,5,500,253.394,0.00868508,3.09189,0.1,16,1.44,1.5,8.474,1
1.00,3.04,1e0,1,1,5,15.2,10.1,0.49505,1.50495,0.1,16,1.46,1.52,7.924,1
5.74,17.43,1e-6,2.28571e-06,2.28571,5,87.15,48.5822,0.0322014,3.22169,0.1,-1,-1,-1,-1,0
5.74,45.20,1e2,0.0176406,1.76406,5,226,117.412,0.0128457,3.33279,0.1,-1,-1,-1,-1,0
1.17,9.24,1e2,0.0176406,1.76406,5,46.2,25.6588,0.180012,1.94607,0.1,-1,-1,-1,-1,0
4.18,72.79,1e2,0.0176406,1.76406,5,363.95,185.622,0.0104648,3.18406,0.1,15,1.45,1.5,5.987,1
3.04,14.87,1e2,0.0176406,1.76406,5,74.35,40.5541,0.0623881,2.82024,0.1,-1,-1,-1,-1,0
20.43,62.10,1e-4,0.000228542,2.28542,5,310.5,168.426,0.00295807,3.75291,0.1,22,1.44,1.5,11.75,1
9.24,85.32,1e2,0.0176406,1.76406,5,426.6,219.07,0.00452531,3.56756,0.1,16,1.44,1.5,16.56,1
2.59,3.56,1e6,1.77778e-06,1.77778,5,17.8,12.6086,0.244343,2.25294,0.1,-1,-1,-1,-1,0
1.00,85.32,1e-2,0.022567,2.2567,5,426.6,215.8,0.0231696,1.97683,0.1,16,1.46,1.52,15.03,1
3.56,20.43,1e-2,0.022567,2.2567,5,102.15,54.651,0.0409329,2.97709,0.1,-1,-1,-1,-1,0
1.89,52.98,1e6,1.77778e-06,1.77778,5,264.9,135.256,0.0256407,2.56746,0.1,-1,-1,-1,-1,0
1.37,5.74,1e4,0.000177764,1.77764,5,28.7,16.9919,0.25041,1.96917,0.1,-1,-1,-1,-1,0
1.00,10.83,1e6,1.77778e-06,1.77778,5,54.15,29.575,0.169062,1.83094,0.1,15,1.46,1.52,15.21,1
4.18,38.57,1e-4,0.000228542,2.28542,5,192.85,100.158,0.0195148,3.14623,0.1,-1,-1,-1,-1,0
2.59,32.90,1e4,0.000177764,1.77764,5,164.5,85.3291,0.0328674,2.80067,0.1,-1,-1,-1,-1,0
1.89,38.57,1e-6,2.28571e-06,2.28571,5,192.85,99.2347,0.0349781,2.54981,0.1,-1,-1,-1,-1,0
4.18,85.32,1e4,0.000177764,1.77764,5,426.6,216.933,0.00894579,3.19041,0.1,16,1.45,1.5,6.62,1
14.87,62.10,1e0,1,1,5,310.5,164.495,0.00399442,3.68856,0.1,-1,-1,-1,-1,0
3.56,45.20,1e6,1.77778e-06,1.77778,5,226,116.447,0.0189869,3.05521,0.1,15,1.45,1.5,8.363,1
1.00,4.18,1e-2,0.022567,2.2567,5,20.9,12.95,0.3861,1.6139,0.1,17,1.46,1.52,6.426,1
10.83,38.57,1e4,0.000177764,1.77764,5,192.85,103.942,0.00854494,3.56933,0.1,-1,-1,-1,-1,0
1.00,1.17,1e-6,2.28571e-06,2.28571,5,5.85,5.425,0.921659,1.07834,0.1,-1,-1,-1,-1,0
1.61,32.90,1e-4,0.000228542,2.28542,5,164.5,84.9604,0.0452085,2.39465,0.1,-1,-1,-1,-1,0
4.18,62.10,1e-2,0.022567,2.2567,5,310.5,158.913,0.0122377,3.17665,0.1,17,1.45,1.5,6.654,1
3.56,45.20,1e0,1,1,5,226,116.447,0.0189869,3.05521,0.1,18,1.45,1.5,8.833,1
3.56,32.90,1e4,0.000177764,1.77764,5,164.5,85.7354,0.0258759,3.03069,0.1,-1,-1,-1,-1,0
1.89,23.95,1e-6,2.28571e-06,2.28571,5,119.75,62.6928,0.0554743,2.51107,0.1,-1,-1,-1,-1,0
52.98,85.32,1e-2,0.022567,2.2567,5,426.6,255.143,0.000858451,3.88042,0.1,18,1.44,1.5,7.258,1
3.56,7.88,1e2,0.0176406,1.76406,5,39.4,23.7028,0.098783,2.77114,0.1,-1,-1,-1,-1,0
1.89,7.88,1e-2,0.022567,2.2567,5,39.4,22.5726,0.155865,2.32133,0.1,-1,-1,-1,-1,0
1.37,12.69,1e4,0.000177764,1.77764,5,63.45,34.3554,0.123284,2.14334,0.1,-1,-1,-1,-1,0
2.21,28.07,1e-6,2.28571e-06,2.28571,5,140.35,73.1119,0.0428657,2.65916,0.1,-1,-1,-1,-1,0
1.00,1.61,1e2,0.0176406,1.76406,5,8.05,6.525,0.766284,1.23372,0.1,-1,-1,-1,-1,0
10.83,45.20,1e6,1.77778e-06,1.77778,5,226,120.249,0.00731869,3.58262,0.1,16,1.44,1.5,18.28,1
2.59,7.88,1e-6,2.28571e-06,2.28571,5,39.4,22.9778,0.125474,2.56082,0.1,-1,-1,-1,-1,0
20.43,28.07,1e-4,0.000228542,2.28542,5,140.35,88.7497,0.00642085,3.68217,0.1,-1,-1,-1,-1,0
1.89,17.43,1e-4,0.000228542,2.28542,5,87.15,46.4018,0.0750995,2.47398,0.1,-1,-1,-1,-1,0
5.74,6.72,1e-4,0.000228542,2.28542,5,33.6,23.5868,0.0768746,2.96527,0.1,-1,-1,-1,-1,0
4.89,62.10,1e-6,2.28571e-06,2.28571,5,310.5,159.203,0.0107626,3.26825,0.1,17,1.44,1.5,6.054,1
2.21,2.59,1e2,0.0176406,1.76406,5,12.95,10.0124,0.347105,1.98679,0.1,-1,-1,-1,-1,0
1.17,2.59,1e4,0.000177764,1.77764,5,12.95,9.04355,0.513459,1.55593,0.1,-1,-1,-1,-1,0
72.79,100.00,1e-2,0.022567,2.2567,5,500,312.261,0.000536712,3.90672,0.1,18,1.44,1.5,9.395,1
1.89,45.20,1e-6,2.28571e-06,2.28571,5,226,115.808,0.0299585,2.5593,0.1,-1,-1,-1,-1,0
20.43,28.07,1e-6,2.28571e-06,2.28571,5,140.35,88.7497,0.00642085,3.68217,0.1,20,1.44,1.5,7.486,1
1.00,7.88,1e-2,0.022567,2.2567,5,39.4,22.2,0.225225,1.77477,0.1,17,1.46,1.52,10.26,1
6.72,52.98,1e-2,0.022567,2.2567,5,264.9,137.269,0.00959864,3.41736,0.1,17,1.44,1.5,6.592,1
2.21,14.87,1e-6,2.28571e-06,2.28571,5,74.35,40.1464,0.0785196,2.58037,0.1,-1,-1,-1,-1,0
6.72,45.20,1e-4,0.000228542,2.28542,5,226,117.895,0.011215,3.4065,0.1,21,1.44,1.5,7.414,1
7.88,17.43,1e0,1,1,5,87.15,50.337,0.0244412,3.35695,0.1,-1,-1,-1,-1,0
3.04,62.10,1e2,0.0176406,1.76406,5,310.5,158.471,0.015691,2.9622,0.1,15,1.44,1.5,7.432,1
1.00,20.43,1e-4,0.000228542,2.28542,5,102.15,53.575,0.0933271,1.90667,0.1,17,1.46,1.52,8.489,1
1.89,2.21,1e2,0.0176406,1.76406,5,11.05,8.7723,0.431179,1.80099,0.1,-1,-1,-1,-1,0
1.37,2.21,1e4,0.000177764,1.77764,5,11.05,8.22516,0.525783,1.59191,0.1,-1,-1,-1,-1,0
2.59,85.32,1e2,0.0176406,1.76406,5,426.6,216.348,0.0129079,2.85236,0.1,15,1.44,1.5,5.98,1
6.72,28.07,1e4,0.000177764,1.77764,5,140.35,75.3945,0.0178237,3.36209,0.1,16,1.44,1.5,6.934,1
7.88,52.98,1e-4,0.000228542,2.28542,5,264.9,137.845,0.00834477,3.48379,0.1,21,1.44,1.5,14.91,1
1.89,28.07,1e4,0.000177764,1.77764,5,140.35,72.9893,0.0476121,2.52593,0.1,-1,-1,-1,-1,0
10.83,38.57,1e-6,2.28571e-06,2.28571,5,192.85,103.942,0.00854494,3.56933,0.1,-1,-1,-1,-1,0
4.89,28.07,1e2,0.0176406,1.76406,5,140.35,74.3423,0.0233614,3.20665,0.1,-1,-1,-1,-1,0
2.59,52.98,1e4,0.000177764,1.77764,5,264.9,135.51,0.0206411,2.83233,0.1,-1,-1,-1,-1,0
1.17,3.56,1e6,1.77778e-06,1.77778,5,17.8,11.4638,0.404236,1.68373,0.1,-1,-1,-1,-1,0
1.89,17.43,1e4,0.000177764,1.77764,5,87.15,46.4018,0.0750995,2.47398,0.1,-1,-1,-1,-1,0
1.89,32.90,1e4,0.000177764,1.77764,5,164.5,85.062,0.0408284,2.53875,0.1,-1,-1,-1,-1,0
1.89,4.18,1e-4,0.000228542,2.28542,5,20.9,13.4155,0.267197,2.11091,0.1,-1,-1,-1,-1,0
38.57,72.79,1e2,0.0176406,1.76406,5,363.95,210.479,0.00136992,3.84608,0.1,16,1.44,1.5,7.47,1
1.37,3.04,1e-6,2.28571e-06,2.28571,5,15.2,10.2682,0.417763,1.7399,0.1,-1,-1,-1,-1,0
5.74,62.10,1e-2,0.022567,2.2567,5,310.5,159.566,0.00940526,3.35254,0.1,17,1.44,1.5,5.869,1
1.17,32.90,1e-2,0.022567,2.2567,5,164.5,84.8084,0.0543752,2.09306,0.1,-1,-1,-1,-1,0
32.90,62.10,1e4,0.000177764,1.77764,5,310.5,179.802,0.00186995,3.82048,0.1,16,1.45,1.5,8.135,1
4.89,5.74,1e-4,0.000228542,2.28542,5,28.7,20.3465,0.100759,2.82817,0.1,-1,-1,-1,-1,0
1.17,4.89,1e6,1.77778e-06,1.77778,5,24.45,14.7863,0.312957,1.79052,0.1,-1,-1,-1,-1,0
10.83,72.79,1e2,0.0176406,1.76406,5,363.95,188.641,0.00458224,3.61225,0.1,16,1.44,1.5,10.46,1
1.00,1.89,1e-2,0.022567,2.2567,5,9.45,7.225,0.692042,1.30796,0.1,17,1.46,1.51,5.931,1
3.56,45.20,1e2,0.0176406,1.76406,5,226,116.447,0.0189869,3.05521,0.1,-1,-1,-1,-1,0
4.18,52.98,1e2,0.0176406,1.76406,5,264.9,136.133,0.0143053,3.168,0.1,15,1.45,1.5,7.946,1
2.59,38.57,1e4,0.000177764,1.77764,5,192.85,99.4966,0.0281579,2.81287,0.1,-1,-1,-1,-1,0
1.00,14.87,1e-6,2.28571e-06,2.28571,5,74.35,39.675,0.126024,1.87398,0.1,17,1.46,1.52,19.16,1
2.59,28.07,1e4,0.000177764,1.77764,5,140.35,73.2639,0.0383284,2.78652,0.1,-1,-1,-1,-1,0
20.43,52.98,1e6,1.77778e-06,1.77778,5,264.9,146.379,0.00345784,3.7427,0.1,16,1.44,1.5,6.436,1
3.04,20.43,1e6,1.77778e-06,1.77778,5,102.15,54.3948,0.0462015,2.86945,0.1,-1,-1,-1,-1,0
1.89,14.87,1e-2,0.022567,2.2567,5,74.35,40.0078,0.0872138,2.45108,0.1,-1,-1,-1,-1,0
17.43,23.95,1e0,1,1,5,119.75,75.9464,0.0086989,3.63134,0.1,18,1.44,1.5,19.55,1
1.00,38.57,1e-2,0.022567,2.2567,5,192.85,98.925,0.0505433,1.94946,0.1,16,1.46,1.52,14.86,1
1.00,2.21,1e2,0.0176406,1.76406,5,11.05,8.025,0.623053,1.37695,0.1,15,1.46,1.51,5.217,1
14.87,23.95,1e0,1,1,5,119.75,72.7564,0.0101021,3.59773,0.1,-1,-1,-1,-1,0
2.21,10.83,1e-2,0.022567,2.2567,5,54.15,30.0764,0.105334,2.52111,0.1,-1,-1,-1,-1,0
1.17,20.43,1e-2,0.022567,2.2567,5,102.15,53.6334,0.0860158,2.05604,0.1,-1,-1,-1,-1,0
3.56,62.10,1e4,0.000177764,1.77764,5,310.5,158.67,0.0139016,3.07332,0.1,15,1.45,1.5,6.129,1
3.56,10.83,1e-6,2.28571e-06,2.28571,5,54.15,30.8794,0.0741499,2.85883,0.1,-1,-1,-1,-1,0
1.00,38.57,1e-6,2.28571e-06,2.28571,5,192.85,98.925,0.0505433,1.94946,0.1,16,1.46,1.52,18.53,1
