#LabelsStretch1,Stretch2,Sigma,Sigma_min_mean,Sigma_max_mean,ElEdge_min,ElEdge_max,ElEdge_mean,ElDetJ_min_mean,ElDetJ_max_mean,_DROP_TOL_,Iters,Op_Complex,Smoo_Complex,SolveTime,CostEst
4.89,72.79,1e2,0.0176406,1.76406,5,363.95,185.903,0.00920338,3.27588,0.005,66,1.26,1.3,26.75,-0.0066
1.17,20.43,1e-2,0.022567,2.2567,5,102.15,53.6334,0.0860158,2.05604,0.001,67,1.09,1.14,69.22,-0.0070
10.83,45.20,1e4,0.000177764,1.77764,5,226,120.249,0.00731869,3.58262,0.005,63,1.31,1.36,47.72, 0.2669
10.83,45.20,1e-4,0.000228542,2.28542,5,226,120.249,0.00731869,3.58262,0.025,26,1.41,1.47,16.15, 0.8564
2.21,45.20,1e-4,0.000228542,2.28542,5,226,115.924,0.026972,2.69429,0.01,58,1.26,1.3,26.77,-0.0075
7.88,52.98,1e2,0.0176406,1.76406,5,264.9,137.845,0.00834477,3.48379,0.05,20,1.41,1.47,14.82, 0.8097
3.56,10.83,1e-2,0.022567,2.2567,5,54.15,30.8794,0.0741499,2.85883,0.1,-1,-1,-1,-1, 1.0000
14.87,52.98,1e-6,2.28571e-06,2.28571,5,264.9,142.079,0.00466928,3.67852,0.025,24,1.42,1.47,19.56, 0.8367
1.89,52.98,1e-6,2.28571e-06,2.28571,5,264.9,135.256,0.0256407,2.56746,0.1,-1,-1,-1,-1, 1.0000
6.72,85.32,1e-6,2.28571e-06,2.28571,5,426.6,217.952,0.00600249,3.44153,0.05,23,1.41,1.46,11.1, 0.7451
2.59,23.95,1e0,1,1,5,119.75,62.9749,0.0446576,2.77013,0.001,104,1.1,1.14,54.75,-0.0045
1.61,14.87,1e-2,0.022567,2.2567,5,74.35,39.895,0.0965701,2.31196,0.01,56,1.2,1.25,25.37,-0.0079
1.89,52.98,1e6,1.77778e-06,1.77778,5,264.9,135.256,0.0256407,2.56746,0.01,52,1.24,1.29,24.22,-0.0084
6.72,38.57,1e2,0.0176406,1.76406,5,192.85,101.41,0.0130941,3.39387,0.05,23,1.41,1.47,7.932, 0.7041
5.74,32.90,1e-4,0.000228542,2.28542,5,164.5,86.7975,0.0175065,3.30604,0,155,1.03,1.07,87.85, 0.1552
5.74,38.57,1e-6,2.28571e-06,2.28571,5,192.85,100.899,0.014998,3.32044,0.01,53,1.31,1.36,21.67,-0.0080
9.24,23.95,1e6,1.77778e-06,1.77778,5,119.75,67.1376,0.0156563,3.46471,0.075,16,1.43,1.48,9.866,-0.0252
1.37,9.24,1e-6,2.28571e-06,2.28571,5,46.2,25.7336,0.164821,2.08643,0.1,-1,-1,-1,-1, 1.0000
1.17,3.04,1e0,1,1,5,15.2,10.1658,0.456267,1.62285,0.025,15,1.38,1.43,7.63,-0.0274
3.04,6.72,1e0,1,1,5,33.6,20.4756,0.128251,2.62002,0.075,17,1.44,1.5,6.618,-0.0235
1.00,72.79,1e4,0.000177764,1.77764,5,363.95,184.475,0.0271039,1.9729,0.05,17,1.36,1.41,14.86, 0.8933
12.69,23.95,1e0,1,1,5,119.75,70.3526,0.0117108,3.55921,0.01,47,1.33,1.39,37.75,-0.0089
1.61,52.98,1e2,0.0176406,1.76406,5,264.9,135.16,0.0283914,2.42172,0.1,-1,-1,-1,-1, 1.0000
1.89,6.72,1e-6,2.28571e-06,2.28571,5,33.6,19.6887,0.179285,2.27707,0.005,68,1.11,1.15,33.13,-0.0068
3.04,72.79,1e-6,2.28571e-06,2.28571,5,363.95,185.191,0.0134178,2.96911,0.025,24,1.39,1.44,12.2,-0.0171
4.18,9.24,1e-6,2.28571e-06,2.28571,5,46.2,27.4974,0.0754102,2.91258,0.1,-1,-1,-1,-1, 1.0000
23.95,45.20,1e2,0.0176406,1.76406,5,226,131.32,0.00347014,3.75657,0.001,102,1.29,1.33,53.53, 0.1683
1.37,32.90,1e2,0.0176406,1.76406,5,164.5,84.8772,0.0497865,2.24403,0.005,59,1.11,1.15,50.57,-0.0079
3.04,9.24,1e6,1.77778e-06,1.77778,5,46.2,26.6212,0.0966894,2.71597,0.005,69,1.21,1.26,31.6,-0.0064
32.90,45.20,1e4,0.000177764,1.77764,5,226,141.979,0.00255398,3.79798,0.05,23,1.42,1.47,12.5, 0.7421
3.56,17.43,1e-6,2.28571e-06,2.28571,5,87.15,47.1936,0.0475959,2.95337,0.001,114,1.09,1.14,62.49,-0.0041
2.59,28.07,1e-4,0.000228542,2.28542,5,140.35,73.2639,0.0383284,2.78652,0.001,102,1.1,1.14,52.97,-0.0046
1.00,32.90,1e6,1.77778e-06,1.77778,5,164.5,84.75,0.0589971,1.941,0.005,45,1.1,1.15,41.35, 0.3783
4.18,100.00,1e2,0.0176406,1.76406,5,500,253.622,0.00764555,3.19584,0.1,15,1.44,1.5,6.723, 1.0000
4.18,32.90,1e-4,0.000228542,2.28542,5,164.5,86.0162,0.0227788,3.13258,0.005,71,1.25,1.3,30.67,-0.0061
1.00,2.21,1e-2,0.022567,2.2567,5,11.05,8.025,0.623053,1.37695,0.025,15,1.39,1.44,5.037, 1.0000
2.59,28.07,1e-6,2.28571e-06,2.28571,5,140.35,73.2639,0.0383284,2.78652,0.001,102,1.1,1.14,52.23,-0.0046
1.37,38.57,1e-6,2.28571e-06,2.28571,5,192.85,99.0522,0.0426526,2.2538,0.001,67,1.1,1.14,45.04, 0.2595
1.61,5.74,1e-2,0.022567,2.2567,5,28.7,17.1051,0.227384,2.10134,0,92,1.03,1.07,51.36,-0.0053
4.89,100.00,1e0,1,1,5,500,253.89,0.00672393,3.288,0.001,134,1.15,1.19,92.07, 0.1521
2.59,52.98,1e-6,2.28571e-06,2.28571,5,264.9,135.51,0.0206411,2.83233,0.01,57,1.26,1.31,24.97,-0.0076
5.74,20.43,1e-2,0.022567,2.2567,5,102.15,55.9359,0.0276935,3.24757,0.025,26,1.4,1.46,9.198,-0.0156
6.72,45.20,1e-4,0.000228542,2.28542,5,226,117.895,0.011215,3.4065,0.01,62,1.32,1.37,25.09, 0.3544
23.95,38.57,1e2,0.0176406,1.76406,5,192.85,116.206,0.00405157,3.74264,0.1,16,1.44,1.5,7.386, 1.0000
4.18,14.87,1e-6,2.28571e-06,2.28571,5,74.35,41.2265,0.0486579,3.02441,0.025,24,1.4,1.45,8.746,-0.0170
1.89,23.95,1e-6,2.28571e-06,2.28571,5,119.75,62.6928,0.0554743,2.51107,0.025,24,1.36,1.42,8.643,-0.0172
2.21,6.72,1e6,1.77778e-06,1.77778,5,33.6,19.8755,0.161413,2.39717,0.001,75,1.07,1.11,31.82,-0.0063
4.89,62.10,1e-6,2.28571e-06,2.28571,5,310.5,159.203,0.0107626,3.26825,0.001,105,1.15,1.19,61.85, 0.1833
17.43,45.20,1e2,0.0176406,1.76406,5,226,125.141,0.00469778,3.70108,0.1,16,1.44,1.5,16.48, 1.0000
1.00,2.21,1e-6,2.28571e-06,2.28571,5,11.05,8.025,0.623053,1.37695,0.075,15,1.48,1.53,5.118, 0.9644
45.20,100.00,1e0,1,1,5,500,280.732,0.000857229,3.87467,0.075,18,1.43,1.48,9.164, 1.0000
1.17,7.88,1e-2,0.022567,2.2567,5,39.4,22.2593,0.207581,1.91381,0.075,17,1.43,1.48,14.93,-0.0237
1.61,4.89,1e-2,0.022567,2.2567,5,24.45,14.992,0.260198,2.04851,0.1,-1,-1,-1,-1, 1.0000
1.17,17.43,1e6,1.77778e-06,1.77778,5,87.15,46.1334,0.100017,2.03966,0.075,15,1.41,1.46,11.37, 0.9919
1.17,9.24,1e-4,0.000228542,2.28542,5,46.2,25.6588,0.180012,1.94607,0.025,16,1.39,1.44,12.8,-0.0256
2.21,17.43,1e-4,0.000228542,2.28542,5,87.15,46.5353,0.0676129,2.60447,0.005,70,1.16,1.21,32.17,-0.0065
14.87,85.32,1e2,0.0176406,1.76406,5,426.6,221.944,0.00291992,3.70453,0.01,59,1.34,1.39,73.71, 0.2837
14.87,32.90,1e0,1,1,5,164.5,93.4968,0.00743504,3.63739,0.025,21,1.42,1.47,23.92, 0.8606
1.17,9.24,1e-4,0.000228542,2.28542,5,46.2,25.6588,0.180012,1.94607,0.01,55,1.12,1.16,62.34,-0.0084
6.72,20.43,1e-6,2.28571e-06,2.28571,5,102.15,56.6243,0.024178,3.31939,0.075,20,1.43,1.49,6.895,-0.0201
1.37,1.89,1e-6,2.28571e-06,2.28571,5,9.45,7.45343,0.584001,1.51215,0.025,15,1.36,1.41,15.67,-0.0277
4.18,52.98,1e-6,2.28571e-06,2.28571,5,264.9,136.133,0.0143053,3.168,0.001,132,1.11,1.15,80.73, 0.1409
1.89,100.00,1e-6,2.28571e-06,2.28571,5,500,252.806,0.0137038,2.59002,0.005,85,1.11,1.15,38.65, 0.2171
62.10,72.79,1e4,0.000177764,1.77764,5,363.95,240.687,0.000859079,3.88326,0.025,22,1.42,1.48,10.32, 0.7790
1.00,10.83,1e-2,0.022567,2.2567,5,54.15,29.575,0.169062,1.83094,0.005,55,1.1,1.14,22.71, 0.3317
1.00,14.87,1e-2,0.022567,2.2567,5,74.35,39.675,0.126024,1.87398,0.025,16,1.39,1.44,10.31, 1.0000
6.72,14.87,1e-2,0.022567,2.2567,5,74.35,43.1932,0.0326487,3.26247,0.025,25,1.4,1.46,9.62,-0.0163
9.24,32.90,1e-6,2.28571e-06,2.28571,5,164.5,88.9362,0.0115229,3.5029,0.025,25,1.41,1.47,18.08, 0.7631
3.56,23.95,1e0,1,1,5,119.75,63.4154,0.035158,2.99764,0.05,22,1.4,1.46,10.45,-0.0185
1.61,17.43,1e-4,0.000228542,2.28542,5,87.15,46.2921,0.0831561,2.33355,0.005,74,1.11,1.15,37.05,-0.0063
3.56,72.79,1e0,1,1,5,363.95,185.383,0.0118877,3.08049,0.05,23,1.4,1.45,8.727,-0.0177
1.37,9.24,1e0,1,1,5,46.2,25.7336,0.164821,2.08643,0.01,59,1.15,1.2,68.76,-0.0077
38.57,85.32,1e4,0.000177764,1.77764,5,426.6,239.774,0.00117107,3.85375,0.005,55,1.34,1.39,27.66, 0.3043
6.72,7.88,1e-6,2.28571e-06,2.28571,5,39.4,27.384,0.0583485,3.08976,0.075,-1,-1,-1,-1, 1.0000
2.21,62.10,1e4,0.000177764,1.77764,5,310.5,158.168,0.0197481,2.71025,0.025,23,1.36,1.42,11.25,-0.0180
2.59,62.10,1e-4,0.000228542,2.28542,5,310.5,158.306,0.0176578,2.84006,0.01,57,1.26,1.31,28.43,-0.0076
1.37,52.98,1e-2,0.022567,2.2567,5,264.9,135.077,0.0312665,2.2694,0.01,61,1.14,1.19,71.01, 0.2818
9.24,32.90,1e-4,0.000228542,2.28542,5,164.5,88.9362,0.0115229,3.5029,0,175,1.03,1.07,180.3, 0.1506
3.04,52.98,1e2,0.0176406,1.76406,5,264.9,135.679,0.018342,2.95414,0.05,21,1.4,1.45,7.509,-0.0194
3.04,52.98,1e6,1.77778e-06,1.77778,5,264.9,135.679,0.018342,2.95414,0.005,67,1.22,1.27,31.77, 0.2446
12.69,38.57,1e-6,2.28571e-06,2.28571,5,192.85,105.293,0.00738398,3.61411,0.1,19,1.44,1.5,17.09, 0.9920
3.04,4.89,1e6,1.77778e-06,1.77778,5,24.45,16.1385,0.168098,2.49888,0.075,-1,-1,-1,-1, 1.0000
1.00,1.17,1e-2,0.022567,2.2567,5,5.85,5.425,0.921659,1.07834,0,40,1.03,1.07,12.53,-0.0121
1.89,3.04,1e4,0.000177764,1.77764,5,15.2,10.6622,0.342595,1.96841,0.005,51,1.1,1.14,24.9,-0.0092
2.59,100.00,1e2,0.0176406,1.76406,5,500,253.047,0.0110317,2.85722,0.001,94,1.1,1.15,46.34, 0.1856
1.17,5.74,1e-6,2.28571e-06,2.28571,5,28.7,16.9104,0.273489,1.8367,0.005,50,1.1,1.14,39.6,-0.0093
20.43,85.32,1e0,1,1,5,426.6,225.295,0.00216235,3.76917,0.01,48,1.35,1.4,30.41, 0.3875
5.74,85.32,1e-4,0.000228542,2.28542,5,426.6,217.547,0.00687525,3.36706,0.075,19,1.43,1.48,6.671, 1.0000
1.61,6.72,1e2,0.0176406,1.76406,5,33.6,19.5458,0.198519,2.14782,0.025,18,1.37,1.42,7.131,-0.0230
1.61,2.59,1e4,0.000177764,1.77764,5,12.95,9.33801,0.426899,1.78013,0.025,16,1.36,1.41,7.249,-0.0259
2.21,52.98,1e-6,2.28571e-06,2.28571,5,264.9,135.371,0.0230846,2.70288,0.001,94,1.1,1.14,49.49, 0.1973
5.74,7.88,1e6,1.77778e-06,1.77778,5,39.4,26.0265,0.0668324,3.02291,0.001,91,1.13,1.18,44.21,-0.0050
2.59,52.98,1e-6,2.28571e-06,2.28571,5,264.9,135.51,0.0206411,2.83233,0.075,16,1.42,1.48,6.636,-0.0252
23.95,28.07,1e-2,0.022567,2.2567,5,140.35,93.736,0.00551499,3.7076,0.005,69,1.33,1.38,47.62,-0.0061
12.69,20.43,1e4,0.000177764,1.77764,5,102.15,62.3027,0.0136343,3.5348,0.075,16,1.43,1.49,11.8,-0.0251
1.61,100.00,1e-6,2.28571e-06,2.28571,5,500,252.71,0.0151739,2.443,0.005,75,1.11,1.15,37.41, 0.2307
4.89,9.24,1e-6,2.28571e-06,2.28571,5,46.2,28.1539,0.06632,2.99658,0,112,1.03,1.07,59.06,-0.0043
2.21,12.69,1e0,1,1,5,63.45,34.7099,0.0910231,2.55273,0.05,20,1.4,1.45,6.682,-0.0204
5.74,20.43,1e-6,2.28571e-06,2.28571,5,102.15,55.9359,0.0276935,3.24757,0.025,26,1.4,1.46,8.939,-0.0156
4.89,7.88,1e2,0.0176406,1.76406,5,39.4,25.0063,0.0764772,2.94691,0.1,-1,-1,-1,-1, 1.0000
4.89,45.20,1e6,1.77778e-06,1.77778,5,226,117.018,0.0146995,3.249,0.005,65,1.26,1.3,29.16, 0.2654
1.37,23.95,1e-2,0.022567,2.2567,5,119.75,62.5022,0.0676458,2.21956,0.001,73,1.1,1.14,74.01,-0.0064
10.83,72.79,1e2,0.0176406,1.76406,5,363.95,188.641,0.00458224,3.61225,0.01,60,1.33,1.38,35.2, 0.2801
32.90,85.32,1e2,0.0176406,1.76406,5,426.6,234.665,0.00136694,3.83703,0.01,58,1.35,1.4,31.06, 0.2874
3.56,17.43,1e-4,0.000228542,2.28542,5,87.15,47.1936,0.0475959,2.95337,0.005,67,1.23,1.28,33.78,-0.0065
1.61,1.89,1e6,1.77778e-06,1.77778,5,9.45,7.71593,0.5303,1.61365,0,54,1.03,1.07,26.84,-0.0089
1.89,6.72,1e4,0.000177764,1.77764,5,33.6,19.6887,0.179285,2.27707,0.025,20,1.36,1.41,7.639,-0.0207
2.59,3.56,1e6,1.77778e-06,1.77778,5,17.8,12.6086,0.244343,2.25294,0.05,16,1.42,1.47,7.308,-0.0253
3.04,12.69,1e-6,2.28571e-06,2.28571,5,63.45,35.1428,0.0723228,2.79004,0,127,1.03,1.07,70.6,-0.0038
7.88,28.07,1e-2,0.022567,2.2567,5,140.35,76.1501,0.0154954,3.42745,0.01,63,1.32,1.37,45.97,-0.0067
38.57,85.32,1e-6,2.28571e-06,2.28571,5,426.6,239.774,0.00117107,3.85375,0.005,61,1.34,1.39,26.15, 0.3601
20.43,23.95,1e-6,2.28571e-06,2.28571,5,119.75,80.1898,0.00748113,3.66051,0.075,21,1.43,1.48,10.91,-0.0192
6.72,20.43,1e6,1.77778e-06,1.77778,5,102.15,56.6243,0.024178,3.31939,0.05,22,1.41,1.47,7.431,-0.0184
1.61,20.43,1e0,1,1,5,102.15,53.79,0.071515,2.35229,0.05,21,1.38,1.43,9.956,-0.0196
4.89,10.83,1e6,1.77778e-06,1.77778,5,54.15,31.9225,0.0574064,3.04017,0.001,99,1.12,1.16,52.46,-0.0047
14.87,32.90,1e2,0.0176406,1.76406,5,164.5,93.4968,0.00743504,3.63739,0.05,20,1.42,1.47,22.71, 0.8097
10.83,52.98,1e0,1,1,5,264.9,139.472,0.00626386,3.59404,0.075,18,1.43,1.48,20.36, 1.0000
12.69,52.98,1e-6,2.28571e-06,2.28571,5,264.9,140.618,0.00541282,3.63913,0.05,22,1.41,1.47,15.92, 0.8671
1.37,85.32,1e4,0.000177764,1.77764,5,426.6,215.927,0.0195524,2.28545,0.01,56,1.14,1.19,41.85, 0.3021
28.07,72.79,1e-4,0.000228542,2.28542,5,363.95,200.46,0.00186474,3.81006,0.01,60,1.35,1.4,36.11, 0.3646
1.89,85.32,1e6,1.77778e-06,1.77778,5,426.6,216.106,0.0160343,2.58561,0.001,73,1.1,1.14,33.66, 0.2381
62.10,100.00,1e4,0.000177764,1.77764,5,500,298.776,0.000627638,3.89763,0,200,1.03,1.07,182, 0.1027
3.04,28.07,1e-6,2.28571e-06,2.28571,5,140.35,73.4535,0.0340591,2.90636,0,150,1.03,1.07,93.16,-0.0032
1.37,4.18,1e-2,0.022567,2.2567,5,20.9,13.1016,0.325823,1.86586,0.001,81,1.04,1.08,56.62,-0.0059
2.59,85.32,1e-4,0.000228542,2.28542,5,426.6,216.348,0.0129079,2.85236,0.1,18,1.44,1.5,9.177, 1.0000
2.59,85.32,1e-4,0.000228542,2.28542,5,426.6,216.348,0.0129079,2.85236,0.075,19,1.42,1.48,9.644, 0.9550
4.18,62.10,1e-2,0.022567,2.2567,5,310.5,158.913,0.0122377,3.17665,0.1,17,1.45,1.5,6.654, 1.0000
1.17,85.32,1e2,0.0176406,1.76406,5,426.6,215.858,0.0213545,2.1317,0.025,16,1.39,1.44,8.284, 0.9644
5.74,38.57,1e-2,0.022567,2.2567,5,192.85,100.899,0.014998,3.32044,0.075,18,1.43,1.49,6.418, 0.9482
1.17,2.59,1e-6,2.28571e-06,2.28571,5,12.95,9.04355,0.513459,1.55593,0.005,41,1.09,1.12,29.19,-0.0115
1.00,14.87,1e-4,0.000228542,2.28542,5,74.35,39.675,0.126024,1.87398,0.001,59,1.09,1.13,47.35, 0.3107
14.87,100.00,1e6,1.77778e-06,1.77778,5,500,258.41,0.00249552,3.71084,0.1,16,1.44,1.5,15.55, 0.9920
6.72,7.88,1e-6,2.28571e-06,2.28571,5,39.4,27.384,0.0583485,3.08976,0,119,1.03,1.07,58.46,-0.0041
3.56,6.72,1e-2,0.022567,2.2567,5,33.6,20.9371,0.113626,2.7183,0,98,1.03,1.07,49.15,-0.0049
28.07,85.32,1e-6,2.28571e-06,2.28571,5,426.6,230.731,0.00159406,3.81766,0.025,26,1.42,1.48,11.3, 0.8142
14.87,17.43,1e4,0.000177764,1.77764,5,87.15,58.7687,0.013676,3.54459,0.01,50,1.33,1.39,44.66,-0.0084
17.43,62.10,1e-4,0.000228542,2.28542,5,310.5,166.218,0.00343958,3.72301,0.025,25,1.42,1.47,15.62, 0.8907
7.88,28.07,1e-2,0.022567,2.2567,5,140.35,76.1501,0.0154954,3.42745,0.025,24,1.41,1.46,11.1,-0.0169
5.74,10.83,1e-6,2.28571e-06,2.28571,5,54.15,32.7203,0.0501667,3.11857,0.075,17,1.43,1.49,6.55,-0.0236
3.56,7.88,1e4,0.000177764,1.77764,5,39.4,23.7028,0.098783,2.77114,0.025,22,1.39,1.44,8.681,-0.0186
3.04,4.18,1e4,0.000177764,1.77764,5,20.9,14.5296,0.191139,2.42884,0.005,53,1.19,1.23,21.15,-0.0085
2.21,10.83,1e-4,0.000228542,2.28542,5,54.15,30.0764,0.105334,2.52111,0.001,83,1.08,1.13,39.97,-0.0057
3.04,38.57,1e4,0.000177764,1.77764,5,192.85,99.6742,0.0250215,2.93384,0.01,54,1.27,1.32,26.37,-0.0080
17.43,20.43,1e6,1.77778e-06,1.77778,5,102.15,68.6276,0.0101277,3.60644,0.05,26,1.41,1.47,26.46,-0.0156
9.24,62.10,1e6,1.77778e-06,1.77778,5,310.5,161.231,0.00619057,3.55217,0.01,52,1.33,1.38,40.97, 0.3206
7.88,14.87,1e-2,0.022567,2.2567,5,74.35,44.3065,0.0283838,3.32589,0.025,23,1.41,1.46,13.63,-0.0177
3.56,9.24,1e-6,2.28571e-06,2.28571,5,46.2,26.9937,0.0856634,2.81785,0.025,23,1.39,1.44,8.973,-0.0178
4.18,52.98,1e-4,0.000228542,2.28542,5,264.9,136.133,0.0143053,3.168,0.005,71,1.25,1.3,29.13,-0.0061
1.17,1.37,1e0,1,1,5,6.85,6.03512,0.777771,1.24669,0.05,14,1.44,1.49,10.68,-0.0287
7.88,72.79,1e-6,2.28571e-06,2.28571,5,363.95,187.197,0.00610449,3.50145,0.075,18,1.43,1.48,11, 0.9521
1.61,23.95,1e2,0.0176406,1.76406,5,119.75,62.5883,0.0614255,2.36854,0.01,58,1.2,1.25,24.53,-0.0077
1.89,2.21,1e6,1.77778e-06,1.77778,5,11.05,8.7723,0.431179,1.80099,0.001,57,1.04,1.07,26.97,-0.0085
3.56,45.20,1e-6,2.28571e-06,2.28571,5,226,116.447,0.0189869,3.05521,0.05,23,1.4,1.45,11.43,-0.0177
1.37,52.98,1e2,0.0176406,1.76406,5,264.9,135.077,0.0312665,2.2694,0.005,60,1.1,1.15,65.27, 0.2919
4.18,14.87,1e4,0.000177764,1.77764,5,74.35,41.2265,0.0486579,3.02441,0.005,68,1.24,1.29,32.85,-0.0064
5.74,45.20,1e0,1,1,5,226,117.412,0.0128457,3.33279,0.001,128,1.18,1.22,67.72,-0.0035
3.56,45.20,1e6,1.77778e-06,1.77778,5,226,116.447,0.0189869,3.05521,0.075,15,1.43,1.48,6.427, 1.0000
1.37,3.56,1e-2,0.022567,2.2567,5,17.8,11.5588,0.370124,1.80517,0.075,17,1.46,1.51,13.76,-0.0234
1.61,32.90,1e6,1.77778e-06,1.77778,5,164.5,84.9604,0.0452085,2.39465,0.01,53,1.2,1.25,26.87,-0.0084
1.89,7.88,1e4,0.000177764,1.77764,5,39.4,22.5726,0.155865,2.32133,0.05,18,1.4,1.45,9.092,-0.0227
62.10,100.00,1e4,0.000177764,1.77764,5,500,298.776,0.000627638,3.89763,0.025,21,1.43,1.48,9.247, 0.8161
1.89,3.04,1e0,1,1,5,15.2,10.6622,0.342595,1.96841,0.005,52,1.1,1.14,24.55,-0.0090
6.72,12.69,1e6,1.77778e-06,1.77778,5,63.45,38.0488,0.0378477,3.22753,0.075,-1,-1,-1,-1, 1.0000
1.17,28.07,1e4,0.000177764,1.77764,5,140.35,72.7334,0.0634096,2.08249,0.05,18,1.36,1.41,11.6,-0.0231
3.56,100.00,1e-4,0.000228542,2.28542,5,500,253.394,0.00868508,3.09189,0,158,1.03,1.07,112.4, 0.1441
7.88,23.95,1e-6,2.28571e-06,2.28571,5,119.75,66.0684,0.0180541,3.40728,0.075,18,1.43,1.48,7.253, 1.0000
6.72,17.43,1e2,0.0176406,1.76406,5,87.15,49.3379,0.0281137,3.29294,0.005,73,1.27,1.32,30.32,-0.0059
12.69,100.00,1e4,0.000177764,1.77764,5,500,257.302,0.00289291,3.6711,0,188,1.03,1.07,220.2, 0.1020
4.89,23.95,1e2,0.0176406,1.76406,5,119.75,64.1114,0.0272191,3.18778,0.025,25,1.4,1.45,9.462,-0.0163
2.59,3.04,1e6,1.77778e-06,1.77778,5,15.2,11.4835,0.275794,2.17149,0.025,19,1.38,1.43,8.326,-0.0217
10.83,20.43,1e-6,2.28571e-06,2.28571,5,102.15,60.2599,0.015778,3.491,0.1,19,1.44,1.5,14.04, 1.0000
4.18,45.20,1e-2,0.022567,2.2567,5,226,116.706,0.0167143,3.15793,0.05,22,1.4,1.46,8.002, 0.7391
2.59,4.89,1e-4,0.000228542,2.28542,5,24.45,15.6989,0.189169,2.39585,0.1,-1,-1,-1,-1, 1.0000
2.59,23.95,1e-4,0.000228542,2.28542,5,119.75,62.9749,0.0446576,2.77013,0.05,23,1.4,1.45,8.773,-0.0177
3.56,100.00,1e-2,0.022567,2.2567,5,500,253.394,0.00868508,3.09189,0.05,23,1.4,1.45,10.84, 0.7042
1.00,1.37,1e-2,0.022567,2.2567,5,6.85,5.925,0.843882,1.15612,0.1,16,1.45,1.51,5.509, 0.9076
17.43,38.57,1e-2,0.022567,2.2567,5,192.85,109.315,0.0054849,3.68736,0.05,22,1.42,1.47,21.63, 0.7821
4.89,100.00,1e2,0.0176406,1.76406,5,500,253.89,0.00672393,3.288,0.05,21,1.4,1.46,8.815, 0.7259
7.88,17.43,1e6,1.77778e-06,1.77778,5,87.15,50.337,0.0244412,3.35695,0.005,67,1.28,1.33,39.34,-0.0064
4.18,100.00,1e6,1.77778e-06,1.77778,5,500,253.622,0.00764555,3.19584,0.05,21,1.4,1.45,7.772, 0.7712
9.24,12.69,1e-4,0.000228542,2.28542,5,63.45,40.9682,0.0285336,3.34572,0.025,25,1.41,1.46,12.3,-0.0163
28.07,100.00,1e2,0.0176406,1.76406,5,500,266.536,0.00136237,3.82416,0.025,25,1.42,1.48,13.96, 0.6452
1.17,4.18,1e4,0.000177764,1.77764,5,20.9,13.0123,0.355853,1.74033,0.05,16,1.38,1.43,11.53,-0.0257
1.37,5.74,1e-2,0.022567,2.2567,5,28.7,16.9919,0.25041,1.96917,0.001,72,1.07,1.1,69.23,-0.0066
6.72,14.87,1e6,1.77778e-06,1.77778,5,74.35,43.1932,0.0326487,3.26247,0.1,-1,-1,-1,-1, 1.0000
5.74,20.43,1e4,0.000177764,1.77764,5,102.15,55.9359,0.0276935,3.24757,0.075,-1,-1,-1,-1, 1.0000
2.59,4.89,1e2,0.0176406,1.76406,5,24.45,15.6989,0.189169,2.39585,0,89,1.03,1.07,43.09,-0.0054
3.04,12.69,1e0,1,1,5,63.45,35.1428,0.0723228,2.79004,0.1,-1,-1,-1,-1, 1.0000
2.59,20.43,1e2,0.0176406,1.76406,5,102.15,54.1887,0.0519928,2.75113,0.001,91,1.1,1.14,52.25,-0.0051
12.69,72.79,1e0,1,1,5,363.95,189.64,0.00395967,3.65757,0,200,1.03,1.07,303.8, 0.1078
14.87,45.20,1e6,1.77778e-06,1.77778,5,226,123.081,0.00545558,3.66683,0.1,16,1.44,1.5,12.1, 0.9920
32.90,85.32,1e-4,0.000228542,2.28542,5,426.6,234.665,0.00136694,3.83703,0.025,24,1.42,1.48,17.25, 0.8401
2.59,7.88,1e0,1,1,5,39.4,22.9778,0.125474,2.56082,0.075,17,1.44,1.49,7.437,-0.0236
2.59,4.18,1e-6,2.28571e-06,2.28571,5,20.9,14.0247,0.215098,2.32869,0.1,-1,-1,-1,-1, 1.0000
20.43,62.10,1e2,0.0176406,1.76406,5,310.5,168.426,0.00295807,3.75291,0.001,100,1.28,1.33,54.19, 0.1717
1.00,17.43,1e6,1.77778e-06,1.77778,5,87.15,46.075,0.108519,1.89148,0.005,45,1.1,1.15,36.68, 0.3783
4.89,28.07,1e-6,2.28571e-06,2.28571,5,140.35,74.3423,0.0233614,3.20665,0,152,1.03,1.07,95.93,-0.0032
1.00,1.37,1e4,0.000177764,1.77764,5,6.85,5.925,0.843882,1.15612,0.005,40,1.04,1.07,12.82,-0.0121
17.43,38.57,1e0,1,1,5,192.85,109.315,0.0054849,3.68736,0.075,18,1.43,1.48,17.45, 1.0000
4.89,17.43,1e-4,0.000228542,2.28542,5,87.15,47.9929,0.0368485,3.14069,0.005,68,1.25,1.3,27.87,-0.0064
2.21,7.88,1e2,0.0176406,1.76406,5,39.4,22.7456,0.140327,2.44377,0.001,76,1.08,1.11,34.36,-0.0062
3.56,20.43,1e-6,2.28571e-06,2.28571,5,102.15,54.651,0.0409329,2.97709,0.05,22,1.4,1.46,7.839,-0.0185
23.95,32.90,1e6,1.77778e-06,1.77778,5,164.5,103.763,0.00472922,3.72641,0.001,108,1.28,1.32,66.19, 0.1596
20.43,100.00,1e-2,0.022567,2.2567,5,500,261.535,0.00184806,3.77559,0.05,26,1.41,1.47,12.6, 0.6618
