%labels Sigma_min_mean,Sigma_max_mean,ElEdge_min,ElEdge_max,ElEdge_mean,ElDetJ_min_mean,ElDetJ_max_mean,_DROP_TOL_,Iters,Op_Complex,Smoo_Complex,SolveTime,CostEst,Pred,Pr -1,Pr 0,Pr 1
1,1,1,38.57,20.282,0.0130941,3.39387,0.075,-1,-1,-1,-1,-1,-1,0.917885,0,0.0821154
1,1,1,38.57,20.282,0.0130941,3.39387,0.01,60,1.12,1.16,36.47,0,0,0,0.913513,0.0864871
1,1,1,38.57,20.282,0.0130941,3.39387,0.025,38,1.22,1.27,20.04,1,1,0,0.0913464,0.908654
1,1,1,38.57,20.282,0.0130941,3.39387,0.05,-1,-1,-1,-1,-1,-1,0.917885,0,0.0821154
1,1,1,38.57,20.282,0.0130941,3.39387,0.1,-1,-1,-1,-1,-1,-1,0.885431,0,0.114569
1,1,1,38.57,20.282,0.0130941,3.39387,0.001,89,1.08,1.12,65.43,0,0,0,1,0
1,1,1,38.57,20.282,0.0130941,3.39387,0.005,60,1.1,1.14,36.34,0,0,0,0.867989,0.132011
1,1,1,38.57,20.282,0.0130941,3.39387,0,135,1.03,1.07,131.9,0,0,0,0.899304,0.100696
1,1,1,28.07,15.0789,0.0178237,3.36209,0,119,1.03,1.07,92.49,0,0,0,1,0
1,1,1,28.07,15.0789,0.0178237,3.36209,0.075,-1,-1,-1,-1,-1,-1,0.949347,0,0.050653
1,1,1,28.07,15.0789,0.0178237,3.36209,0.001,90,1.07,1.11,62.24,0,0,0,0.900861,0.0991391
1,1,1,28.07,15.0789,0.0178237,3.36209,0.05,-1,-1,-1,-1,-1,-1,0.915923,0,0.0840771
1,1,1,28.07,15.0789,0.0178237,3.36209,0.1,-1,-1,-1,-1,-1,-1,0.886222,0,0.113778
1,1,1,28.07,15.0789,0.0178237,3.36209,0.025,37,1.22,1.27,22.16,1,1,0,0.116581,0.883419
1,1,1,28.07,15.0789,0.0178237,3.36209,0.01,54,1.12,1.17,33.71,0,0,0,0.93042,0.0695805
1,1,1,28.07,15.0789,0.0178237,3.36209,0.005,55,1.1,1.14,39.99,0,0,0,0.966404,0.0335957
1,1,1,3.56,2.804,0.192367,2.43798,0.075,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,3.56,2.804,0.192367,2.43798,0.001,31,1.04,1.07,15.23,1,1,0,0.236975,0.763025
1,1,1,3.56,2.804,0.192367,2.43798,0.01,31,1.04,1.08,14.45,1,1,0,0.434942,0.565058
1,1,1,3.56,2.804,0.192367,2.43798,0.005,31,1.04,1.07,15.66,1,1,0,0.353054,0.646946
1,1,1,3.56,2.804,0.192367,2.43798,0.05,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,3.56,2.804,0.192367,2.43798,0.1,-1,-1,-1,-1,-1,-1,0.899102,0,0.100898
1,1,1,3.56,2.804,0.192367,2.43798,0,27,1.03,1.07,16.43,1,1,0,0.253216,0.746784
1,1,1,3.56,2.804,0.192367,2.43798,0.025,-1,-1,-1,-1,-1,-1,0.818329,0.0447298,0.136942
1,1,1,23.95,12.4867,0.0738805,2.07024,0.1,-1,-1,-1,-1,-1,-1,0.882576,0,0.117424
1,1,1,23.95,12.4867,0.0738805,2.07024,0.075,-1,-1,-1,-1,-1,-1,0.817647,0,0.182353
1,1,1,23.95,12.4867,0.0738805,2.07024,0,94,1.03,1.07,70.79,0,0,0,0.9663,0.0336996
1,1,1,23.95,12.4867,0.0738805,2.07024,0.05,-1,-1,-1,-1,-1,-1,0.817647,0,0.182353
1,1,1,23.95,12.4867,0.0738805,2.07024,0.025,31,1.11,1.15,16.95,1,1,0.0270075,0.0729893,0.900003
1,1,1,23.95,12.4867,0.0738805,2.07024,0.005,31,1.09,1.14,17.01,1,1,0,0.341196,0.658804
1,1,1,23.95,12.4867,0.0738805,2.07024,0.01,31,1.1,1.14,16.12,1,1,0,0.120728,0.879272
1,1,1,23.95,12.4867,0.0738805,2.07024,0.001,55,1.07,1.11,37.66,0,0,0,0.952801,0.047199
1,1,1,12.69,6.845,0.146092,1.85391,0.1,-1,-1,-1,-1,-1,-1,0.906543,0,0.0934568
1,1,1,12.69,6.845,0.146092,1.85391,0.075,-1,-1,-1,-1,-1,-1,0.904229,0,0.0957715
1,1,1,12.69,6.845,0.146092,1.85391,0.025,17,1.11,1.15,16.28,1,1,0,0.123707,0.876293
1,1,1,12.69,6.845,0.146092,1.85391,0.05,-1,-1,-1,-1,-1,-1,0.901577,0,0.0984235
1,1,1,12.69,6.845,0.146092,1.85391,0,64,1.03,1.07,55.19,0,0,0,0.855208,0.144792
1,1,1,12.69,6.845,0.146092,1.85391,0.001,63,1.04,1.07,49.04,0,0,0,0.86134,0.13866
1,1,1,12.69,6.845,0.146092,1.85391,0.01,22,1.09,1.14,19.72,0,1,0,0.394742,0.605258
1,1,1,12.69,6.845,0.146092,1.85391,0.005,26,1.08,1.12,21.21,0,0,0,0.763467,0.236533
1,1,1,28.07,14.6907,0.0340591,2.90636,0.005,41,1.09,1.13,21.47,0,1,0,0.434748,0.565252
1,1,1,28.07,14.6907,0.0340591,2.90636,0.075,-1,-1,-1,-1,-1,-1,0.924233,0,0.0757672
1,1,1,28.07,14.6907,0.0340591,2.90636,0.01,30,1.1,1.14,16.13,1,1,0,0.192679,0.807321
1,1,1,28.07,14.6907,0.0340591,2.90636,0.001,75,1.07,1.11,49.73,0,0,0,0.951607,0.0483926
1,1,1,28.07,14.6907,0.0340591,2.90636,0.05,-1,-1,-1,-1,-1,-1,0.867575,0,0.132425
1,1,1,28.07,14.6907,0.0340591,2.90636,0.1,-1,-1,-1,-1,-1,-1,0.90271,0,0.0972898
1,1,1,28.07,14.6907,0.0340591,2.90636,0,116,1.03,1.07,103.4,0,0,0,0.854262,0.145738
1,1,1,28.07,14.6907,0.0340591,2.90636,0.025,30,1.12,1.16,19.72,1,1,0,0.0483551,0.951645
1,1,1,85.32,44.6848,0.00251434,3.73914,0.005,76,1.2,1.25,55.52,0,0,0,0.953145,0.0468555
1,1,1,85.32,44.6848,0.00251434,3.73914,0.075,-1,-1,-1,-1,-1,-1,0.950887,0,0.049113
1,1,1,85.32,44.6848,0.00251434,3.73914,0.025,34,1.3,1.35,17.95,1,1,0,0.0897057,0.910294
1,1,1,85.32,44.6848,0.00251434,3.73914,0,188,1.03,1.07,195.3,0,0,0,1,0
1,1,1,85.32,44.6848,0.00251434,3.73914,0.05,-1,-1,-1,-1,-1,-1,0.950887,0,0.049113
1,1,1,85.32,44.6848,0.00251434,3.73914,0.001,132,1.1,1.14,130.3,0,0,0,1,0
1,1,1,85.32,44.6848,0.00251434,3.73914,0.01,56,1.24,1.29,36.66,0,0,0,0.951847,0.0481533
1,1,1,85.32,44.6848,0.00251434,3.73914,0.1,-1,-1,-1,-1,-1,-1,0.911727,0,0.0882725
1,1,1,9.24,5.22425,0.12169,2.48496,0,57,1.03,1.07,51.99,0,0,0,0.847376,0.152624
1,1,1,9.24,5.22425,0.12169,2.48496,0.075,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,9.24,5.22425,0.12169,2.48496,0.001,56,1.04,1.07,35.63,0,0,0,0.949211,0.0507885
1,1,1,9.24,5.22425,0.12169,2.48496,0.05,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,9.24,5.22425,0.12169,2.48496,0.025,21,1.12,1.16,15.62,1,1,0.0517852,0.0469038,0.901311
1,1,1,9.24,5.22425,0.12169,2.48496,0.1,-1,-1,-1,-1,-1,-1,0.976748,0,0.0232517
1,1,1,9.24,5.22425,0.12169,2.48496,0.005,39,1.07,1.11,32.96,0,0,0,0.755458,0.244542
1,1,1,9.24,5.22425,0.12169,2.48496,0.01,26,1.08,1.12,24.41,1,1,0,0.377345,0.622655
1,1,1,72.79,37.4394,0.00610449,3.50145,0.005,76,1.11,1.15,53.85,0,0,0,1,0
1,1,1,72.79,37.4394,0.00610449,3.50145,0.025,36,1.24,1.28,26.3,1,1,0,0.163486,0.836514
1,1,1,72.79,37.4394,0.00610449,3.50145,0.05,-1,-1,-1,-1,-1,-1,0.911727,0,0.0882725
1,1,1,72.79,37.4394,0.00610449,3.50145,0,169,1.03,1.07,172.5,0,0,0,0.926735,0.0732646
1,1,1,72.79,37.4394,0.00610449,3.50145,0.1,-1,-1,-1,-1,-1,-1,0.925993,0,0.0740068
1,1,1,72.79,37.4394,0.00610449,3.50145,0.075,-1,-1,-1,-1,-1,-1,0.950887,0,0.049113
1,1,1,72.79,37.4394,0.00610449,3.50145,0.001,83,1.09,1.13,61.43,0,0,0,0.928123,0.0718774
1,1,1,72.79,37.4394,0.00610449,3.50145,0.01,60,1.16,1.2,37.94,0,0,0,0.927184,0.0728161
1,1,1,100,62.4521,0.000536712,3.90672,0.075,-1,-1,-1,-1,-1,-1,0.823189,0,0.176811
1,1,1,100,62.4521,0.000536712,3.90672,0.001,127,1.23,1.28,107.3,0,0,0,0.863139,0.136861
1,1,1,100,62.4521,0.000536712,3.90672,0.005,61,1.3,1.34,41.18,0,0,0,0.920208,0.0797915
1,1,1,100,62.4521,0.000536712,3.90672,0,200,1.03,1.07,257.7,0,0,0,0.897169,0.102831
1,1,1,100,62.4521,0.000536712,3.90672,0.05,-1,-1,-1,-1,-1,-1,0.824422,0,0.175578
1,1,1,100,62.4521,0.000536712,3.90672,0.1,-1,-1,-1,-1,-1,-1,0.756635,0,0.243365
1,1,1,100,62.4521,0.000536712,3.90672,0.025,26,1.34,1.39,15.07,1,1,0,0.112954,0.887046
1,1,1,100,62.4521,0.000536712,3.90672,0.01,44,1.32,1.37,25.62,0,0,0,0.806031,0.193969
1,1,1,62.1,33.6853,0.00295807,3.75291,0.01,55,1.25,1.3,33.22,0,0,0,0.907926,0.0920737
1,1,1,62.1,33.6853,0.00295807,3.75291,0.1,-1,-1,-1,-1,-1,-1,0.949873,0,0.0501274
1,1,1,62.1,33.6853,0.00295807,3.75291,0.075,-1,-1,-1,-1,-1,-1,0.890637,0,0.109363
1,1,1,62.1,33.6853,0.00295807,3.75291,0.025,41,1.3,1.35,23.69,1,1,0,0.142309,0.857691
1,1,1,62.1,33.6853,0.00295807,3.75291,0.05,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,62.1,33.6853,0.00295807,3.75291,0,158,1.03,1.07,174.5,0,0,0,0.905158,0.0948419
1,1,1,62.1,33.6853,0.00295807,3.75291,0.001,131,1.1,1.14,137.6,0,0,0,0.964473,0.0355266
1,1,1,62.1,33.6853,0.00295807,3.75291,0.005,74,1.21,1.26,48.82,0,0,0,0.913245,0.0867552
1,1,1,3.56,2.43897,0.273269,2.14997,0.01,31,1.04,1.08,18.34,0,0,0,0.858919,0.141081
1,1,1,3.56,2.43897,0.273269,2.14997,0.075,-1,-1,-1,-1,-1,-1,0.976748,0,0.0232517
1,1,1,3.56,2.43897,0.273269,2.14997,0.001,33,1.04,1.07,18.16,0,0,0,0.88534,0.11466
1,1,1,3.56,2.43897,0.273269,2.14997,0.05,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,3.56,2.43897,0.273269,2.14997,0.1,-1,-1,-1,-1,-1,-1,0.899102,0,0.100898
1,1,1,3.56,2.43897,0.273269,2.14997,0.005,33,1.04,1.07,18.69,0,0,0,0.906349,0.0936508
1,1,1,3.56,2.43897,0.273269,2.14997,0,27,1.03,1.07,14.31,1,1,0,0.241533,0.758467
1,1,1,3.56,2.43897,0.273269,2.14997,0.025,22,1.12,1.16,12.25,1,1,0,0,1
1,1,1,6.72,4.31462,0.100026,2.80969,0.01,30,1.08,1.12,17.69,1,1,0,0.12274,0.87726
1,1,1,6.72,4.31462,0.100026,2.80969,0.005,42,1.04,1.08,24.64,0,0,0,0.896003,0.103997
1,1,1,6.72,4.31462,0.100026,2.80969,0.075,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,6.72,4.31462,0.100026,2.80969,0.001,44,1.04,1.07,24.66,0,0,0,0.792422,0.207578
1,1,1,6.72,4.31462,0.100026,2.80969,0.05,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,6.72,4.31462,0.100026,2.80969,0.1,-1,-1,-1,-1,-1,-1,0.95246,0,0.0475397
1,1,1,6.72,4.31462,0.100026,2.80969,0.025,-1,-1,-1,-1,-1,-1,0.861297,0.0447298,0.0939732
1,1,1,6.72,4.31462,0.100026,2.80969,0,46,1.03,1.07,26.21,0,0,0,0.951847,0.0481533
1,1,1,52.98,27.2266,0.0143053,3.168,0.075,-1,-1,-1,-1,-1,-1,0.928552,0,0.0714477
1,1,1,52.98,27.2266,0.0143053,3.168,0.001,76,1.09,1.13,58.64,0,0,0,0.964473,0.0355266
1,1,1,52.98,27.2266,0.0143053,3.168,0.05,-1,-1,-1,-1,-1,-1,0.975809,0,0.0241911
1,1,1,52.98,27.2266,0.0143053,3.168,0.01,43,1.11,1.15,22.74,1,1,0,0.136382,0.863618
1,1,1,52.98,27.2266,0.0143053,3.168,0.1,-1,-1,-1,-1,-1,-1,0.956031,0,0.0439689
1,1,1,52.98,27.2266,0.0143053,3.168,0.005,43,1.1,1.14,25.72,1,1,0,0.0407876,0.959212
1,1,1,52.98,27.2266,0.0143053,3.168,0,146,1.03,1.07,158.3,0,0,0,0.931466,0.0685337
1,1,1,52.98,27.2266,0.0143053,3.168,0.025,39,1.16,1.2,20.74,1,1,0,0.0950088,0.904991
1,1,1,9.24,5.12,0.195313,1.80469,0.075,-1,-1,-1,-1,-1,-1,0.892916,0,0.107084
1,1,1,9.24,5.12,0.195313,1.80469,0.001,51,1.04,1.07,44.02,0,0,0,0.683202,0.316798
1,1,1,9.24,5.12,0.195313,1.80469,0,51,1.03,1.07,37.42,0,0,0,0.862664,0.137336
1,1,1,9.24,5.12,0.195313,1.80469,0.05,-1,-1,-1,-1,-1,-1,0.901577,0,0.0984235
1,1,1,9.24,5.12,0.195313,1.80469,0.1,-1,-1,-1,-1,-1,-1,0.884124,0,0.115876
1,1,1,9.24,5.12,0.195313,1.80469,0.025,17,1.11,1.15,11.93,1,1,0,0.123422,0.876578
1,1,1,9.24,5.12,0.195313,1.80469,0.005,29,1.08,1.12,19.75,0,0,0,0.687997,0.312003
1,1,1,9.24,5.12,0.195313,1.80469,0.01,23,1.09,1.13,14.93,0,1,0,0.375962,0.624038
1,1,1,20.43,10.8377,0.0519928,2.75113,0.01,26,1.1,1.14,12.78,1,1,0,0.234391,0.765609
1,1,1,20.43,10.8377,0.0519928,2.75113,0.075,-1,-1,-1,-1,-1,-1,0.955948,0,0.0440515
1,1,1,20.43,10.8377,0.0519928,2.75113,0.005,37,1.09,1.13,23.09,0,0,0,0.811956,0.188044
1,1,1,20.43,10.8377,0.0519928,2.75113,0,96,1.03,1.07,77.84,0,0,0,0.901283,0.0987171
1,1,1,20.43,10.8377,0.0519928,2.75113,0.05,-1,-1,-1,-1,-1,-1,0.95246,0,0.0475397
1,1,1,20.43,10.8377,0.0519928,2.75113,0.025,25,1.12,1.16,12.19,1,1,0,0.0348313,0.965169
1,1,1,20.43,10.8377,0.0519928,2.75113,0.1,-1,-1,-1,-1,-1,-1,0.955948,0,0.0440515
1,1,1,20.43,10.8377,0.0519928,2.75113,0.001,75,1.06,1.1,49.4,0,0,0,0.929962,0.0700384
1,1,1,38.57,20.4123,0.0113836,3.45985,0.005,67,1.1,1.15,45.22,0,0,0,0.957226,0.0427741
1,1,1,38.57,20.4123,0.0113836,3.45985,0.075,-1,-1,-1,-1,-1,-1,0.856719,0,0.143281
1,1,1,38.57,20.4123,0.0113836,3.45985,0.025,34,1.24,1.28,17.74,1,1,0,0.0479237,0.952076
1,1,1,38.57,20.4123,0.0113836,3.45985,0,136,1.03,1.07,121.7,0,0,0,0.901283,0.0987171
1,1,1,38.57,20.4123,0.0113836,3.45985,0.05,-1,-1,-1,-1,-1,-1,0.908216,0,0.0917838
1,1,1,38.57,20.4123,0.0113836,3.45985,0.1,-1,-1,-1,-1,-1,-1,0.871954,0,0.128046
1,1,1,38.57,20.4123,0.0113836,3.45985,0.01,55,1.16,1.2,32.93,0,0,0,0.92493,0.0750699
1,1,1,38.57,20.4123,0.0113836,3.45985,0.001,90,1.08,1.12,70.95,0,0,0,0.95454,0.0454604
1,1,1,17.43,9.22669,0.100017,2.03966,0.075,-1,-1,-1,-1,-1,-1,0.95246,0,0.0475397
1,1,1,17.43,9.22669,0.100017,2.03966,0.01,32,1.1,1.14,18.76,1,1,0,0.211661,0.788339
1,1,1,17.43,9.22669,0.100017,2.03966,0.005,33,1.09,1.13,20.06,1,0,0,0.559767,0.440233
1,1,1,17.43,9.22669,0.100017,2.03966,0.001,58,1.06,1.1,39.5,0,0,0,1,0
1,1,1,17.43,9.22669,0.100017,2.03966,0.025,33,1.11,1.15,19.32,1,1,0,0.136213,0.863787
1,1,1,17.43,9.22669,0.100017,2.03966,0,80,1.03,1.07,54.63,0,0,0,0.885573,0.114427
1,1,1,17.43,9.22669,0.100017,2.03966,0.05,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,17.43,9.22669,0.100017,2.03966,0.1,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,28.07,20.0759,0.00473336,3.72954,0.001,97,1.11,1.15,72.6,0,0,0,0.9553,0.0446997
1,1,1,28.07,20.0759,0.00473336,3.72954,0.075,-1,-1,-1,-1,-1,-1,0.915923,0,0.0840771
1,1,1,28.07,20.0759,0.00473336,3.72954,0.01,48,1.25,1.3,29.4,0,0,0,0.86224,0.13776
1,1,1,28.07,20.0759,0.00473336,3.72954,0.005,56,1.21,1.25,33.64,0,0,0,1,0
1,1,1,28.07,20.0759,0.00473336,3.72954,0.025,31,1.3,1.35,18.1,1,1,0,0.106116,0.893884
1,1,1,28.07,20.0759,0.00473336,3.72954,0.05,-1,-1,-1,-1,-1,-1,0.917885,0,0.0821154
1,1,1,28.07,20.0759,0.00473336,3.72954,0.1,-1,-1,-1,-1,-1,-1,0.882399,0,0.117601
1,1,1,28.07,20.0759,0.00473336,3.72954,0,124,1.03,1.07,98.93,0,0,0,1,0
1,1,1,20.43,10.758,0.071515,2.35229,0.05,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,20.43,10.758,0.071515,2.35229,0.001,64,1.07,1.11,51.42,0,0,0,0.880596,0.119404
1,1,1,20.43,10.758,0.071515,2.35229,0.075,-1,-1,-1,-1,-1,-1,0.976748,0,0.0232517
1,1,1,20.43,10.758,0.071515,2.35229,0.025,19,1.11,1.15,10.51,1,1,0,0.0961725,0.903827
1,1,1,20.43,10.758,0.071515,2.35229,0.01,25,1.1,1.14,13.13,0,1,0,0.115873,0.884127
1,1,1,20.43,10.758,0.071515,2.35229,0.005,32,1.09,1.13,17.04,0,0,0,0.806006,0.193994
1,1,1,20.43,10.758,0.071515,2.35229,0.1,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,20.43,10.758,0.071515,2.35229,0,93,1.03,1.07,83.58,0,0,0,0.930031,0.0699689
1,1,1,10.83,6.54407,0.0501667,3.11857,0.01,37,1.1,1.14,17.9,1,1,0,0.165694,0.834306
1,1,1,10.83,6.54407,0.0501667,3.11857,0,67,1.03,1.07,42.83,0,0,0,0.954848,0.0451522
1,1,1,10.83,6.54407,0.0501667,3.11857,0.075,-1,-1,-1,-1,-1,-1,0.976091,0,0.0239092
1,1,1,10.83,6.54407,0.0501667,3.11857,0.001,64,1.04,1.07,37.19,0,0,0,0.952143,0.0478573
1,1,1,10.83,6.54407,0.0501667,3.11857,0.005,44,1.07,1.11,24.67,1,0,0,0.609148,0.390852
1,1,1,10.83,6.54407,0.0501667,3.11857,0.05,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,10.83,6.54407,0.0501667,3.11857,0.1,-1,-1,-1,-1,-1,-1,0.976748,0,0.0232517
1,1,1,10.83,6.54407,0.0501667,3.11857,0.025,-1,-1,-1,-1,-1,-1,0.839978,0,0.160022
1,1,1,3.04,2.13243,0.342595,1.96841,0.001,35,1.04,1.07,17.3,0,0,0,0.878599,0.121401
1,1,1,3.04,2.13243,0.342595,1.96841,0.075,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,3.04,2.13243,0.342595,1.96841,0.005,35,1.04,1.07,17.63,0,0,0,0.879865,0.120135
1,1,1,3.04,2.13243,0.342595,1.96841,0.05,-1,-1,-1,-1,-1,-1,0.976642,0,0.0233578
1,1,1,3.04,2.13243,0.342595,1.96841,0.1,-1,-1,-1,-1,-1,-1,0.9663,0,0.0336996
1,1,1,3.04,2.13243,0.342595,1.96841,0.01,35,1.04,1.07,18.08,0,0,0,0.904229,0.0957715
1,1,1,3.04,2.13243,0.342595,1.96841,0,27,1.03,1.07,12.96,1,1,0,0.150649,0.849351
1,1,1,3.04,2.13243,0.342595,1.96841,0.025,23,1.11,1.15,10.4,1,1,0,0.0908801,0.90912
1,1,1,85.32,44.1538,0.00338489,3.66486,0.1,-1,-1,-1,-1,-1,-1,0.882545,0,0.117455
1,1,1,85.32,44.1538,0.00338489,3.66486,0.025,45,1.27,1.32,27.53,1,1,0,0.134408,0.865592
1,1,1,85.32,44.1538,0.00338489,3.66486,0,186,1.03,1.07,228.4,0,0,0,0.95527,0.0447298
1,1,1,85.32,44.1538,0.00338489,3.66486,0.05,-1,-1,-1,-1,-1,-1,0.906887,0,0.0931134
1,1,1,85.32,44.1538,0.00338489,3.66486,0.005,83,1.18,1.22,57.16,0,0,0,0.931658,0.0683418
1,1,1,85.32,44.1538,0.00338489,3.66486,0.001,109,1.09,1.13,102.8,0,0,0,0.959585,0.0404145
1,1,1,85.32,44.1538,0.00338489,3.66486,0.01,59,1.22,1.26,35.48,0,0,0,0.780053,0.219947
1,1,1,85.32,44.1538,0.00338489,3.66486,0.075,-1,-1,-1,-1,-1,-1,0.906887,0,0.0931134
1,1,1,20.43,10.7794,0.0645862,2.49385,0.1,-1,-1,-1,-1,-1,-1,0.976091,0,0.0239092
1,1,1,20.43,10.7794,0.0645862,2.49385,0.075,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,20.43,10.7794,0.0645862,2.49385,0.05,-1,-1,-1,-1,-1,-1,0.899102,0,0.100898
1,1,1,20.43,10.7794,0.0645862,2.49385,0,94,1.03,1.07,71,0,0,0,0.95527,0.0447298
1,1,1,20.43,10.7794,0.0645862,2.49385,0.005,35,1.09,1.13,20.05,0,0,0,0.854118,0.145882
1,1,1,20.43,10.7794,0.0645862,2.49385,0.025,20,1.11,1.16,9.936,1,1,0,0.0814222,0.918578
1,1,1,20.43,10.7794,0.0645862,2.49385,0.01,25,1.1,1.14,13.15,1,0,0,0.820761,0.179239
1,1,1,20.43,10.7794,0.0645862,2.49385,0.001,70,1.06,1.1,54.7,0,0,0,0.923364,0.0766359
1,1,1,5.74,3.38207,0.273489,1.8367,0.075,-1,-1,-1,-1,-1,-1,0.841349,0,0.158651
1,1,1,5.74,3.38207,0.273489,1.8367,0.005,46,1.05,1.09,38.54,1,1,0,0.235925,0.764075
1,1,1,5.74,3.38207,0.273489,1.8367,0.01,50,1.08,1.12,45.15,1,1,0,0.153357,0.846643
1,1,1,5.74,3.38207,0.273489,1.8367,0.05,-1,-1,-1,-1,-1,-1,0.961998,0,0.0380019
1,1,1,5.74,3.38207,0.273489,1.8367,0.1,-1,-1,-1,-1,-1,-1,0.884124,0,0.115876
1,1,1,5.74,3.38207,0.273489,1.8367,0.001,45,1.04,1.07,38.72,1,1,0,0.380704,0.619296
1,1,1,5.74,3.38207,0.273489,1.8367,0,46,1.03,1.07,38.51,1,1,0,0.175459,0.824541
1,1,1,5.74,3.38207,0.273489,1.8367,0.025,47,1.11,1.15,41.56,1,1,0,0.0921404,0.90786
1,1,1,38.57,19.8469,0.0349781,2.54981,0.025,20,1.11,1.16,12.22,1,1,0,0.0209427,0.979057
1,1,1,38.57,19.8469,0.0349781,2.54981,0.005,33,1.1,1.14,17.99,0,0,0,0.796625,0.203375
1,1,1,38.57,19.8469,0.0349781,2.54981,0.075,-1,-1,-1,-1,-1,-1,0.917885,0,0.0821154
1,1,1,38.57,19.8469,0.0349781,2.54981,0.01,22,1.1,1.14,10.42,1,1,0,0.0773269,0.922673
1,1,1,38.57,19.8469,0.0349781,2.54981,0,124,1.03,1.07,133.1,0,0,0,1,0
1,1,1,38.57,19.8469,0.0349781,2.54981,0.05,-1,-1,-1,-1,-1,-1,0.836835,0,0.163165
1,1,1,38.57,19.8469,0.0349781,2.54981,0.1,-1,-1,-1,-1,-1,-1,0.958038,0,0.0419616
1,1,1,38.57,19.8469,0.0349781,2.54981,0.001,61,1.08,1.12,38.52,0,0,0,0.96282,0.0371797
1,1,1,2.59,1.92271,0.385538,1.88725,0.05,-1,-1,-1,-1,-1,-1,0.841349,0,0.158651
1,1,1,2.59,1.92271,0.385538,1.88725,0.075,-1,-1,-1,-1,-1,-1,0.961998,0,0.0380019
1,1,1,2.59,1.92271,0.385538,1.88725,0.025,24,1.11,1.15,10.92,1,1,0,0,1
1,1,1,2.59,1.92271,0.385538,1.88725,0.001,38,1.04,1.07,20.13,0,0,0,0.776212,0.223788
1,1,1,2.59,1.92271,0.385538,1.88725,0.005,38,1.04,1.07,18.85,0,0,0,0.909258,0.0907418
1,1,1,2.59,1.92271,0.385538,1.88725,0.1,-1,-1,-1,-1,-1,-1,0.906543,0,0.0934568
1,1,1,2.59,1.92271,0.385538,1.88725,0,26,1.03,1.07,12.63,1,1,0,0.13728,0.86272
1,1,1,2.59,1.92271,0.385538,1.88725,0.01,38,1.04,1.07,22.09,0,0,0,0.742433,0.257567
1,1,1,100,50.5117,0.0182507,2.13533,0.001,39,1.1,1.14,21.95,0,0,0,0.61708,0.38292
1,1,1,100,50.5117,0.0182507,2.13533,0.075,-1,-1,-1,-1,-1,-1,0.904886,0,0.0951136
1,1,1,100,50.5117,0.0182507,2.13533,0.005,27,1.1,1.15,16.56,1,0,0,0.541094,0.458906
1,1,1,100,50.5117,0.0182507,2.13533,0.025,24,1.11,1.15,14.45,1,1,0,0.137544,0.862456
1,1,1,100,50.5117,0.0182507,2.13533,0.05,-1,-1,-1,-1,-1,-1,0.946536,0,0.0534639
1,1,1,100,50.5117,0.0182507,2.13533,0.1,-1,-1,-1,-1,-1,-1,0.902532,0,0.0974681
1,1,1,100,50.5117,0.0182507,2.13533,0,162,1.03,1.07,176.5,0,0,0,0.924936,0.0750641
1,1,1,100,50.5117,0.0182507,2.13533,0.01,25,1.11,1.15,15.05,1,1,0,0.140154,0.859846
1,1,1,85.32,43.3866,0.00894579,3.19041,0.005,45,1.1,1.14,22.75,1,1,0,0.0859386,0.914061
1,1,1,85.32,43.3866,0.00894579,3.19041,0.075,-1,-1,-1,-1,-1,-1,0.956031,0,0.0439689
1,1,1,85.32,43.3866,0.00894579,3.19041,0.025,41,1.16,1.2,21.56,1,1,0,0.0929068,0.907093
1,1,1,85.32,43.3866,0.00894579,3.19041,0.01,45,1.11,1.15,29.04,1,1,0,0.0879661,0.912034
1,1,1,85.32,43.3866,0.00894579,3.19041,0.05,-1,-1,-1,-1,-1,-1,0.950887,0,0.049113
1,1,1,85.32,43.3866,0.00894579,3.19041,0.1,-1,-1,-1,-1,-1,-1,0.901994,0,0.098006
1,1,1,85.32,43.3866,0.00894579,3.19041,0.001,67,1.09,1.14,49.32,0,0,0,0.903711,0.0962894
1,1,1,85.32,43.3866,0.00894579,3.19041,0,183,1.03,1.07,195.4,0,0,0,0.956204,0.0437957
1,1,1,38.57,20.7884,0.00854494,3.56933,0.075,-1,-1,-1,-1,-1,-1,0.856712,0,0.143288
1,1,1,38.57,20.7884,0.00854494,3.56933,0.01,52,1.2,1.24,30.29,0,0,0,0.859046,0.140954
1,1,1,38.57,20.7884,0.00854494,3.56933,0.001,90,1.08,1.12,70.02,0,0,0,0.965555,0.0344449
