%labels Sigma_min_mean,Sigma_max_mean,ElEdge_min,ElEdge_max,ElEdge_mean,ElDetJ_min_mean,ElDetJ_max_mean,_DROP_TOL_,Iters,Op_Complex,Smoo_Complex,SolveTime,CostEst,Pred,Pr -1,Pr 0,Pr 1
1,1,1,38.57,20.1798,0.014998,3.32044,0.001,84,1.08,1.12,61.06,0,0,0,0.95454,0.0454604
1,1,1,38.57,20.1798,0.014998,3.32044,0.05,-1,-1,-1,-1,-1,-1,0.854284,0,0.145716
1,1,1,38.57,20.1798,0.014998,3.32044,0.1,-1,-1,-1,-1,-1,-1,0.860337,0,0.139663
1,1,1,38.57,20.1798,0.014998,3.32044,0.01,53,1.11,1.15,33.85,0,0,0,0.834367,0.165633
1,1,1,38.57,20.1798,0.014998,3.32044,0,134,1.03,1.07,111.9,0,0,0,1,0
1,1,1,38.57,20.1798,0.014998,3.32044,0.005,53,1.1,1.14,29.37,0,0,0,0.691091,0.308909
1,1,1,38.57,20.1798,0.014998,3.32044,0.025,36,1.21,1.25,22.01,1,1,0,0.0666797,0.93332
1,1,1,14.87,8.00157,0.0872138,2.45108,0.075,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,14.87,8.00157,0.0872138,2.45108,0.025,20,1.12,1.16,10.71,1,1,0,0.0947128,0.905287
1,1,1,14.87,8.00157,0.0872138,2.45108,0.01,25,1.09,1.14,12.91,1,1,0,0.246274,0.753726
1,1,1,14.87,8.00157,0.0872138,2.45108,0.001,73,1.05,1.08,56.47,0,0,0,0.933185,0.0668149
1,1,1,14.87,8.00157,0.0872138,2.45108,0.05,-1,-1,-1,-1,-1,-1,0.95246,0,0.0475397
1,1,1,14.87,8.00157,0.0872138,2.45108,0.1,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,14.87,8.00157,0.0872138,2.45108,0,78,1.03,1.07,52.49,0,0,0,0.9663,0.0336996
1,1,1,14.87,8.00157,0.0872138,2.45108,0.005,35,1.08,1.12,18.65,0,0,0,0.81111,0.18889
1,1,1,10.83,6.05527,0.0941848,2.64186,0.01,27,1.09,1.13,13.69,0,1,0,0.187087,0.812913
1,1,1,10.83,6.05527,0.0941848,2.64186,0.001,62,1.04,1.07,40.98,0,0,0,0.914874,0.0851261
1,1,1,10.83,6.05527,0.0941848,2.64186,0.025,21,1.12,1.16,10.26,1,1,0,0.0713349,0.928665
1,1,1,10.83,6.05527,0.0941848,2.64186,0.005,39,1.07,1.11,21.38,0,0,0,0.798665,0.201335
1,1,1,10.83,6.05527,0.0941848,2.64186,0.05,-1,-1,-1,-1,-1,-1,0.976091,0,0.0239092
1,1,1,10.83,6.05527,0.0941848,2.64186,0.1,-1,-1,-1,-1,-1,-1,0.976748,0,0.0232517
1,1,1,10.83,6.05527,0.0941848,2.64186,0,65,1.03,1.07,41.56,0,0,0,0.953601,0.0463986
1,1,1,10.83,6.05527,0.0941848,2.64186,0.075,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,62.1,41.1116,0.00117435,3.86368,0,192,1.03,1.07,231.9,0,0,0,0.90526,0.0947397
1,1,1,62.1,41.1116,0.00117435,3.86368,0.075,-1,-1,-1,-1,-1,-1,0.911727,0,0.0882725
1,1,1,62.1,41.1116,0.00117435,3.86368,0.001,122,1.19,1.23,103.8,0,0,0,1,0
1,1,1,62.1,41.1116,0.00117435,3.86368,0.05,-1,-1,-1,-1,-1,-1,0.93165,0,0.0683497
1,1,1,62.1,41.1116,0.00117435,3.86368,0.1,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,62.1,41.1116,0.00117435,3.86368,0.005,61,1.27,1.32,41.07,0,0,0,0.977138,0.0228623
1,1,1,62.1,41.1116,0.00117435,3.86368,0.025,30,1.33,1.38,17.59,1,1,0,0.137126,0.862874
1,1,1,62.1,41.1116,0.00117435,3.86368,0.01,50,1.3,1.35,30.29,0,0,0,0.855131,0.144869
1,1,1,4.89,3.2277,0.168098,2.49888,0.075,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,4.89,3.2277,0.168098,2.49888,0.01,30,1.06,1.09,19.11,1,1,0,0.252708,0.747292
1,1,1,4.89,3.2277,0.168098,2.49888,0.005,37,1.04,1.07,20.13,0,0,0,0.77848,0.22152
1,1,1,4.89,3.2277,0.168098,2.49888,0,36,1.03,1.07,17.07,0,0,0,0.543454,0.456546
1,1,1,4.89,3.2277,0.168098,2.49888,0.05,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,4.89,3.2277,0.168098,2.49888,0.1,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,4.89,3.2277,0.168098,2.49888,0.001,37,1.04,1.07,18.57,0,0,0,0.69702,0.30298
1,1,1,4.89,3.2277,0.168098,2.49888,0.025,25,1.13,1.17,13.36,1,1,0,0.145635,0.854365
1,1,1,72.79,37.1245,0.0104648,3.18406,0.001,72,1.09,1.13,47.34,0,0,0,0.854387,0.145613
1,1,1,72.79,37.1245,0.0104648,3.18406,0.075,-1,-1,-1,-1,-1,-1,0.908293,0,0.0917075
1,1,1,72.79,37.1245,0.0104648,3.18406,0.005,45,1.1,1.14,26.16,1,1,0,0.120253,0.879747
1,1,1,72.79,37.1245,0.0104648,3.18406,0.05,-1,-1,-1,-1,-1,-1,0.950887,0,0.049113
1,1,1,72.79,37.1245,0.0104648,3.18406,0.1,-1,-1,-1,-1,-1,-1,0.961998,0,0.0380019
1,1,1,72.79,37.1245,0.0104648,3.18406,0.01,45,1.11,1.15,24.03,1,1,0,0.0959313,0.904069
1,1,1,72.79,37.1245,0.0104648,3.18406,0.025,40,1.16,1.2,21.49,1,1,0,0.073626,0.926374
1,1,1,72.79,37.1245,0.0104648,3.18406,0,169,1.03,1.07,184,0,0,0,0.905814,0.0941858
1,1,1,100,51.0194,0.00445991,3.51441,0.075,-1,-1,-1,-1,-1,-1,0.951847,0,0.0481533
1,1,1,100,51.0194,0.00445991,3.51441,0,198,1.03,1.07,245.8,0,0,0,1,0
1,1,1,100,51.0194,0.00445991,3.51441,0.05,-1,-1,-1,-1,-1,-1,0.914799,0,0.085201
1,1,1,100,51.0194,0.00445991,3.51441,0.1,-1,-1,-1,-1,-1,-1,0.856631,0,0.143369
1,1,1,100,51.0194,0.00445991,3.51441,0.01,62,1.16,1.21,36.91,0,0,0,0.876293,0.123707
1,1,1,100,51.0194,0.00445991,3.51441,0.025,40,1.24,1.28,26.03,1,1,0,0.0976373,0.902363
1,1,1,100,51.0194,0.00445991,3.51441,0.001,89,1.1,1.14,68.63,0,0,0,0.874938,0.125062
1,1,1,100,51.0194,0.00445991,3.51441,0.005,78,1.11,1.15,57.13,0,0,0,0.923016,0.0769844
1,1,1,14.87,8.11082,0.0623881,2.82024,0.01,28,1.09,1.13,13.83,1,1,0,0.0681605,0.93184
1,1,1,14.87,8.11082,0.0623881,2.82024,0,81,1.03,1.07,64.97,0,0,0,0.9663,0.0336996
1,1,1,14.87,8.11082,0.0623881,2.82024,0.075,-1,-1,-1,-1,-1,-1,0.95246,0,0.0475397
1,1,1,14.87,8.11082,0.0623881,2.82024,0.05,-1,-1,-1,-1,-1,-1,0.976091,0,0.0239092
1,1,1,14.87,8.11082,0.0623881,2.82024,0.1,-1,-1,-1,-1,-1,-1,0.976748,0,0.0232517
1,1,1,14.87,8.11082,0.0623881,2.82024,0.005,40,1.08,1.12,22.96,0,0,0,0.848235,0.151765
1,1,1,14.87,8.11082,0.0623881,2.82024,0.025,27,1.12,1.16,13.35,1,1,0,0.0335957,0.966404
1,1,1,14.87,8.11082,0.0623881,2.82024,0.001,77,1.04,1.08,53.04,0,0,0,0.9553,0.0446997
1,1,1,6.72,4.71737,0.0768746,2.96527,0.075,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,6.72,4.71737,0.0768746,2.96527,0.001,45,1.04,1.07,22.96,1,0,0,0.561176,0.438824
1,1,1,6.72,4.71737,0.0768746,2.96527,0.01,35,1.09,1.13,22.94,1,1,0,0.368888,0.631112
1,1,1,6.72,4.71737,0.0768746,2.96527,0.05,-1,-1,-1,-1,-1,-1,0.95246,0,0.0475397
1,1,1,6.72,4.71737,0.0768746,2.96527,0.1,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,6.72,4.71737,0.0768746,2.96527,0,46,1.03,1.07,26.74,0,0,0,0.519731,0.480269
1,1,1,6.72,4.71737,0.0768746,2.96527,0.025,-1,-1,-1,-1,-1,-1,0.837978,0,0.162022
1,1,1,6.72,4.71737,0.0768746,2.96527,0.005,43,1.05,1.08,25.25,1,1,0,0.478709,0.521291
1,1,1,5.74,3.37,0.296736,1.70326,0,35,1.03,1.07,21.46,0,0,0,0.664879,0.335121
1,1,1,5.74,3.37,0.296736,1.70326,0.075,-1,-1,-1,-1,-1,-1,0.952665,0,0.047335
1,1,1,5.74,3.37,0.296736,1.70326,0.01,21,1.08,1.12,15.56,1,1,0,0.142432,0.857568
1,1,1,5.74,3.37,0.296736,1.70326,0.05,-1,-1,-1,-1,-1,-1,0.961998,0,0.0380019
1,1,1,5.74,3.37,0.296736,1.70326,0.025,18,1.11,1.15,10.75,1,1,0,0,1
1,1,1,5.74,3.37,0.296736,1.70326,0.1,-1,-1,-1,-1,-1,-1,0.904229,0,0.0957715
1,1,1,5.74,3.37,0.296736,1.70326,0.001,36,1.04,1.07,22.14,0,0,0,0.71001,0.28999
1,1,1,5.74,3.37,0.296736,1.70326,0.005,31,1.05,1.09,22.8,0,0,0,0.844445,0.155555
1,1,1,52.98,28.4157,0.00466928,3.67852,0.001,107,1.09,1.13,84.57,0,0,0,0.962851,0.0371491
1,1,1,52.98,28.4157,0.00466928,3.67852,0.075,-1,-1,-1,-1,-1,-1,0.890637,0,0.109363
1,1,1,52.98,28.4157,0.00466928,3.67852,0.005,72,1.19,1.23,54.56,0,0,0,0.899576,0.100424
1,1,1,52.98,28.4157,0.00466928,3.67852,0.01,62,1.22,1.27,49.84,0,0,0,0.761963,0.238037
1,1,1,52.98,28.4157,0.00466928,3.67852,0,152,1.03,1.07,155.8,0,0,0,1,0
1,1,1,52.98,28.4157,0.00466928,3.67852,0.05,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,52.98,28.4157,0.00466928,3.67852,0.1,-1,-1,-1,-1,-1,-1,0.928552,0,0.0714477
1,1,1,52.98,28.4157,0.00466928,3.67852,0.025,34,1.28,1.33,20.12,1,1,0,0.0839917,0.916008
1,1,1,20.43,11.3249,0.024178,3.31939,0.075,-1,-1,-1,-1,-1,-1,0.976748,0,0.0232517
1,1,1,20.43,11.3249,0.024178,3.31939,0.001,93,1.05,1.09,73.44,0,0,0,0.928079,0.0719208
1,1,1,20.43,11.3249,0.024178,3.31939,0.05,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,20.43,11.3249,0.024178,3.31939,0.1,-1,-1,-1,-1,-1,-1,0.899102,0,0.100898
1,1,1,20.43,11.3249,0.024178,3.31939,0.005,49,1.09,1.13,31.62,0,0,0,0.7666,0.2334
1,1,1,20.43,11.3249,0.024178,3.31939,0,100,1.03,1.07,85.47,0,0,0,0.928824,0.0711755
1,1,1,20.43,11.3249,0.024178,3.31939,0.025,33,1.22,1.26,18.64,1,1,0,0.119869,0.880131
1,1,1,20.43,11.3249,0.024178,3.31939,0.01,46,1.13,1.17,25.59,0,0,0,0.917681,0.0823188
1,1,1,45.2,28.3958,0.00255398,3.79798,0.075,-1,-1,-1,-1,-1,-1,0.904198,0,0.0958016
1,1,1,45.2,28.3958,0.00255398,3.79798,0,147,1.03,1.07,150.9,0,0,0,0.95141,0.0485902
1,1,1,45.2,28.3958,0.00255398,3.79798,0.005,61,1.24,1.28,42.27,0,0,0,0.926616,0.0733845
1,1,1,45.2,28.3958,0.00255398,3.79798,0.025,29,1.32,1.36,18.08,1,1,0,0.0467756,0.953224
1,1,1,45.2,28.3958,0.00255398,3.79798,0.01,43,1.28,1.32,28.16,0,0,0,0.885437,0.114563
1,1,1,45.2,28.3958,0.00255398,3.79798,0.05,-1,-1,-1,-1,-1,-1,0.904198,0,0.0958016
1,1,1,45.2,28.3958,0.00255398,3.79798,0.1,-1,-1,-1,-1,-1,-1,0.890637,0,0.109363
1,1,1,45.2,28.3958,0.00255398,3.79798,0.001,111,1.14,1.19,101.3,0,0,0,0.87827,0.12173
1,1,1,62.1,31.5754,0.0267474,2.27559,0.075,-1,-1,-1,-1,-1,-1,0.975809,0,0.0241911
1,1,1,62.1,31.5754,0.0267474,2.27559,0.001,49,1.09,1.13,27.93,0,0,0,0.861168,0.138832
1,1,1,62.1,31.5754,0.0267474,2.27559,0.005,24,1.1,1.14,10.53,1,0,0,0.503048,0.496952
1,1,1,62.1,31.5754,0.0267474,2.27559,0.05,-1,-1,-1,-1,-1,-1,0.890533,0,0.109467
1,1,1,62.1,31.5754,0.0267474,2.27559,0.1,-1,-1,-1,-1,-1,-1,0.956031,0,0.0439689
1,1,1,62.1,31.5754,0.0267474,2.27559,0.025,20,1.11,1.15,10.12,1,1,0,0,1
1,1,1,62.1,31.5754,0.0267474,2.27559,0,140,1.03,1.07,121,0,0,0,0.924936,0.0750641
1,1,1,62.1,31.5754,0.0267474,2.27559,0.01,20,1.1,1.15,9.315,1,1,0,0.0478697,0.95213
1,1,1,10.83,6.1079,0.0836939,2.75547,0.001,62,1.04,1.07,35.59,0,0,0,1,0
1,1,1,10.83,6.1079,0.0836939,2.75547,0.075,-1,-1,-1,-1,-1,-1,0.977521,0,0.0224791
1,1,1,10.83,6.1079,0.0836939,2.75547,0.005,41,1.07,1.11,24.52,0,0,0,0.854215,0.145785
1,1,1,10.83,6.1079,0.0836939,2.75547,0.05,-1,-1,-1,-1,-1,-1,0.899102,0,0.100898
1,1,1,10.83,6.1079,0.0836939,2.75547,0,66,1.03,1.07,42.22,0,0,0,0.951179,0.0488211
1,1,1,10.83,6.1079,0.0836939,2.75547,0.1,-1,-1,-1,-1,-1,-1,0.899102,0,0.100898
1,1,1,10.83,6.1079,0.0836939,2.75547,0.025,24,1.12,1.16,10.7,1,1,0,0.159303,0.840697
1,1,1,10.83,6.1079,0.0836939,2.75547,0.01,29,1.09,1.13,15.89,1,1,0,0.0519242,0.948076
1,1,1,5.74,3.62605,0.146899,2.56333,0.1,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,5.74,3.62605,0.146899,2.56333,0.075,-1,-1,-1,-1,-1,-1,0.976748,0,0.0232517
1,1,1,5.74,3.62605,0.146899,2.56333,0.001,40,1.04,1.07,19.82,0,0,0,0.835704,0.164296
1,1,1,5.74,3.62605,0.146899,2.56333,0.05,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,5.74,3.62605,0.146899,2.56333,0.005,39,1.04,1.08,21.68,0,1,0,0.343901,0.656099
1,1,1,5.74,3.62605,0.146899,2.56333,0.025,24,1.12,1.17,12.91,1,1,0,0.0973991,0.902601
1,1,1,5.74,3.62605,0.146899,2.56333,0,40,1.03,1.07,19.29,0,0,0,0.811808,0.188192
1,1,1,5.74,3.62605,0.146899,2.56333,0.01,30,1.07,1.11,16.21,1,1,0,0.235809,0.764191
1,1,1,20.43,12.052,0.015778,3.491,0.01,43,1.18,1.23,22.99,0,0,0,0.961137,0.0388632
1,1,1,20.43,12.052,0.015778,3.491,0.05,-1,-1,-1,-1,-1,-1,0.976091,0,0.0239092
1,1,1,20.43,12.052,0.015778,3.491,0.001,92,1.05,1.09,73.52,0,0,0,0.95527,0.0447298
1,1,1,20.43,12.052,0.015778,3.491,0.025,30,1.25,1.3,15.9,1,1,0,0.0913166,0.908683
1,1,1,20.43,12.052,0.015778,3.491,0,102,1.03,1.07,88.02,0,0,0,0.9553,0.0446997
1,1,1,20.43,12.052,0.015778,3.491,0.005,58,1.13,1.17,37.83,0,0,0,0.966404,0.0335957
1,1,1,20.43,12.052,0.015778,3.491,0.1,-1,-1,-1,-1,-1,-1,0.976748,0,0.0232517
1,1,1,20.43,12.052,0.015778,3.491,0.075,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,72.79,36.9204,0.0228725,2.2809,0.001,47,1.1,1.14,32.32,0,0,0,0.912953,0.0870469
1,1,1,72.79,36.9204,0.0228725,2.2809,0.075,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,72.79,36.9204,0.0228725,2.2809,0.01,20,1.1,1.15,9.204,1,1,0,0.0723097,0.92769
1,1,1,72.79,36.9204,0.0228725,2.2809,0.05,-1,-1,-1,-1,-1,-1,0.930068,0,0.0699315
1,1,1,72.79,36.9204,0.0228725,2.2809,0,151,1.03,1.07,134.3,0,0,0,0.930391,0.0696085
1,1,1,72.79,36.9204,0.0228725,2.2809,0.1,-1,-1,-1,-1,-1,-1,0.930068,0,0.0699315
1,1,1,72.79,36.9204,0.0228725,2.2809,0.005,23,1.1,1.14,11.96,1,0,0,0.768901,0.231099
1,1,1,72.79,36.9204,0.0228725,2.2809,0.025,20,1.11,1.15,10.28,1,1,0,0.0441998,0.9558
1,1,1,45.2,23.579,0.011215,3.4065,0.005,61,1.1,1.14,36.07,0,0,0,0.960431,0.0395686
1,1,1,45.2,23.579,0.011215,3.4065,0.001,83,1.08,1.12,61.61,0,0,0,1,0
1,1,1,45.2,23.579,0.011215,3.4065,0.075,-1,-1,-1,-1,-1,-1,0.956036,0,0.0439644
1,1,1,45.2,23.579,0.011215,3.4065,0.01,61,1.12,1.16,41.37,0,0,0,0.906948,0.0930518
1,1,1,45.2,23.579,0.011215,3.4065,0.025,40,1.22,1.27,21.11,1,1,0,0.165068,0.834932
1,1,1,45.2,23.579,0.011215,3.4065,0,141,1.03,1.07,153.7,0,0,0,0.953808,0.0461924
1,1,1,45.2,23.579,0.011215,3.4065,0.05,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,45.2,23.579,0.011215,3.4065,0.1,-1,-1,-1,-1,-1,-1,0.904198,0,0.0958016
1,1,1,85.32,43.2212,0.0160343,2.58561,0.025,22,1.11,1.16,11.61,1,1,0,0.0790865,0.920913
1,1,1,85.32,43.2212,0.0160343,2.58561,0.075,-1,-1,-1,-1,-1,-1,0.924233,0,0.0757672
1,1,1,85.32,43.2212,0.0160343,2.58561,0,174,1.03,1.07,229.6,0,0,0,1,0
1,1,1,85.32,43.2212,0.0160343,2.58561,0.005,26,1.1,1.14,14.21,1,0,0,0.718231,0.281769
1,1,1,85.32,43.2212,0.0160343,2.58561,0.001,53,1.1,1.14,38.32,0,0,0,0.926732,0.0732681
1,1,1,85.32,43.2212,0.0160343,2.58561,0.05,-1,-1,-1,-1,-1,-1,0.904321,0,0.0956785
1,1,1,85.32,43.2212,0.0160343,2.58561,0.1,-1,-1,-1,-1,-1,-1,0.906887,0,0.0931134
1,1,1,85.32,43.2212,0.0160343,2.58561,0.01,22,1.1,1.15,13.48,1,1,0,0.178486,0.821514
1,1,1,14.87,8.16891,0.0552737,2.92603,0.075,-1,-1,-1,-1,-1,-1,0.899102,0,0.100898
1,1,1,14.87,8.16891,0.0552737,2.92603,0.001,79,1.04,1.08,55.83,0,0,0,0.962342,0.0376584
1,1,1,14.87,8.16891,0.0552737,2.92603,0.01,30,1.09,1.13,15.96,1,1,0,0.271706,0.728294
1,1,1,14.87,8.16891,0.0552737,2.92603,0,82,1.03,1.07,55.83,0,0,0,0.953678,0.0463222
1,1,1,14.87,8.16891,0.0552737,2.92603,0.05,-1,-1,-1,-1,-1,-1,0.95246,0,0.0475397
1,1,1,14.87,8.16891,0.0552737,2.92603,0.1,-1,-1,-1,-1,-1,-1,0.955948,0,0.0440515
1,1,1,14.87,8.16891,0.0552737,2.92603,0.005,42,1.08,1.12,21.44,0,0,0,1,0
1,1,1,14.87,8.16891,0.0552737,2.92603,0.025,30,1.13,1.17,14.83,1,1,0,0.105023,0.894977
1,1,1,85.32,53.3279,0.000734377,3.891,0.075,-1,-1,-1,-1,-1,-1,0.961998,0,0.0380019
1,1,1,85.32,53.3279,0.000734377,3.891,0.001,125,1.21,1.26,128.4,0,0,0,0.90762,0.0923796
1,1,1,85.32,53.3279,0.000734377,3.891,0.025,28,1.34,1.39,18.44,1,1,0,0.159251,0.840749
1,1,1,85.32,53.3279,0.000734377,3.891,0.005,66,1.28,1.33,47.62,0,0,0,0.948215,0.0517852
1,1,1,85.32,53.3279,0.000734377,3.891,0.05,-1,-1,-1,-1,-1,-1,0.890637,0,0.109363
1,1,1,85.32,53.3279,0.000734377,3.891,0.1,-1,-1,-1,-1,-1,-1,0.906354,0,0.0936456
1,1,1,85.32,53.3279,0.000734377,3.891,0.01,46,1.31,1.36,26.3,0,0,0,0.88391,0.11609
1,1,1,85.32,53.3279,0.000734377,3.891,0,200,1.03,1.07,228.1,0,0,0,0.950633,0.0493672
1,1,1,45.2,23.1848,0.026972,2.69429,0.1,-1,-1,-1,-1,-1,-1,0.924233,0,0.0757672
1,1,1,45.2,23.1848,0.026972,2.69429,0.075,-1,-1,-1,-1,-1,-1,0.956036,0,0.0439644
1,1,1,45.2,23.1848,0.026972,2.69429,0.05,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,45.2,23.1848,0.026972,2.69429,0.01,25,1.1,1.14,13.26,1,1,0,0.192797,0.807203
1,1,1,45.2,23.1848,0.026972,2.69429,0.025,24,1.12,1.16,12.72,1,1,0,0.068075,0.931925
1,1,1,45.2,23.1848,0.026972,2.69429,0,133,1.03,1.07,128.4,0,0,0,0.929612,0.0703879
1,1,1,45.2,23.1848,0.026972,2.69429,0.001,62,1.08,1.13,41.53,0,0,0,0.97511,0.0248901
1,1,1,45.2,23.1848,0.026972,2.69429,0.005,31,1.1,1.14,16.72,0,1,0,0.466642,0.533358
1,1,1,1.61,1.42986,0.58719,1.52206,0.025,26,1.05,1.09,15.5,1,1,0,0.276093,0.723907
1,1,1,1.61,1.42986,0.58719,1.52206,0.075,-1,-1,-1,-1,-1,-1,0.906437,0,0.0935626
1,1,1,1.61,1.42986,0.58719,1.52206,0.001,38,1.04,1.07,19.25,0,0,0,0.858006,0.141994
1,1,1,1.61,1.42986,0.58719,1.52206,0.05,-1,-1,-1,-1,-1,-1,0.884124,0,0.115876
1,1,1,1.61,1.42986,0.58719,1.52206,0,40,1.03,1.07,20.97,0,1,0,0.388546,0.611454
1,1,1,1.61,1.42986,0.58719,1.52206,0.1,-1,-1,-1,-1,-1,-1,0.904229,0,0.0957715
1,1,1,1.61,1.42986,0.58719,1.52206,0.01,38,1.04,1.07,19.07,0,0,0,0.732319,0.267681
1,1,1,1.61,1.42986,0.58719,1.52206,0.005,38,1.04,1.07,18.89,0,0,0,0.814605,0.185395
1,1,1,4.89,3.03179,0.234989,2.17179,0.075,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,4.89,3.03179,0.234989,2.17179,0.001,35,1.04,1.07,20.28,0,0,0,0.815091,0.184909
1,1,1,4.89,3.03179,0.234989,2.17179,0,33,1.03,1.07,19.14,0,0,0,0.812226,0.187774
1,1,1,4.89,3.03179,0.234989,2.17179,0.05,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,4.89,3.03179,0.234989,2.17179,0.1,-1,-1,-1,-1,-1,-1,0.976748,0,0.0232517
1,1,1,4.89,3.03179,0.234989,2.17179,0.005,35,1.04,1.07,18.81,0,0,0,1,0
1,1,1,4.89,3.03179,0.234989,2.17179,0.01,27,1.06,1.1,15.51,0,0,0,0.559227,0.440773
1,1,1,4.89,3.03179,0.234989,2.17179,0.025,21,1.11,1.15,9.959,1,1,0.0270075,0.0498075,0.923185
1,1,1,85.32,43.9657,0.00391709,3.61945,0.01,58,1.21,1.25,37.47,0,0,0,0.856159,0.143841
1,1,1,85.32,43.9657,0.00391709,3.61945,0.075,-1,-1,-1,-1,-1,-1,0.901834,0,0.0981664
1,1,1,85.32,43.9657,0.00391709,3.61945,0.025,36,1.26,1.31,21.22,1,1,0,0.141826,0.858174
1,1,1,85.32,43.9657,0.00391709,3.61945,0.005,83,1.15,1.19,57.36,0,0,0,1,0
1,1,1,85.32,43.9657,0.00391709,3.61945,0.001,97,1.09,1.13,77.38,0,0,0,0.928123,0.0718774
1,1,1,85.32,43.9657,0.00391709,3.61945,0.05,-1,-1,-1,-1,-1,-1,0.890637,0,0.109363
1,1,1,85.32,43.9657,0.00391709,3.61945,0.1,-1,-1,-1,-1,-1,-1,0.901994,0,0.098006
1,1,1,85.32,43.9657,0.00391709,3.61945,0,186,1.03,1.07,191.4,0,0,0,0.923647,0.0763534
1,1,1,72.79,36.895,0.0271039,1.9729,0.001,44,1.1,1.14,38.3,0,0,0,0.83495,0.16505
1,1,1,72.79,36.895,0.0271039,1.9729,0.005,21,1.1,1.14,17.62,0,0,0,0.604985,0.395015
1,1,1,72.79,36.895,0.0271039,1.9729,0.01,16,1.11,1.15,10.62,1,1,0,0.112245,0.887755
1,1,1,72.79,36.895,0.0271039,1.9729,0.075,-1,-1,-1,-1,-1,-1,0.911138,0,0.0888616
1,1,1,72.79,36.895,0.0271039,1.9729,0,141,1.03,1.07,210.4,0,0,0,0.901283,0.0987171
1,1,1,72.79,36.895,0.0271039,1.9729,0.025,15,1.11,1.15,12.82,1,1,0,0,1
1,1,1,72.79,36.895,0.0271039,1.9729,0.05,-1,-1,-1,-1,-1,-1,0.897521,0,0.102479
1,1,1,72.79,36.895,0.0271039,1.9729,0.1,-1,-1,-1,-1,-1,-1,0.878747,0,0.121253
1,1,1,23.95,13.4275,0.0156563,3.46471,0.075,-1,-1,-1,-1,-1,-1,0.848974,0,0.151026
1,1,1,23.95,13.4275,0.0156563,3.46471,0,111,1.03,1.07,102.4,0,0,0,0.939719,0.0602813
1,1,1,23.95,13.4275,0.0156563,3.46471,0.01,48,1.18,1.22,29.11,0,0,0,0.858852,0.141148
1,1,1,23.95,13.4275,0.0156563,3.46471,0.05,-1,-1,-1,-1,-1,-1,0.926516,0,0.0734835
1,1,1,23.95,13.4275,0.0156563,3.46471,0.1,-1,-1,-1,-1,-1,-1,0.917885,0,0.0821154
1,1,1,23.95,13.4275,0.0156563,3.46471,0.025,33,1.24,1.29,19.29,1,1,0,0.0406334,0.959367
1,1,1,23.95,13.4275,0.0156563,3.46471,0.005,61,1.1,1.14,35.38,0,0,0,0.954476,0.0455241
1,1,1,23.95,13.4275,0.0156563,3.46471,0.001,93,1.06,1.1,64.86,0,0,0,0.962851,0.0371491
1,1,1,14.87,8.2453,0.0486579,3.02441,0,80,1.03,1.07,50.87,0,0,0,0.908764,0.0912359
1,1,1,14.87,8.2453,0.0486579,3.02441,0.075,-1,-1,-1,-1,-1,-1,1,0,0
1,1,1,14.87,8.2453,0.0486579,3.02441,0.025,32,1.16,1.2,21.06,1,1,0,0.0913326,0.908667
1,1,1,14.87,8.2453,0.0486579,3.02441,0.001,78,1.04,1.08,53.59,0,0,0,0.920164,0.0798357
1,1,1,14.87,8.2453,0.0486579,3.02441,0.01,32,1.1,1.14,16.07,1,1,0,0.122375,0.877625
1,1,1,14.87,8.2453,0.0486579,3.02441,0.05,-1,-1,-1,-1,-1,-1,0.976091,0,0.0239092
1,1,1,14.87,8.2453,0.0486579,3.02441,0.1,-1,-1,-1,-1,-1,-1,0.899102,0,0.100898
1,1,1,14.87,8.2453,0.0486579,3.02441,0.005,41,1.08,1.12,23.39,0,0,0,0.571565,0.428435
1,1,1,3.04,2.03316,0.456267,1.62285,0.075,-1,-1,-1,-1,-1,-1,0.904229,0,0.0957715
1,1,1,3.04,2.03316,0.456267,1.62285,0.025,61,1.11,1.15,54.62,0,0,0,0.690764,0.309236
1,1,1,3.04,2.03316,0.456267,1.62285,0,45,1.03,1.07,39.59,1,1,0,0.145233,0.854767
1,1,1,3.04,2.03316,0.456267,1.62285,0.05,-1,-1,-1,-1,-1,-1,0.904229,0,0.0957715
1,1,1,3.04,2.03316,0.456267,1.62285,0.1,-1,-1,-1,-1,-1,-1,0.884124,0,0.115876
