%Stretch1, Stretch2, SigmaSigma_min_mean, Sigma_max_mean, ElEdge_min, ElEdge_max, ElEdge_mean, ElDetJ_min_mean, ElDetJ_max_mean, _DROP_TOL_, Iters, Op_Complex, Smoo_Complex, SolveTime, CostEst
3.04,62.10,1e0,1,1,1,62.1,31.6942,0.015691,2.9622,0.01,33,1.1,1.15,15.72, 1.0000
3.04,62.10,1e0,1,1,1,62.1,31.6942,0.015691,2.9622,0.005,37,1.1,1.14,22.65, 0.8961
4.18,5.74,1e0,1,1,1,5.74,3.87544,0.11457,2.7489,0.075,-1,-1,-1,-1,-67.5200
4.18,5.74,1e0,1,1,1,5.74,3.87544,0.11457,2.7489,0,41,1.03,1.07,20.53, 0.7956
4.18,5.74,1e0,1,1,1,5.74,3.87544,0.11457,2.7489,0.001,40,1.04,1.07,21.78, 0.8155
4.18,5.74,1e0,1,1,1,5.74,3.87544,0.11457,2.7489,0.005,39,1.04,1.08,20.92, 0.8323
4.18,5.74,1e0,1,1,1,5.74,3.87544,0.11457,2.7489,0.05,-1,-1,-1,-1,-67.5200
4.18,5.74,1e0,1,1,1,5.74,3.87544,0.11457,2.7489,0.01,32,1.07,1.11,16.88, 1.0000
4.18,5.74,1e0,1,1,1,5.74,3.87544,0.11457,2.7489,0.1,-1,-1,-1,-1,-67.5200
4.18,5.74,1e0,1,1,1,5.74,3.87544,0.11457,2.7489,0.025,-1,-1,-1,-1,-67.5200
1.17,32.90,1e0,1,1,1,32.9,16.9617,0.0543752,2.09306,0,105,1.03,1.07,97.66, 0.2954
1.17,32.90,1e0,1,1,1,32.9,16.9617,0.0543752,2.09306,0.025,30,1.11,1.15,16.3, 0.9953
1.17,32.90,1e0,1,1,1,32.9,16.9617,0.0543752,2.09306,0.075,-1,-1,-1,-1,-64.2000
1.17,32.90,1e0,1,1,1,32.9,16.9617,0.0543752,2.09306,0.005,30,1.1,1.14,17.51, 1.0000
1.17,32.90,1e0,1,1,1,32.9,16.9617,0.0543752,2.09306,0.05,-1,-1,-1,-1,-64.2000
1.17,32.90,1e0,1,1,1,32.9,16.9617,0.0543752,2.09306,0.1,-1,-1,-1,-1,-64.2000
1.17,32.90,1e0,1,1,1,32.9,16.9617,0.0543752,2.09306,0.01,30,1.1,1.14,17.86, 1.0000
1.17,32.90,1e0,1,1,1,32.9,16.9617,0.0543752,2.09306,0.001,51,1.08,1.12,34.29, 0.5938
1.37,12.69,1e0,1,1,1,12.69,6.87109,0.123284,2.14334,0.01,25,1.09,1.13,11.64, 0.9286
1.37,12.69,1e0,1,1,1,12.69,6.87109,0.123284,2.14334,0,68,1.03,1.07,42.1, 0.3513
1.37,12.69,1e0,1,1,1,12.69,6.87109,0.123284,2.14334,0.075,-1,-1,-1,-1,-49.4500
1.37,12.69,1e0,1,1,1,12.69,6.87109,0.123284,2.14334,0.05,-1,-1,-1,-1,-49.4500
1.37,12.69,1e0,1,1,1,12.69,6.87109,0.123284,2.14334,0.1,-1,-1,-1,-1,-49.4500
1.37,12.69,1e0,1,1,1,12.69,6.87109,0.123284,2.14334,0.025,23,1.11,1.15,14.96, 1.0000
1.37,12.69,1e0,1,1,1,12.69,6.87109,0.123284,2.14334,0.001,68,1.04,1.07,42.26, 0.3513
1.37,12.69,1e0,1,1,1,12.69,6.87109,0.123284,2.14334,0.005,32,1.08,1.12,19.45, 0.7289
1.61,12.69,1e0,1,1,1,12.69,6.88962,0.111948,2.2872,0.075,-1,-1,-1,-1,-43.0000
1.61,12.69,1e0,1,1,1,12.69,6.88962,0.111948,2.2872,0.025,20,1.11,1.15,10.69, 1.0000
1.61,12.69,1e0,1,1,1,12.69,6.88962,0.111948,2.2872,0.05,-1,-1,-1,-1,-43.0000
1.61,12.69,1e0,1,1,1,12.69,6.88962,0.111948,2.2872,0.01,24,1.09,1.13,12.36, 0.8412
1.61,12.69,1e0,1,1,1,12.69,6.88962,0.111948,2.2872,0.1,-1,-1,-1,-1,-43.0000
1.61,12.69,1e0,1,1,1,12.69,6.88962,0.111948,2.2872,0,68,1.03,1.07,46.44, 0.3055
1.61,12.69,1e0,1,1,1,12.69,6.88962,0.111948,2.2872,0.005,34,1.08,1.12,18.24, 0.5966
1.61,12.69,1e0,1,1,1,12.69,6.88962,0.111948,2.2872,0.001,68,1.04,1.07,51.36, 0.3055
5.74,23.95,1e0,1,1,1,23.95,12.9225,0.0237864,3.26999,0.01,47,1.11,1.15,24.91, 0.8016
5.74,23.95,1e0,1,1,1,23.95,12.9225,0.0237864,3.26999,0.075,-1,-1,-1,-1,-81.0000
5.74,23.95,1e0,1,1,1,23.95,12.9225,0.0237864,3.26999,0.001,89,1.06,1.1,71.12, 0.4334
5.74,23.95,1e0,1,1,1,23.95,12.9225,0.0237864,3.26999,0.025,36,1.21,1.25,18.59, 1.0000
5.74,23.95,1e0,1,1,1,23.95,12.9225,0.0237864,3.26999,0.05,-1,-1,-1,-1,-81.0000
5.74,23.95,1e0,1,1,1,23.95,12.9225,0.0237864,3.26999,0.1,-1,-1,-1,-1,-81.0000
5.74,23.95,1e0,1,1,1,23.95,12.9225,0.0237864,3.26999,0.005,48,1.09,1.13,26.53, 0.7923
5.74,23.95,1e0,1,1,1,23.95,12.9225,0.0237864,3.26999,0,108,1.03,1.07,82.91, 0.3623
1.17,12.69,1e0,1,1,1,12.69,6.85669,0.134647,1.99914,0.075,-1,-1,-1,-1,-75.2500
1.17,12.69,1e0,1,1,1,12.69,6.85669,0.134647,1.99914,0.005,36,1.08,1.12,33.47, 0.9860
1.17,12.69,1e0,1,1,1,12.69,6.85669,0.134647,1.99914,0.05,-1,-1,-1,-1,-75.2500
1.17,12.69,1e0,1,1,1,12.69,6.85669,0.134647,1.99914,0.1,-1,-1,-1,-1,-75.2500
1.17,12.69,1e0,1,1,1,12.69,6.85669,0.134647,1.99914,0.001,63,1.04,1.07,49.07, 0.5770
1.17,12.69,1e0,1,1,1,12.69,6.85669,0.134647,1.99914,0.025,35,1.11,1.15,29.71, 1.0000
1.17,12.69,1e0,1,1,1,12.69,6.85669,0.134647,1.99914,0.01,36,1.09,1.14,31.59, 0.9768
1.17,12.69,1e0,1,1,1,12.69,6.85669,0.134647,1.99914,0,64,1.03,1.07,57.59, 0.5680
9.24,10.83,1e0,1,1,1,10.83,7.41644,0.0330199,3.30427,0.025,29,1.23,1.28,17.42, 1.0000
9.24,10.83,1e0,1,1,1,10.83,7.41644,0.0330199,3.30427,0.001,63,1.04,1.07,46.55, 0.5070
9.24,10.83,1e0,1,1,1,10.83,7.41644,0.0330199,3.30427,0,68,1.03,1.07,45.27, 0.4697
9.24,10.83,1e0,1,1,1,10.83,7.41644,0.0330199,3.30427,0.05,-1,-1,-1,-1,-66.1200
9.24,10.83,1e0,1,1,1,10.83,7.41644,0.0330199,3.30427,0.1,-1,-1,-1,-1,-66.1200
9.24,10.83,1e0,1,1,1,10.83,7.41644,0.0330199,3.30427,0.005,55,1.09,1.13,30.12, 0.5644
9.24,10.83,1e0,1,1,1,10.83,7.41644,0.0330199,3.30427,0.075,-1,-1,-1,-1,-66.1200
9.24,10.83,1e0,1,1,1,10.83,7.41644,0.0330199,3.30427,0.01,42,1.15,1.19,26.25, 0.7189
1.17,38.57,1e0,1,1,1,38.57,19.7967,0.0465837,2.10218,0,110,1.03,1.07,87.99, 0.2455
1.17,38.57,1e0,1,1,1,38.57,19.7967,0.0465837,2.10218,0.075,-1,-1,-1,-1,-55.9000
1.17,38.57,1e0,1,1,1,38.57,19.7967,0.0465837,2.10218,0.05,-1,-1,-1,-1,-55.9000
1.17,38.57,1e0,1,1,1,38.57,19.7967,0.0465837,2.10218,0.025,26,1.11,1.15,15.73, 1.0000
1.17,38.57,1e0,1,1,1,38.57,19.7967,0.0465837,2.10218,0.1,-1,-1,-1,-1,-55.9000
1.17,38.57,1e0,1,1,1,38.57,19.7967,0.0465837,2.10218,0.005,29,1.1,1.14,17.64, 0.9007
1.17,38.57,1e0,1,1,1,38.57,19.7967,0.0465837,2.10218,0.001,48,1.09,1.13,33.61, 0.5468
1.17,38.57,1e0,1,1,1,38.57,19.7967,0.0465837,2.10218,0.01,29,1.1,1.14,17.79, 0.9007
4.89,72.79,1e0,1,1,1,72.79,37.1807,0.00920338,3.27588,0.075,-1,-1,-1,-1,-98.1200
4.89,72.79,1e0,1,1,1,72.79,37.1807,0.00920338,3.27588,0.01,50,1.11,1.15,28.43, 0.9127
4.89,72.79,1e0,1,1,1,72.79,37.1807,0.00920338,3.27588,0,169,1.03,1.07,186, 0.2805
4.89,72.79,1e0,1,1,1,72.79,37.1807,0.00920338,3.27588,0.001,73,1.09,1.13,56.51, 0.6310
4.89,72.79,1e0,1,1,1,72.79,37.1807,0.00920338,3.27588,0.05,-1,-1,-1,-1,-98.1200
4.89,72.79,1e0,1,1,1,72.79,37.1807,0.00920338,3.27588,0.1,-1,-1,-1,-1,-98.1200
4.89,72.79,1e0,1,1,1,72.79,37.1807,0.00920338,3.27588,0.025,44,1.19,1.23,24.99, 1.0000
4.89,72.79,1e0,1,1,1,72.79,37.1807,0.00920338,3.27588,0.005,51,1.1,1.14,29.23, 0.8990
1.17,72.79,1e0,1,1,1,72.79,36.9067,0.0249806,2.12745,0,144,1.03,1.07,151, 0.1731
1.17,72.79,1e0,1,1,1,72.79,36.9067,0.0249806,2.12745,0.01,27,1.1,1.15,16.47, 0.8889
1.17,72.79,1e0,1,1,1,72.79,36.9067,0.0249806,2.12745,0.025,24,1.11,1.15,14.93, 1.0000
1.17,72.79,1e0,1,1,1,72.79,36.9067,0.0249806,2.12745,0.05,-1,-1,-1,-1,-51.6000
1.17,72.79,1e0,1,1,1,72.79,36.9067,0.0249806,2.12745,0.1,-1,-1,-1,-1,-51.6000
1.17,72.79,1e0,1,1,1,72.79,36.9067,0.0249806,2.12745,0.075,-1,-1,-1,-1,-51.6000
1.17,72.79,1e0,1,1,1,72.79,36.9067,0.0249806,2.12745,0.001,43,1.1,1.14,31.62, 0.5607
1.17,72.79,1e0,1,1,1,72.79,36.9067,0.0249806,2.12745,0.005,29,1.1,1.14,14.95, 0.8315
5.74,100.00,1e0,1,1,1,100,50.8442,0.00587596,3.3728,0.001,74,1.1,1.14,56.92, 0.6137
5.74,100.00,1e0,1,1,1,100,50.8442,0.00587596,3.3728,0.075,-1,-1,-1,-1,-97.1800
5.74,100.00,1e0,1,1,1,100,50.8442,0.00587596,3.3728,0.01,60,1.11,1.15,38.91, 0.7533
5.74,100.00,1e0,1,1,1,100,50.8442,0.00587596,3.3728,0.05,-1,-1,-1,-1,-97.1800
5.74,100.00,1e0,1,1,1,100,50.8442,0.00587596,3.3728,0.1,-1,-1,-1,-1,-97.1800
5.74,100.00,1e0,1,1,1,100,50.8442,0.00587596,3.3728,0,197,1.03,1.07,237.3, 0.2383
5.74,100.00,1e0,1,1,1,100,50.8442,0.00587596,3.3728,0.005,60,1.1,1.15,35.73, 0.7533
5.74,100.00,1e0,1,1,1,100,50.8442,0.00587596,3.3728,0.025,43,1.21,1.26,26.53, 1.0000
1.61,2.21,1e0,1,1,1,2.21,1.68781,0.477435,1.69876,0.01,35,1.04,1.07,18.94, 0.7644
1.61,2.21,1e0,1,1,1,2.21,1.68781,0.477435,1.69876,0.001,35,1.04,1.07,19.17, 0.7644
1.61,2.21,1e0,1,1,1,2.21,1.68781,0.477435,1.69876,0.005,35,1.04,1.07,21.08, 0.7644
1.61,2.21,1e0,1,1,1,2.21,1.68781,0.477435,1.69876,0.075,-1,-1,-1,-1,-55.3800
1.61,2.21,1e0,1,1,1,2.21,1.68781,0.477435,1.69876,0,32,1.03,1.07,18.89, 0.8361
1.61,2.21,1e0,1,1,1,2.21,1.68781,0.477435,1.69876,0.025,26,1.09,1.13,12.25, 1.0000
1.61,2.21,1e0,1,1,1,2.21,1.68781,0.477435,1.69876,0.05,-1,-1,-1,-1,-55.3800
1.61,2.21,1e0,1,1,1,2.21,1.68781,0.477435,1.69876,0.1,-1,-1,-1,-1,-55.3800
1.37,1.61,1e0,1,1,1,1.61,1.3605,0.646653,1.42632,0.025,45,1.05,1.09,32.68, 0.9244
1.37,1.61,1e0,1,1,1,1.61,1.3605,0.646653,1.42632,0.075,-1,-1,-1,-1,-86.9400
1.37,1.61,1e0,1,1,1,1.61,1.3605,0.646653,1.42632,0.01,43,1.04,1.07,33.1, 0.9767
1.37,1.61,1e0,1,1,1,1.61,1.3605,0.646653,1.42632,0.001,43,1.04,1.07,30.79, 0.9767
1.37,1.61,1e0,1,1,1,1.61,1.3605,0.646653,1.42632,0.05,-1,-1,-1,-1,-86.9400
1.37,1.61,1e0,1,1,1,1.61,1.3605,0.646653,1.42632,0.1,-1,-1,-1,-1,-86.9400
1.37,1.61,1e0,1,1,1,1.61,1.3605,0.646653,1.42632,0,42,1.03,1.07,30.16, 1.0000
1.37,1.61,1e0,1,1,1,1.61,1.3605,0.646653,1.42632,0.005,43,1.04,1.07,25.13, 0.9767
23.95,62.10,1e0,1,1,1,62.1,34.2558,0.00254074,3.77883,0.075,-1,-1,-1,-1,-73.1600
23.95,62.10,1e0,1,1,1,62.1,34.2558,0.00254074,3.77883,0.025,31,1.31,1.36,18.31, 1.0000
23.95,62.10,1e0,1,1,1,62.1,34.2558,0.00254074,3.77883,0.005,68,1.22,1.27,46.76, 0.4740
23.95,62.10,1e0,1,1,1,62.1,34.2558,0.00254074,3.77883,0.05,-1,-1,-1,-1,-73.1600
23.95,62.10,1e0,1,1,1,62.1,34.2558,0.00254074,3.77883,0,158,1.03,1.07,176.5, 0.2237
23.95,62.10,1e0,1,1,1,62.1,34.2558,0.00254074,3.77883,0.1,-1,-1,-1,-1,-73.1600
23.95,62.10,1e0,1,1,1,62.1,34.2558,0.00254074,3.77883,0.001,131,1.12,1.16,132.2, 0.2586
23.95,62.10,1e0,1,1,1,62.1,34.2558,0.00254074,3.77883,0.01,50,1.27,1.31,29.05, 0.6334
3.56,38.57,1e0,1,1,1,38.57,19.9778,0.0221681,3.04389,0.001,75,1.08,1.12,51.68, 0.4845
3.56,38.57,1e0,1,1,1,38.57,19.9778,0.0221681,3.04389,0.075,-1,-1,-1,-1,-77.0400
3.56,38.57,1e0,1,1,1,38.57,19.9778,0.0221681,3.04389,0.005,38,1.1,1.14,23.46, 0.9474
3.56,38.57,1e0,1,1,1,38.57,19.9778,0.0221681,3.04389,0.025,36,1.12,1.16,21.66, 0.9907
3.56,38.57,1e0,1,1,1,38.57,19.9778,0.0221681,3.04389,0.05,-1,-1,-1,-1,-77.0400
3.56,38.57,1e0,1,1,1,38.57,19.9778,0.0221681,3.04389,0.1,-1,-1,-1,-1,-77.0400
3.56,38.57,1e0,1,1,1,38.57,19.9778,0.0221681,3.04389,0.01,36,1.1,1.14,17.79, 1.0000
3.56,38.57,1e0,1,1,1,38.57,19.9778,0.0221681,3.04389,0,131,1.03,1.07,122.6, 0.2841
14.87,17.43,1e0,1,1,1,17.43,11.7537,0.013676,3.54459,0.025,29,1.27,1.31,16.9, 1.0000
14.87,17.43,1e0,1,1,1,17.43,11.7537,0.013676,3.54459,0.001,90,1.05,1.09,61.53, 0.3561
14.87,17.43,1e0,1,1,1,17.43,11.7537,0.013676,3.54459,0.005,58,1.15,1.19,37.72, 0.5274
14.87,17.43,1e0,1,1,1,17.43,11.7537,0.013676,3.54459,0.01,44,1.2,1.24,30.85, 0.6797
14.87,17.43,1e0,1,1,1,17.43,11.7537,0.013676,3.54459,0.05,-1,-1,-1,-1,-66.9900
14.87,17.43,1e0,1,1,1,17.43,11.7537,0.013676,3.54459,0.1,-1,-1,-1,-1,-66.9900
14.87,17.43,1e0,1,1,1,17.43,11.7537,0.013676,3.54459,0,94,1.03,1.07,66.85, 0.3443
14.87,17.43,1e0,1,1,1,17.43,11.7537,0.013676,3.54459,0.075,-1,-1,-1,-1,-66.9900
2.59,85.32,1e0,1,1,1,85.32,43.2697,0.0129079,2.85236,0.075,-1,-1,-1,-1,-64.8000
2.59,85.32,1e0,1,1,1,85.32,43.2697,0.0129079,2.85236,0.01,31,1.11,1.15,16.55, 0.9722
2.59,85.32,1e0,1,1,1,85.32,43.2697,0.0129079,2.85236,0.05,-1,-1,-1,-1,-64.8000
2.59,85.32,1e0,1,1,1,85.32,43.2697,0.0129079,2.85236,0.1,-1,-1,-1,-1,-64.8000
2.59,85.32,1e0,1,1,1,85.32,43.2697,0.0129079,2.85236,0.005,31,1.1,1.14,18.46, 0.9768
2.59,85.32,1e0,1,1,1,85.32,43.2697,0.0129079,2.85236,0,179,1.03,1.07,185.9, 0.1749
2.59,85.32,1e0,1,1,1,85.32,43.2697,0.0129079,2.85236,0.001,61,1.09,1.14,39.86, 0.4964
2.59,85.32,1e0,1,1,1,85.32,43.2697,0.0129079,2.85236,0.025,30,1.12,1.16,14.06, 1.0000
52.98,85.32,1e0,1,1,1,85.32,51.0286,0.000858451,3.88042,0.1,-1,-1,-1,-1,-76.1600
52.98,85.32,1e0,1,1,1,85.32,51.0286,0.000858451,3.88042,0.075,-1,-1,-1,-1,-76.1600
52.98,85.32,1e0,1,1,1,85.32,51.0286,0.000858451,3.88042,0,200,1.03,1.07,250.3, 0.1840
52.98,85.32,1e0,1,1,1,85.32,51.0286,0.000858451,3.88042,0.01,53,1.3,1.35,34.32, 0.6115
52.98,85.32,1e0,1,1,1,85.32,51.0286,0.000858451,3.88042,0.05,-1,-1,-1,-1,-76.1600
52.98,85.32,1e0,1,1,1,85.32,51.0286,0.000858451,3.88042,0.001,136,1.2,1.25,122.1, 0.2489
52.98,85.32,1e0,1,1,1,85.32,51.0286,0.000858451,3.88042,0.025,32,1.33,1.38,19.12, 1.0000
52.98,85.32,1e0,1,1,1,85.32,51.0286,0.000858451,3.88042,0.005,66,1.28,1.33,43.56, 0.4953
3.56,72.79,1e0,1,1,1,72.79,37.0767,0.0118877,3.08049,0.075,-1,-1,-1,-1,-82.0800
3.56,72.79,1e0,1,1,1,72.79,37.0767,0.0118877,3.08049,0,168,1.03,1.07,171.5, 0.2360
3.56,72.79,1e0,1,1,1,72.79,37.0767,0.0118877,3.08049,0.05,-1,-1,-1,-1,-82.0800
3.56,72.79,1e0,1,1,1,72.79,37.0767,0.0118877,3.08049,0.1,-1,-1,-1,-1,-82.0800
3.56,72.79,1e0,1,1,1,72.79,37.0767,0.0118877,3.08049,0.001,69,1.09,1.13,53.42, 0.5585
3.56,72.79,1e0,1,1,1,72.79,37.0767,0.0118877,3.08049,0.025,38,1.12,1.16,22.63, 1.0000
3.56,72.79,1e0,1,1,1,72.79,37.0767,0.0118877,3.08049,0.005,42,1.1,1.14,27.84, 0.9132
3.56,72.79,1e0,1,1,1,72.79,37.0767,0.0118877,3.08049,0.01,40,1.1,1.15,19.46, 0.9544
20.43,32.90,1e0,1,1,1,32.9,19.8713,0.00550602,3.70086,0.005,62,1.2,1.24,41.27, 0.6066
20.43,32.90,1e0,1,1,1,32.9,19.8713,0.00550602,3.70086,0.075,-1,-1,-1,-1,-84.2400
20.43,32.90,1e0,1,1,1,32.9,19.8713,0.00550602,3.70086,0.05,-1,-1,-1,-1,-84.2400
20.43,32.90,1e0,1,1,1,32.9,19.8713,0.00550602,3.70086,0,131,1.03,1.07,113.4, 0.3107
20.43,32.90,1e0,1,1,1,32.9,19.8713,0.00550602,3.70086,0.1,-1,-1,-1,-1,-84.2400
20.43,32.90,1e0,1,1,1,32.9,19.8713,0.00550602,3.70086,0.001,102,1.08,1.13,73.61, 0.3877
20.43,32.90,1e0,1,1,1,32.9,19.8713,0.00550602,3.70086,0.01,48,1.24,1.29,26.81, 0.7664
20.43,32.90,1e0,1,1,1,32.9,19.8713,0.00550602,3.70086,0.025,36,1.29,1.34,19.38, 1.0000
2.21,14.87,1e0,1,1,1,14.87,8.02929,0.0785196,2.58037,0,79,1.03,1.07,55.8, 0.2774
2.21,14.87,1e0,1,1,1,14.87,8.02929,0.0785196,2.58037,0.075,-1,-1,-1,-1,-45.3600
2.21,14.87,1e0,1,1,1,14.87,8.02929,0.0785196,2.58037,0.001,75,1.04,1.08,60.87, 0.2908
2.21,14.87,1e0,1,1,1,14.87,8.02929,0.0785196,2.58037,0.01,26,1.09,1.13,13.58, 0.8191
2.21,14.87,1e0,1,1,1,14.87,8.02929,0.0785196,2.58037,0.025,21,1.12,1.16,10.99, 1.0000
2.21,14.87,1e0,1,1,1,14.87,8.02929,0.0785196,2.58037,0.1,-1,-1,-1,-1,-45.3600
2.21,14.87,1e0,1,1,1,14.87,8.02929,0.0785196,2.58037,0.05,-1,-1,-1,-1,-45.3600
2.21,14.87,1e0,1,1,1,14.87,8.02929,0.0785196,2.58037,0.005,38,1.08,1.12,23.33, 0.5631
4.89,6.72,1e0,1,1,1,6.72,4.48325,0.0879685,2.89072,0.075,-1,-1,-1,-1,-66.0300
4.89,6.72,1e0,1,1,1,6.72,4.48325,0.0879685,2.89072,0,45,1.03,1.07,26.12, 0.7089
4.89,6.72,1e0,1,1,1,6.72,4.48325,0.0879685,2.89072,0.01,31,1.09,1.13,17.95, 1.0000
4.89,6.72,1e0,1,1,1,6.72,4.48325,0.0879685,2.89072,0.001,44,1.04,1.07,29.25, 0.7250
4.89,6.72,1e0,1,1,1,6.72,4.48325,0.0879685,2.89072,0.05,-1,-1,-1,-1,-66.0300
4.89,6.72,1e0,1,1,1,6.72,4.48325,0.0879685,2.89072,0.1,-1,-1,-1,-1,-66.0300
4.89,6.72,1e0,1,1,1,6.72,4.48325,0.0879685,2.89072,0.025,-1,-1,-1,-1,-66.0300
4.89,6.72,1e0,1,1,1,6.72,4.48325,0.0879685,2.89072,0.005,43,1.04,1.08,24.78, 0.7383
1.37,85.32,1e0,1,1,1,85.32,43.1854,0.0195524,2.28545,0.001,47,1.1,1.14,26.49, 0.4061
1.37,85.32,1e0,1,1,1,85.32,43.1854,0.0195524,2.28545,0.075,-1,-1,-1,-1,-40.8500
1.37,85.32,1e0,1,1,1,85.32,43.1854,0.0195524,2.28545,0.05,-1,-1,-1,-1,-40.8500
1.37,85.32,1e0,1,1,1,85.32,43.1854,0.0195524,2.28545,0.1,-1,-1,-1,-1,-40.8500
1.37,85.32,1e0,1,1,1,85.32,43.1854,0.0195524,2.28545,0.025,19,1.11,1.15,9.612, 1.0000
1.37,85.32,1e0,1,1,1,85.32,43.1854,0.0195524,2.28545,0,162,1.03,1.07,183.5, 0.1218
1.37,85.32,1e0,1,1,1,85.32,43.1854,0.0195524,2.28545,0.005,24,1.1,1.14,14.42, 0.7954
1.37,85.32,1e0,1,1,1,85.32,43.1854,0.0195524,2.28545,0.01,20,1.11,1.15,9.197, 0.9500
2.21,32.90,1e0,1,1,1,32.9,17.0363,0.0367583,2.67266,0.01,25,1.1,1.14,12.83, 0.9286
2.21,32.90,1e0,1,1,1,32.9,17.0363,0.0367583,2.67266,0.075,-1,-1,-1,-1,-49.6800
2.21,32.90,1e0,1,1,1,32.9,17.0363,0.0367583,2.67266,0.001,65,1.08,1.12,40.5, 0.3605
2.21,32.90,1e0,1,1,1,32.9,17.0363,0.0367583,2.67266,0.005,34,1.1,1.14,20.77, 0.6828
2.21,32.90,1e0,1,1,1,32.9,17.0363,0.0367583,2.67266,0,120,1.03,1.07,124, 0.2000
2.21,32.90,1e0,1,1,1,32.9,17.0363,0.0367583,2.67266,0.025,23,1.12,1.16,10.69, 1.0000
2.21,32.90,1e0,1,1,1,32.9,17.0363,0.0367583,2.67266,0.05,-1,-1,-1,-1,-49.6800
2.21,32.90,1e0,1,1,1,32.9,17.0363,0.0367583,2.67266,0.1,-1,-1,-1,-1,-49.6800
1.00,2.59,1e0,1,1,1,2.59,1.795,0.557103,1.4429,0.01,22,1.04,1.07,11.31, 0.8182
1.00,2.59,1e0,1,1,1,2.59,1.795,0.557103,1.4429,0,18,1.03,1.07,13.35, 1.0000
1.00,2.59,1e0,1,1,1,2.59,1.795,0.557103,1.4429,0.075,-1,-1,-1,-1,-37.2600
1.00,2.59,1e0,1,1,1,2.59,1.795,0.557103,1.4429,0.025,18,1.11,1.15,11.53, 0.9628
1.00,2.59,1e0,1,1,1,2.59,1.795,0.557103,1.4429,0.005,22,1.04,1.07,10.66, 0.8182
1.00,2.59,1e0,1,1,1,2.59,1.795,0.557103,1.4429,0.05,-1,-1,-1,-1,-37.2600
1.00,2.59,1e0,1,1,1,2.59,1.795,0.557103,1.4429,0.001,22,1.04,1.07,13.16, 0.8182
1.00,2.59,1e0,1,1,1,2.59,1.795,0.557103,1.4429,0.1,-1,-1,-1,-1,-37.2600
1.37,9.24,1e0,1,1,1,9.24,5.14673,0.164821,2.08643,0.075,-1,-1,-1,-1,-49.4500
1.37,9.24,1e0,1,1,1,9.24,5.14673,0.164821,2.08643,0,53,1.03,1.07,37.69, 0.4507
1.37,9.24,1e0,1,1,1,9.24,5.14673,0.164821,2.08643,0.01,24,1.09,1.13,14.25, 0.9673
