#LabelsStretch1,Stretch2,Sigma,Sigma_min_mean,Sigma_max_mean,ElEdge_min,ElEdge_max,ElEdge_mean,ElDetJ_min_mean,ElDetJ_max_mean,_DROP_TOL_,Iters,Op_Complex,Smoo_Complex,SolveTime,CostEst
6.72,9.24,1e4,0.000177764,1.77764,5,46.2,30.2383,0.0505991,3.14184,0.05,20,1.41,1.47,6.961,0
1.61,62.10,1e0,1,1,5,310.5,157.96,0.0242879,2.42833,0.05,24,1.37,1.42,11.26,0
1.61,14.87,1e-4,0.000228542,2.28542,5,74.35,39.895,0.0965701,2.31196,0.05,20,1.38,1.43,9.263,0
5.74,6.72,1e0,1,1,5,33.6,23.5868,0.0768746,2.96527,0.05,18,1.41,1.47,7.691,0
7.88,100.00,1e0,1,1,5,500,255.097,0.00445991,3.51441,0.05,20,1.41,1.47,21.73,1
2.59,5.74,1e-6,2.28571e-06,2.28571,5,28.7,17.7429,0.165312,2.45763,0.05,18,1.41,1.46,8.147,0
3.04,6.72,1e2,0.0176406,1.76406,5,33.6,20.4756,0.128251,2.62002,0.05,18,1.41,1.46,6.786,0
2.21,20.43,1e-2,0.022567,2.2567,5,102.15,54.026,0.0581477,2.62539,0.05,20,1.4,1.45,8.183,0
1.00,3.56,1e4,0.000177764,1.77764,5,17.8,11.4,0.438596,1.5614,0.05,17,1.38,1.43,6.265,1
1.37,72.79,1e6,1.77778e-06,1.77778,5,363.95,184.602,0.0228725,2.2809,0.05,19,1.36,1.41,14.1,1
1.37,5.74,1e6,1.77778e-06,1.77778,5,28.7,16.9919,0.25041,1.96917,0.05,18,1.38,1.43,12.87,0
1.00,14.87,1e6,1.77778e-06,1.77778,5,74.35,39.675,0.126024,1.87398,0.05,17,1.36,1.41,13.56,1
4.18,38.57,1e4,0.000177764,1.77764,5,192.85,100.158,0.0195148,3.14623,0.05,21,1.4,1.46,7.5,0
7.88,28.07,1e6,1.77778e-06,1.77778,5,140.35,76.1501,0.0154954,3.42745,0.05,19,1.41,1.47,10.14,0
4.89,12.69,1e4,0.000177764,1.77764,5,63.45,36.4023,0.0496068,3.07831,0.05,20,1.41,1.46,9.519,0
4.89,100.00,1e-6,2.28571e-06,2.28571,5,500,253.89,0.00672393,3.288,0.05,23,1.4,1.46,9.421,0
10.83,14.87,1e-2,0.022567,2.2567,5,74.35,47.7456,0.0213058,3.43113,0.05,20,1.41,1.47,16.69,0
9.24,45.20,1e-2,0.022567,2.2567,5,226,119.275,0.00845509,3.53125,0.05,21,1.41,1.47,18.81,1
20.43,52.98,1e0,1,1,5,264.9,146.379,0.00345784,3.7427,0.05,23,1.41,1.47,16.48,0
2.59,7.88,1e2,0.0176406,1.76406,5,39.4,22.9778,0.125474,2.56082,0.05,18,1.41,1.46,7.632,0
14.87,32.90,1e-4,0.000228542,2.28542,5,164.5,93.4968,0.00743504,3.63739,0.05,27,1.42,1.47,24.26,0
7.88,20.43,1e-4,0.000228542,2.28542,5,102.15,57.5278,0.0210196,3.38391,0.05,24,1.41,1.47,16.65,0
23.95,28.07,1e-2,0.022567,2.2567,5,140.35,93.736,0.00551499,3.7076,0.05,25,1.42,1.47,11.37,0
20.43,28.07,1e2,0.0176406,1.76406,5,140.35,88.7497,0.00642085,3.68217,0.05,23,1.42,1.47,14.9,0
1.17,72.79,1e-2,0.022567,2.2567,5,363.95,184.533,0.0249806,2.12745,0.05,20,1.36,1.41,19.69,0
2.21,17.43,1e2,0.0176406,1.76406,5,87.15,46.5353,0.0676129,2.60447,0.05,20,1.4,1.45,7.515,0
12.69,85.32,1e4,0.000177764,1.77764,5,426.6,220.769,0.00338489,3.66486,0.05,19,1.41,1.47,16.77,1
10.83,17.43,1e4,0.000177764,1.77764,5,87.15,53.3911,0.0183464,3.46319,0.05,18,1.41,1.47,12.16,0
17.43,85.32,1e-2,0.022567,2.2567,5,426.6,223.424,0.00251434,3.73914,0.05,23,1.42,1.47,22.34,0
1.17,38.57,1e4,0.000177764,1.77764,5,192.85,98.9834,0.0465837,2.10218,0.05,18,1.36,1.41,9.951,0
1.37,6.72,1e-2,0.022567,2.2567,5,33.6,19.4385,0.218622,2.01272,0.05,18,1.38,1.43,15.37,0
5.74,23.95,1e-4,0.000228542,2.28542,5,119.75,64.6127,0.0237864,3.26999,0.05,24,1.41,1.46,8.458,0
2.21,72.79,1e-6,2.28571e-06,2.28571,5,363.95,184.891,0.0168872,2.71657,0.05,22,1.39,1.45,10.9,0
4.18,10.83,1e-4,0.000228542,2.28542,5,54.15,31.3344,0.0652748,2.95495,0.05,22,1.41,1.46,9.077,0
9.24,17.43,1e6,1.77778e-06,1.77778,5,87.15,51.6534,0.0211951,3.41353,0.05,19,1.41,1.47,19.01,0
1.61,20.43,1e2,0.0176406,1.76406,5,102.15,53.79,0.071515,2.35229,0.05,19,1.38,1.43,9.25,0
1.61,52.98,1e0,1,1,5,264.9,135.16,0.0283914,2.42172,0.05,24,1.37,1.42,8.944,0
14.87,52.98,1e0,1,1,5,264.9,142.079,0.00466928,3.67852,0.05,21,1.41,1.47,20,1
1.37,4.18,1e4,0.000177764,1.77764,5,20.9,13.1016,0.325823,1.86586,0.05,16,1.39,1.44,13.99,0
1.89,72.79,1e6,1.77778e-06,1.77778,5,363.95,184.781,0.0187571,2.58047,0.05,19,1.39,1.44,6.564,0
20.43,32.90,1e4,0.000177764,1.77764,5,164.5,99.3564,0.00550602,3.70086,0.05,23,1.42,1.47,10.69,0
12.69,100.00,1e-4,0.000228542,2.28542,5,500,257.302,0.00289291,3.6711,0.05,25,1.41,1.47,11.6,1
4.89,17.43,1e0,1,1,5,87.15,47.9929,0.0368485,3.14069,0.05,20,1.41,1.46,7.047,0
4.18,7.88,1e4,0.000177764,1.77764,5,39.4,24.266,0.0869595,2.86431,0.05,19,1.41,1.46,7.577,0
2.59,14.87,1e6,1.77778e-06,1.77778,5,74.35,40.3245,0.0702083,2.70395,0.05,21,1.4,1.46,8.172,0
1.89,85.32,1e-2,0.022567,2.2567,5,426.6,216.106,0.0160343,2.58561,0.05,21,1.39,1.44,7.1,0
5.74,10.83,1e-4,0.000228542,2.28542,5,54.15,32.7203,0.0501667,3.11857,0.05,23,1.41,1.47,9.306,0
32.90,72.79,1e2,0.0176406,1.76406,5,363.95,204.804,0.00159905,3.8294,0.05,23,1.42,1.47,17.93,0
4.18,32.90,1e2,0.0176406,1.76406,5,164.5,86.0162,0.0227788,3.13258,0.05,21,1.4,1.46,7.903,0
1.00,17.43,1e-2,0.022567,2.2567,5,87.15,46.075,0.108519,1.89148,0.05,20,1.36,1.41,18.16,1
32.90,38.57,1e2,0.0176406,1.76406,5,192.85,128.228,0.00298191,3.7839,0.05,24,1.42,1.47,8.985,0
1.00,1.17,1e2,0.0176406,1.76406,5,5.85,5.425,0.921659,1.07834,0.05,16,1.43,1.48,5.559,0
1.17,1.89,1e4,0.000177764,1.77764,5,9.45,7.30343,0.637826,1.41043,0.05,15,1.42,1.47,17.25,0
1.17,2.59,1e0,1,1,5,12.95,9.04355,0.513459,1.55593,0.05,15,1.4,1.45,13.12,0
1.00,6.72,1e6,1.77778e-06,1.77778,5,33.6,19.3,0.259067,1.74093,0.05,17,1.37,1.42,7.478,1
28.07,85.32,1e2,0.0176406,1.76406,5,426.6,230.731,0.00159406,3.81766,0.05,23,1.42,1.47,15.07,0
7.88,85.32,1e2,0.0176406,1.76406,5,426.6,218.454,0.00521838,3.50843,0.05,20,1.41,1.47,13.51,1
2.59,6.72,1e0,1,1,5,33.6,20.1295,0.144327,2.51199,0.05,18,1.41,1.46,8.81,0
7.88,85.32,1e-4,0.000228542,2.28542,5,426.6,218.454,0.00521838,3.50843,0.05,23,1.41,1.47,13.07,1
1.17,9.24,1e4,0.000177764,1.77764,5,46.2,25.6588,0.180012,1.94607,0.05,16,1.37,1.42,7.985,0
1.00,10.83,1e2,0.0176406,1.76406,5,54.15,29.575,0.169062,1.83094,0.05,16,1.36,1.42,11.57,0
1.37,10.83,1e-4,0.000228542,2.28542,5,54.15,29.7068,0.142668,2.11678,0.05,19,1.37,1.42,20.96,0
1.00,9.24,1e0,1,1,5,46.2,25.6,0.195313,1.80469,0.05,16,1.37,1.42,10.03,1
4.89,20.43,1e-4,0.000228542,2.28542,5,102.15,55.3944,0.03169,3.16592,0.05,23,1.41,1.46,9.115,0
10.83,52.98,1e6,1.77778e-06,1.77778,5,264.9,139.472,0.00626386,3.59404,0.05,19,1.41,1.47,16.22,0
14.87,45.20,1e-6,2.28571e-06,2.28571,5,226,123.081,0.00545558,3.66683,0.05,23,1.41,1.47,19.47,1
1.17,12.69,1e6,1.77778e-06,1.77778,5,63.45,34.2834,0.134647,1.99914,0.05,16,1.36,1.41,13.31,0
9.24,17.43,1e-2,0.022567,2.2567,5,87.15,51.6534,0.0211951,3.41353,0.05,20,1.41,1.47,23.01,1
3.56,38.57,1e4,0.000177764,1.77764,5,192.85,99.8888,0.0221681,3.04389,0.05,21,1.4,1.46,11.44,0
3.04,10.83,1e4,0.000177764,1.77764,5,54.15,30.5395,0.0836939,2.75547,0.05,19,1.41,1.46,7.294,0
3.04,10.83,1e0,1,1,5,54.15,30.5395,0.0836939,2.75547,0.05,19,1.41,1.46,7.378,0
1.37,3.56,1e4,0.000177764,1.77764,5,17.8,11.5588,0.370124,1.80517,0.05,16,1.4,1.45,11.76,0
17.43,20.43,1e4,0.000177764,1.77764,5,102.15,68.6276,0.0101277,3.60644,0.05,26,1.41,1.47,26.64,0
1.17,10.83,1e-4,0.000228542,2.28542,5,54.15,29.6335,0.155817,1.97438,0.05,19,1.36,1.42,18.1,0
1.61,23.95,1e0,1,1,5,119.75,62.5883,0.0614255,2.36854,0.05,22,1.38,1.43,9.098,0
10.83,38.57,1e-2,0.022567,2.2567,5,192.85,103.942,0.00854494,3.56933,0.05,21,1.41,1.47,12.88,0
1.17,100.00,1e0,1,1,5,500,252.558,0.0182507,2.13533,0.05,20,1.36,1.41,15.01,1
1.17,9.24,1e-6,2.28571e-06,2.28571,5,46.2,25.6588,0.180012,1.94607,0.05,17,1.37,1.42,14.7,0
20.43,32.90,1e2,0.0176406,1.76406,5,164.5,99.3564,0.00550602,3.70086,0.05,23,1.42,1.47,10.49,0
52.98,62.10,1e2,0.0176406,1.76406,5,310.5,205.558,0.00117435,3.86368,0.05,23,1.42,1.47,11.38,0
3.56,5.74,1e6,1.77778e-06,1.77778,5,28.7,18.6517,0.130147,2.65948,0.05,17,1.41,1.46,10.06,0
1.00,1.37,1e-4,0.000228542,2.28542,5,6.85,5.925,0.843882,1.15612,0.05,16,1.42,1.47,5.411,0
3.04,7.88,1e-2,0.022567,2.2567,5,39.4,23.2905,0.111498,2.67095,0.05,20,1.41,1.46,7.502,0
2.21,32.90,1e6,1.77778e-06,1.77778,5,164.5,85.1813,0.0367583,2.67266,0.05,20,1.39,1.45,7.989,0
1.61,62.10,1e-2,0.022567,2.2567,5,310.5,157.96,0.0242879,2.42833,0.05,21,1.37,1.42,9.133,0
3.04,7.88,1e-4,0.000228542,2.28542,5,39.4,23.2905,0.111498,2.67095,0.05,19,1.41,1.46,7.012,0
10.83,23.95,1e-2,0.022567,2.2567,5,119.75,68.5298,0.013552,3.51511,0.05,21,1.41,1.47,19.69,0
1.89,5.74,1e4,0.000177764,1.77764,5,28.7,17.2586,0.205354,2.2278,0.05,18,1.41,1.46,7.544,0
1.17,1.61,1e6,1.77778e-06,1.77778,5,8.05,6.61377,0.706252,1.33037,0.05,18,1.43,1.48,16.59,0
1.00,2.21,1e-6,2.28571e-06,2.28571,5,11.05,8.025,0.623053,1.37695,0.05,16,1.39,1.44,5.29,1
7.88,20.43,1e0,1,1,5,102.15,57.5278,0.0210196,3.38391,0.05,19,1.41,1.47,11.5,0
7.88,28.07,1e-6,2.28571e-06,2.28571,5,140.35,76.1501,0.0154954,3.42745,0.05,20,1.41,1.47,9.815,0
1.89,23.95,1e0,1,1,5,119.75,62.6928,0.0554743,2.51107,0.05,22,1.39,1.44,8.622,0
5.74,62.10,1e4,0.000177764,1.77764,5,310.5,159.566,0.00940526,3.35254,0.05,21,1.41,1.46,7.315,0
1.00,28.07,1e4,0.000177764,1.77764,5,140.35,72.675,0.0687994,1.9312,0.05,17,1.36,1.41,11.31,1
1.61,6.72,1e2,0.0176406,1.76406,5,33.6,19.5458,0.198519,2.14782,0.05,17,1.39,1.45,8.485,0
1.00,45.20,1e-6,2.28571e-06,2.28571,5,226,115.5,0.04329,1.95671,0.05,19,1.36,1.41,15.24,0
1.37,100.00,1e2,0.0176406,1.76406,5,500,252.627,0.0167105,2.28934,0.05,19,1.36,1.41,13.37,1
1.00,5.74,1e-6,2.28571e-06,2.28571,5,28.7,16.85,0.296736,1.70326,0.05,16,1.37,1.42,8.629,1
1.37,100.00,1e-2,0.022567,2.2567,5,500,252.627,0.0167105,2.28934,0.05,21,1.36,1.41,14.59,0
10.83,28.07,1e-6,2.28571e-06,2.28571,5,140.35,78.3847,0.0116314,3.53591,0.05,22,1.41,1.47,22.64,1
5.74,10.83,1e0,1,1,5,54.15,32.7203,0.0501667,3.11857,0.05,19,1.41,1.47,10.88,0
1.37,12.69,1e6,1.77778e-06,1.77778,5,63.45,34.3554,0.123284,2.14334,0.05,18,1.37,1.42,17.53,0
1.00,4.18,1e4,0.000177764,1.77764,5,20.9,12.95,0.3861,1.6139,0.05,18,1.37,1.43,7.602,1
3.56,23.95,1e6,1.77778e-06,1.77778,5,119.75,63.4154,0.035158,2.99764,0.05,22,1.4,1.46,10.35,0
1.00,1.89,1e0,1,1,5,9.45,7.225,0.692042,1.30796,0.05,15,1.4,1.46,5.033,1
1.00,9.24,1e-6,2.28571e-06,2.28571,5,46.2,25.6,0.195313,1.80469,0.05,16,1.37,1.42,6.398,1
9.24,14.87,1e0,1,1,5,74.35,45.7835,0.0246141,3.38194,0.05,19,1.41,1.47,11.08,0
1.00,2.21,1e-4,0.000228542,2.28542,5,11.05,8.025,0.623053,1.37695,0.05,16,1.39,1.44,5.283,1
5.74,32.90,1e-2,0.022567,2.2567,5,164.5,86.7975,0.0175065,3.30604,0.05,21,1.41,1.46,7.207,1
4.89,12.69,1e0,1,1,5,63.45,36.4023,0.0496068,3.07831,0.05,20,1.41,1.46,6.993,0
1.17,4.18,1e-6,2.28571e-06,2.28571,5,20.9,13.0123,0.355853,1.74033,0.05,16,1.38,1.43,14.62,0
1.61,5.74,1e-4,0.000228542,2.28542,5,28.7,17.1051,0.227384,2.10134,0.05,17,1.4,1.45,8.4,0
7.88,38.57,1e0,1,1,5,192.85,102.061,0.0113836,3.45985,0.05,20,1.41,1.47,11.98,0
1.00,45.20,1e-4,0.000228542,2.28542,5,226,115.5,0.04329,1.95671,0.05,21,1.36,1.41,12.04,1
1.89,17.43,1e-6,2.28571e-06,2.28571,5,87.15,46.4018,0.0750995,2.47398,0.05,20,1.39,1.45,7.371,0
1.17,6.72,1e2,0.0176406,1.76406,5,33.6,19.3598,0.238772,1.87732,0.05,15,1.37,1.42,13.79,0
9.24,62.10,1e0,1,1,5,310.5,161.231,0.00619057,3.55217,0.05,21,1.41,1.47,12.4,1
1.17,14.87,1e-6,2.28571e-06,2.28571,5,74.35,39.7334,0.116151,2.02079,0.05,18,1.36,1.41,9.854,0
1.00,3.56,1e-6,2.28571e-06,2.28571,5,17.8,11.4,0.438596,1.5614,0.05,17,1.38,1.43,8.034,1
1.61,17.43,1e-2,0.022567,2.2567,5,87.15,46.2921,0.0831561,2.33355,0.05,20,1.38,1.43,11.48,0
1.61,32.90,1e0,1,1,5,164.5,84.9604,0.0452085,2.39465,0.05,23,1.37,1.42,12.54,0
1.00,9.24,1e-2,0.022567,2.2567,5,46.2,25.6,0.195313,1.80469,0.05,19,1.37,1.42,17.35,1
2.59,62.10,1e0,1,1,5,310.5,158.306,0.0176578,2.84006,0.05,23,1.4,1.45,10.11,0
6.72,14.87,1e-2,0.022567,2.2567,5,74.35,43.1932,0.0326487,3.26247,0.05,22,1.41,1.47,9.184,0
3.56,32.90,1e-2,0.022567,2.2567,5,164.5,85.7354,0.0258759,3.03069,0.05,23,1.4,1.46,11.85,0
2.59,17.43,1e2,0.0176406,1.76406,5,87.15,46.705,0.0604561,2.72921,0.05,21,1.4,1.45,11.84,0
23.95,32.90,1e0,1,1,5,164.5,103.763,0.00472922,3.72641,0.05,22,1.42,1.47,11.07,1
1.17,23.95,1e4,0.000177764,1.77764,5,119.75,62.4334,0.0738805,2.07024,0.05,18,1.36,1.41,13.73,0
5.74,7.88,1e-4,0.000228542,2.28542,5,39.4,26.0265,0.0668324,3.02291,0.05,22,1.41,1.47,8.751,0
5.74,14.87,1e-4,0.000228542,2.28542,5,74.35,42.3577,0.0373958,3.19188,0.05,23,1.41,1.47,9.011,0
1.00,100.00,1e-6,2.28571e-06,2.28571,5,500,252.5,0.019802,1.9802,0.05,19,1.36,1.41,11.74,0
2.59,7.88,1e0,1,1,5,39.4,22.9778,0.125474,2.56082,0.05,18,1.41,1.46,6.838,0
2.21,32.90,1e2,0.0176406,1.76406,5,164.5,85.1813,0.0367583,2.67266,0.05,21,1.39,1.45,9.423,0
32.90,85.32,1e-6,2.28571e-06,2.28571,5,426.6,234.665,0.00136694,3.83703,0.05,25,1.42,1.47,12.23,0
1.17,1.37,1e6,1.77778e-06,1.77778,5,6.85,6.03512,0.777771,1.24669,0.05,15,1.44,1.49,9.048,0
4.89,45.20,1e-6,2.28571e-06,2.28571,5,226,117.018,0.0146995,3.249,0.05,25,1.41,1.46,11.77,0
1.37,4.18,1e2,0.0176406,1.76406,5,20.9,13.1016,0.325823,1.86586,0.05,16,1.39,1.44,11.82,0
1.00,3.04,1e2,0.0176406,1.76406,5,15.2,10.1,0.49505,1.50495,0.05,15,1.38,1.43,5.389,1
20.43,85.32,1e-2,0.022567,2.2567,5,426.6,225.295,0.00216235,3.76917,0.05,26,1.41,1.47,11.29,0
4.89,20.43,1e-2,0.022567,2.2567,5,102.15,55.3944,0.03169,3.16592,0.05,22,1.41,1.46,8.611,0
2.21,38.57,1e-2,0.022567,2.2567,5,192.85,99.3519,0.0314912,2.6843,0.05,22,1.39,1.45,9.745,0
1.37,7.88,1e6,1.77778e-06,1.77778,5,39.4,22.3357,0.190063,2.05185,0.05,17,1.37,1.43,13.89,0
12.69,52.98,1e6,1.77778e-06,1.77778,5,264.9,140.618,0.00541282,3.63913,0.05,20,1.41,1.47,18.51,1
5.74,85.32,1e6,1.77778e-06,1.77778,5,426.6,217.547,0.00687525,3.36706,0.05,21,1.41,1.46,7.156,0
3.04,9.24,1e6,1.77778e-06,1.77778,5,46.2,26.6212,0.0966894,2.71597,0.05,19,1.41,1.46,6.777,0
10.83,28.07,1e2,0.0176406,1.76406,5,140.35,78.3847,0.0116314,3.53591,0.05,20,1.41,1.47,14.25,0
14.87,38.57,1e0,1,1,5,192.85,107.039,0.00636967,3.65324,0.05,21,1.41,1.47,16.39,1
3.56,17.43,1e2,0.0176406,1.76406,5,87.15,47.1936,0.0475959,2.95337,0.05,21,1.4,1.46,7.522,0
1.37,1.89,1e0,1,1,5,9.45,7.45343,0.584001,1.51215,0.05,15,1.43,1.48,13.93,0
1.37,52.98,1e-6,2.28571e-06,2.28571,5,264.9,135.077,0.0312665,2.2694,0.05,21,1.36,1.41,10.48,0
45.20,72.79,1e0,1,1,5,363.95,217.906,0.00117333,3.86039,0.05,22,1.42,1.47,14.24,1
1.17,85.32,1e-4,0.000228542,2.28542,5,426.6,215.858,0.0213545,2.1317,0.05,21,1.36,1.41,15.96,1
72.79,85.32,1e-4,0.000228542,2.28542,5,426.6,281.862,0.000627988,3.90008,0.05,25,1.42,1.47,18.13,1
3.56,85.32,1e6,1.77778e-06,1.77778,5,426.6,216.701,0.0101621,3.08663,0.05,21,1.4,1.45,9.301,0
10.83,85.32,1e-4,0.000228542,2.28542,5,426.6,219.828,0.00391709,3.61945,0.05,25,1.41,1.47,17.18,1
1.61,62.10,1e-6,2.28571e-06,2.28571,5,310.5,157.96,0.0242879,2.42833,0.05,21,1.37,1.42,10.57,0
2.21,9.24,1e-4,0.000228542,2.28542,5,46.2,26.1212,0.12169,2.48496,0.05,19,1.4,1.46,7.466,0
28.07,45.20,1e-4,0.000228542,2.28542,5,226,135.913,0.00297833,3.7788,0.05,27,1.42,1.47,16.03,1
1.00,7.88,1e0,1,1,5,39.4,22.2,0.225225,1.77477,0.05,15,1.37,1.42,7.546,1
7.88,52.98,1e0,1,1,5,264.9,137.845,0.00834477,3.48379,0.05,20,1.41,1.47,9.195,0
1.61,62.10,1e-4,0.000228542,2.28542,5,310.5,157.96,0.0242879,2.42833,0.05,22,1.37,1.42,11.19,1
3.04,38.57,1e6,1.77778e-06,1.77778,5,192.85,99.6742,0.0250215,2.93384,0.05,25,1.4,1.45,12.45,0
2.59,72.79,1e6,1.77778e-06,1.77778,5,363.95,185.027,0.0150997,2.84669,0.05,21,1.4,1.45,8.441,0
3.04,7.88,1e4,0.000177764,1.77764,5,39.4,23.2905,0.111498,2.67095,0.05,18,1.41,1.46,7.103,0
20.43,52.98,1e-4,0.000228542,2.28542,5,264.9,146.379,0.00345784,3.7427,0.05,27,1.41,1.47,16.6,1
1.00,62.10,1e2,0.0176406,1.76406,5,310.5,157.75,0.0316957,1.9683,0.05,17,1.36,1.41,13.91,1
4.18,17.43,1e2,0.0176406,1.76406,5,87.15,47.5477,0.0418991,3.05266,0.05,20,1.41,1.46,8.308,0
32.90,72.79,1e-2,0.022567,2.2567,5,363.95,204.804,0.00159905,3.8294,0.05,22,1.42,1.47,14.64,1
4.18,20.43,1e2,0.0176406,1.76406,5,102.15,54.9819,0.0360336,3.07718,0.05,21,1.4,1.46,6.895,0
32.90,72.79,1e0,1,1,5,363.95,204.804,0.00159905,3.8294,0.05,22,1.42,1.47,15.97,0
7.88,10.83,1e2,0.0176406,1.76406,5,54.15,35.1814,0.038077,3.2495,0.05,19,1.41,1.47,10.75,0
1.17,6.72,1e-4,0.000228542,2.28542,5,33.6,19.3598,0.238772,1.87732,0.05,17,1.37,1.42,11.98,0
6.72,12.69,1e6,1.77778e-06,1.77778,5,63.45,38.0488,0.0378477,3.22753,0.05,21,1.41,1.47,8.918,0
14.87,85.32,1e-2,0.022567,2.2567,5,426.6,221.944,0.00291992,3.70453,0.05,22,1.41,1.47,16.3,0
1.89,62.10,1e6,1.77778e-06,1.77778,5,310.5,158.056,0.0219348,2.57446,0.05,19,1.39,1.44,7.709,0
72.79,85.32,1e6,1.77778e-06,1.77778,5,426.6,281.862,0.000627988,3.90008,0.05,24,1.42,1.47,12.8,0
52.98,100.00,1e-4,0.000228542,2.28542,5,500,288.539,0.000733678,3.88703,0.05,24,1.42,1.47,12.29,1
3.04,17.43,1e6,1.77778e-06,1.77778,5,87.15,46.9218,0.0537221,2.84659,0.05,20,1.4,1.46,9.287,0
1.89,32.90,1e6,1.77778e-06,1.77778,5,164.5,85.062,0.0408284,2.53875,0.05,20,1.39,1.44,6.998,0
2.21,85.32,1e2,0.0176406,1.76406,5,426.6,216.216,0.0144359,2.72199,0.05,20,1.39,1.45,10.5,0
20.43,100.00,1e-4,0.000228542,2.28542,5,500,261.535,0.00184806,3.77559,0.05,28,1.41,1.47,10.79,0
1.61,2.21,1e0,1,1,5,11.05,8.43907,0.477435,1.69876,0.05,16,1.43,1.48,6.454,0
2.21,85.32,1e-4,0.000228542,2.28542,5,426.6,216.216,0.0144359,2.72199,0.05,22,1.39,1.45,12.31,1
3.56,17.43,1e0,1,1,5,87.15,47.1936,0.0475959,2.95337,0.05,21,1.4,1.46,9.25,0
3.56,6.72,1e-4,0.000228542,2.28542,5,33.6,20.9371,0.113626,2.7183,0.05,20,1.41,1.46,7.77,0
1.89,100.00,1e-6,2.28571e-06,2.28571,5,500,252.806,0.0137038,2.59002,0.05,21,1.39,1.44,7.765,0
4.89,5.74,1e2,0.0176406,1.76406,5,28.7,20.3465,0.100759,2.82817,0.05,17,1.41,1.47,5.476,0
1.37,20.43,1e-2,0.022567,2.2567,5,102.15,53.7026,0.0787571,2.20434,0.05,21,1.36,1.41,17.4,0
9.24,62.10,1e-4,0.000228542,2.28542,5,310.5,161.231,0.00619057,3.55217,0.05,24,1.41,1.47,20.78,1
1.89,4.18,1e2,0.0176406,1.76406,5,20.9,13.4155,0.267197,2.11091,0.05,16,1.41,1.46,6.73,0
2.21,45.20,1e2,0.0176406,1.76406,5,226,115.924,0.026972,2.69429,0.05,20,1.39,1.45,8.422,0
12.69,52.98,1e-6,2.28571e-06,2.28571,5,264.9,140.618,0.00541282,3.63913,0.05,22,1.41,1.47,15.92,1
1.00,2.59,1e-6,2.28571e-06,2.28571,5,12.95,8.975,0.557103,1.4429,0.05,18,1.39,1.44,6.163,1
5.74,45.20,1e6,1.77778e-06,1.77778,5,226,117.412,0.0128457,3.33279,0.05,20,1.41,1.46,6.604,0
4.18,12.69,1e2,0.0176406,1.76406,5,63.45,35.8707,0.0564062,2.99202,0.05,20,1.41,1.46,7.379,0
1.00,85.32,1e4,0.000177764,1.77764,5,426.6,215.8,0.0231696,1.97683,0.05,17,1.36,1.41,15.32,1
6.72,72.79,1e-4,0.000228542,2.28542,5,363.95,186.675,0.00702175,3.43468,0.05,24,1.41,1.46,12.5,1
1.61,4.89,1e6,1.77778e-06,1.77778,5,24.45,14.992,0.260198,2.04851,0.05,19,1.4,1.45,7.489,0
3.04,6.72,1e0,1,1,5,33.6,20.4756,0.128251,2.62002,0.05,18,1.41,1.46,6.789,0
1.89,10.83,1e4,0.000177764,1.77764,5,54.15,29.9238,0.116998,2.39479,0.05,19,1.4,1.45,8.774,0
2.59,6.72,1e-4,0.000228542,2.28542,5,33.6,20.1295,0.144327,2.51199,0.05,18,1.41,1.46,8.82,0
1.89,2.21,1e4,0.000177764,1.77764,5,11.05,8.7723,0.431179,1.80099,0.05,16,1.43,1.48,8.239,0
1.89,9.24,1e-6,2.28571e-06,2.28571,5,46.2,25.9595,0.135164,2.36046,0.05,18,1.4,1.45,10.66,0
3.04,10.83,1e-4,0.000228542,2.28542,5,54.15,30.5395,0.0836939,2.75547,0.05,20,1.41,1.46,7.106,0
3.04,4.18,1e2,0.0176406,1.76406,5,20.9,14.5296,0.191139,2.42884,0.05,17,1.41,1.47,6.785,0
1.00,1.37,1e-6,2.28571e-06,2.28571,5,6.85,5.925,0.843882,1.15612,0.05,15,1.42,1.47,5.152,1
3.04,3.56,1e0,1,1,5,17.8,13.1999,0.217127,2.34983,0.05,17,1.42,1.47,6.38,0
3.56,4.89,1e6,1.77778e-06,1.77778,5,24.45,16.7367,0.148929,2.59262,0.05,17,1.41,1.47,8.354,0
1.00,12.69,1e2,0.0176406,1.76406,5,63.45,34.225,0.146092,1.85391,0.05,16,1.36,1.42,16.14,0
4.89,10.83,1e-2,0.022567,2.2567,5,54.15,31.9225,0.0574064,3.04017,0.05,21,1.41,1.46,9.647,0
7.88,17.43,1e4,0.000177764,1.77764,5,87.15,50.337,0.0244412,3.35695,0.05,19,1.41,1.47,8.942,1
23.95,62.10,1e4,0.000177764,1.77764,5,310.5,171.279,0.00254074,3.77883,0.05,23,1.42,1.47,14.68,0
3.04,7.88,1e0,1,1,5,39.4,23.2905,0.111498,2.67095,0.05,18,1.41,1.46,7.128,0
1.37,10.83,1e4,0.000177764,1.77764,5,54.15,29.7068,0.142668,2.11678,0.05,18,1.37,1.42,14.08,0
7.88,45.20,1e-6,2.28571e-06,2.28571,5,226,118.505,0.00975001,3.47272,0.05,21,1.41,1.47,11.9,1
1.00,32.90,1e-2,0.022567,2.2567,5,164.5,84.75,0.0589971,1.941,0.05,20,1.36,1.41,18.03,1
6.72,28.07,1e0,1,1,5,140.35,75.3945,0.0178237,3.36209,0.05,22,1.41,1.47,8.183,1
